"Date Time","Date Time(RAW)","Value (volume)","Value (volume)(RAW)","Value (speed)","Value (speed)(RAW)","Downtime","Downtime(RAW)","Coverage","Coverage(RAW)"
"9/1/2025 10:00:00 AM - 11:00:00 AM","45901.1666666667","263,004 Kbit","33664565.5241","342 Kbit/s","43746.9176","0 %","0.0000","21 %","0000002138"
"9/1/2025 11:00:00 AM - 12:00:00 PM","45901.2083333333","1,182,726 Kbit","151388951.5062","329 Kbit/s","42055.6407","0 %","0.0000","100 %","0000009999"
"9/1/2025 12:00:00 PM - 1:00:00 PM","45901.2500000000","1,191,777 Kbit","152547489.0449","331 Kbit/s","42377.8340","0 %","0.0000","100 %","0000009999"
"9/1/2025 1:00:00 PM - 2:00:00 PM","45901.2916666667","1,184,733 Kbit","151645792.9487","329 Kbit/s","42127.5760","0 %","0.0000","100 %","0000009999"
"9/1/2025 2:00:00 PM - 3:00:00 PM","45901.3333333333","1,179,557 Kbit","150983233.3376","328 Kbit/s","41943.3988","0 %","0.0000","100 %","0000009999"
"9/1/2025 3:00:00 PM - 4:00:00 PM","45901.3750000000","1,190,213 Kbit","152347236.0118","331 Kbit/s","42322.2035","0 %","0.0000","100 %","0000009999"
"9/1/2025 4:00:00 PM - 5:00:00 PM","45901.4166666667","1,167,781 Kbit","149475950.7162","324 Kbit/s","41524.2117","0 %","0.0000","100 %","0000009999"
"9/1/2025 5:00:00 PM - 6:00:00 PM","45901.4583333333","1,604,349 Kbit","205356630.9598","446 Kbit/s","57048.2626","0 %","0.0000","100 %","0000009999"
"9/1/2025 6:00:00 PM - 7:00:00 PM","45901.5000000000","1,210,557 Kbit","154951291.0195","336 Kbit/s","43045.3733","0 %","0.0000","100 %","0000009999"
"9/1/2025 7:00:00 PM - 8:00:00 PM","45901.5416666667","1,227,688 Kbit","157144044.1058","341 Kbit/s","43654.3974","0 %","0.0000","100 %","0000009999"
"9/1/2025 8:00:00 PM - 9:00:00 PM","45901.5833333333","1,166,689 Kbit","149336140.4834","324 Kbit/s","41485.8336","0 %","0.0000","100 %","0000009999"
"9/1/2025 9:00:00 PM - 10:00:00 PM","45901.6250000000","1,193,726 Kbit","152796918.8709","332 Kbit/s","42446.5363","0 %","0.0000","100 %","0000009999"
"9/1/2025 10:00:00 PM - 11:00:00 PM","45901.6666666667","1,169,846 Kbit","149740281.7484","325 Kbit/s","41597.7581","0 %","0.0000","100 %","0000009999"
"9/1/2025 11:00:00 PM - 12:00:00 AM","45901.7083333333","1,209,324 Kbit","154793506.5445","336 Kbit/s","43001.3019","0 %","0.0000","100 %","0000009999"
"9/2/2025 12:00:00 AM - 1:00:00 AM","45901.7500000000","1,247,337 Kbit","159659197.8512","347 Kbit/s","44353.4733","0 %","0.0000","100 %","0000009999"
"9/2/2025 1:00:00 AM - 2:00:00 AM","45901.7916666667","1,229,063 Kbit","157320104.8339","341 Kbit/s","43703.5497","0 %","0.0000","100 %","0000009999"
"9/2/2025 2:00:00 AM - 3:00:00 AM","45901.8333333333","1,358,537 Kbit","173892773.8470","377 Kbit/s","48307.7081","0 %","0.0000","100 %","0000009999"
"9/2/2025 3:00:00 AM - 4:00:00 AM","45901.8750000000","1,212,195 Kbit","155160898.6657","337 Kbit/s","43103.6021","0 %","0.0000","100 %","0000009999"
"9/2/2025 4:00:00 AM - 5:00:00 AM","45901.9166666667","1,200,120 Kbit","153615362.0736","333 Kbit/s","42675.0829","0 %","0.0000","100 %","0000009999"
"9/2/2025 5:00:00 AM - 6:00:00 AM","45901.9583333333","1,170,560 Kbit","149831724.5685","325 Kbit/s","41623.0452","0 %","0.0000","100 %","0000009999"
"9/2/2025 6:00:00 AM - 7:00:00 AM","45902.0000000000","1,224,086 Kbit","156683014.8083","340 Kbit/s","43526.5660","0 %","0.0000","100 %","0000009999"
"9/2/2025 7:00:00 AM - 8:00:00 AM","45902.0416666667","1,202,699 Kbit","153945425.2627","334 Kbit/s","42766.3008","0 %","0.0000","100 %","0000009999"
"9/2/2025 8:00:00 AM - 9:00:00 AM","45902.0833333333","1,179,145 Kbit","150930496.4624","328 Kbit/s","41928.9814","0 %","0.0000","100 %","0000009999"
"9/2/2025 9:00:00 AM - 10:00:00 AM","45902.1250000000","1,182,492 Kbit","151359021.6190","328 Kbit/s","42047.5598","0 %","0.0000","100 %","0000009999"
"9/2/2025 10:00:00 AM - 11:00:00 AM","45902.1666666667","1,166,191 Kbit","149272398.6625","324 Kbit/s","41468.2412","0 %","0.0000","100 %","0000009999"
"9/2/2025 11:00:00 AM - 12:00:00 PM","45902.2083333333","1,190,671 Kbit","152405943.4244","331 Kbit/s","42338.2773","0 %","0.0000","100 %","0000009999"
"9/2/2025 12:00:00 PM - 1:00:00 PM","45902.2500000000","1,182,092 Kbit","151307761.1432","328 Kbit/s","42033.0861","0 %","0.0000","100 %","0000009999"
"9/2/2025 1:00:00 PM - 2:00:00 PM","45902.2916666667","1,200,230 Kbit","153629447.8272","333 Kbit/s","42678.2846","0 %","0.0000","100 %","0000009999"
"9/2/2025 2:00:00 PM - 3:00:00 PM","45902.3333333333","1,188,822 Kbit","152169264.0201","330 Kbit/s","42272.9976","0 %","0.0000","100 %","0000009999"
"9/2/2025 3:00:00 PM - 4:00:00 PM","45902.3750000000","1,181,249 Kbit","151199930.5617","328 Kbit/s","42004.0644","0 %","0.0000","100 %","0000009999"
"9/2/2025 4:00:00 PM - 5:00:00 PM","45902.4166666667","1,183,444 Kbit","151480840.7200","329 Kbit/s","42082.1026","0 %","0.0000","100 %","0000009999"
"9/2/2025 5:00:00 PM - 6:00:00 PM","45902.4583333333","1,597,273 Kbit","204450891.3646","444 Kbit/s","56796.6473","0 %","0.0000","100 %","0000009999"
"9/2/2025 6:00:00 PM - 7:00:00 PM","45902.5000000000","1,211,601 Kbit","155084940.8739","337 Kbit/s","43082.9798","0 %","0.0000","100 %","0000009999"
"9/2/2025 7:00:00 PM - 8:00:00 PM","45902.5416666667","1,217,108 Kbit","155789859.2110","338 Kbit/s","43278.3270","0 %","0.0000","100 %","0000009999"
"9/2/2025 8:00:00 PM - 9:00:00 PM","45902.5833333333","1,166,260 Kbit","149281224.6636","324 Kbit/s","41470.1171","0 %","0.0000","100 %","0000009999"
"9/2/2025 9:00:00 PM - 10:00:00 PM","45902.6250000000","1,163,470 Kbit","148924121.2034","323 Kbit/s","41370.9143","0 %","0.0000","100 %","0000009999"
"9/2/2025 10:00:00 PM - 11:00:00 PM","45902.6666666667","1,158,962 Kbit","148347132.0724","322 Kbit/s","41210.9709","0 %","0.0000","100 %","0000009999"
"9/2/2025 11:00:00 PM - 12:00:00 AM","45902.7083333333","1,160,709 Kbit","148570715.4236","322 Kbit/s","41272.5093","0 %","0.0000","100 %","0000009999"
"9/3/2025 12:00:00 AM - 1:00:00 AM","45902.7500000000","1,237,715 Kbit","158427553.0758","344 Kbit/s","44010.7099","0 %","0.0000","100 %","0000009999"
"9/3/2025 1:00:00 AM - 2:00:00 AM","45902.7916666667","1,197,157 Kbit","153236129.0218","333 Kbit/s","42568.9023","0 %","0.0000","100 %","0000009999"
"9/3/2025 2:00:00 AM - 3:00:00 AM","45902.8333333333","1,196,651 Kbit","153171391.7249","332 Kbit/s","42550.9183","0 %","0.0000","100 %","0000009999"
"9/3/2025 3:00:00 AM - 4:00:00 AM","45902.8750000000","1,173,403 Kbit","150195563.5361","326 Kbit/s","41724.2351","0 %","0.0000","100 %","0000009999"
"9/3/2025 4:00:00 AM - 5:00:00 AM","45902.9166666667","1,165,194 Kbit","149144834.3052","324 Kbit/s","41432.9187","0 %","0.0000","100 %","0000009999"
"9/3/2025 5:00:00 AM - 6:00:00 AM","45902.9583333333","1,155,049 Kbit","147846306.8451","321 Kbit/s","41071.4989","0 %","0.0000","100 %","0000009999"
"9/3/2025 6:00:00 AM - 7:00:00 AM","45903.0000000000","1,207,582 Kbit","154570505.9977","335 Kbit/s","42939.8300","0 %","0.0000","100 %","0000009999"
"9/3/2025 7:00:00 AM - 8:00:00 AM","45903.0416666667","8,420,801 Kbit","1077862533.0800","2,339 Kbit/s","299430.3800","0 %","0.0000","100 %","0000009999"
"9/3/2025 8:00:00 AM - 9:00:00 AM","45903.0833333333","62,132,604 Kbit","7952973310.6157","17,261 Kbit/s","2209355.6401","0 %","0.0000","100 %","0000009999"
"9/3/2025 9:00:00 AM - 10:00:00 AM","45903.1250000000","220,104,623 Kbit","28173391751.7074","61,145 Kbit/s","7826572.6272","0 %","0.0000","100 %","0000009999"
"9/3/2025 10:00:00 AM - 11:00:00 AM","45903.1666666667","185,174,147 Kbit","23702290869.7964","51,442 Kbit/s","6584591.5641","0 %","0.0000","100 %","0000009999"
"9/3/2025 11:00:00 AM - 12:00:00 PM","45903.2083333333","141,177,669 Kbit","18070741653.9613","39,219 Kbit/s","5020068.7985","0 %","0.0000","100 %","0000009999"
"9/3/2025 12:00:00 PM - 1:00:00 PM","45903.2500000000","109,317,725 Kbit","13992668847.7957","30,369 Kbit/s","3887197.9864","0 %","0.0000","100 %","0000009999"
"9/3/2025 1:00:00 PM - 2:00:00 PM","45903.2916666667","184,425,817 Kbit","23606504613.6884","51,233 Kbit/s","6557854.2318","0 %","0.0000","100 %","0000009999"
"9/3/2025 2:00:00 PM - 3:00:00 PM","45903.3333333333","181,095,302 Kbit","23180198603.1026","50,308 Kbit/s","6439462.7909","0 %","0.0000","100 %","0000009999"
"9/3/2025 3:00:00 PM - 4:00:00 PM","45903.3750000000","130,743,284 Kbit","16735140384.8718","36,321 Kbit/s","4649024.6117","0 %","0.0000","100 %","0000009999"
"9/3/2025 4:00:00 PM - 5:00:00 PM","45903.4166666667","81,724,163 Kbit","10460692825.4984","22,703 Kbit/s","2905982.1001","0 %","0.0000","100 %","0000009999"
"9/3/2025 5:00:00 PM - 6:00:00 PM","45903.4583333333","44,520,578 Kbit","5698633932.1095","12,368 Kbit/s","1583076.9982","0 %","0.0000","100 %","0000009999"
"9/3/2025 6:00:00 PM - 7:00:00 PM","45903.5000000000","11,271,260 Kbit","1442721271.4617","3,131 Kbit/s","400788.1945","0 %","0.0000","100 %","0000009999"
"9/3/2025 7:00:00 PM - 8:00:00 PM","45903.5416666667","2,108,239 Kbit","269854638.2090","586 Kbit/s","74965.4524","0 %","0.0000","100 %","0000009999"
"9/3/2025 8:00:00 PM - 9:00:00 PM","45903.5833333333","1,503,665 Kbit","192469156.8080","418 Kbit/s","53468.2589","0 %","0.0000","100 %","0000009999"
"9/3/2025 9:00:00 PM - 10:00:00 PM","45903.6250000000","1,340,701 Kbit","171609743.8454","372 Kbit/s","47673.2136","0 %","0.0000","100 %","0000009999"
"9/3/2025 10:00:00 PM - 11:00:00 PM","45903.6666666667","1,327,001 Kbit","169856155.4904","369 Kbit/s","47186.5909","0 %","0.0000","100 %","0000009999"
"9/3/2025 11:00:00 PM - 12:00:00 AM","45903.7083333333","1,237,025 Kbit","158339154.2558","344 Kbit/s","43986.8862","0 %","0.0000","100 %","0000009999"
"9/4/2025 12:00:00 AM - 1:00:00 AM","45903.7500000000","1,408,084 Kbit","180234791.7598","391 Kbit/s","50069.6706","0 %","0.0000","100 %","0000009999"
"9/4/2025 1:00:00 AM - 2:00:00 AM","45903.7916666667","1,297,930 Kbit","166135073.2625","361 Kbit/s","46152.2211","0 %","0.0000","100 %","0000009999"
"9/4/2025 2:00:00 AM - 3:00:00 AM","45903.8333333333","1,264,087 Kbit","161803094.7833","351 Kbit/s","44948.9250","0 %","0.0000","100 %","0000009999"
"9/4/2025 3:00:00 AM - 4:00:00 AM","45903.8750000000","1,275,239 Kbit","163230575.0234","354 Kbit/s","45345.3533","0 %","0.0000","100 %","0000009999"
"9/4/2025 4:00:00 AM - 5:00:00 AM","45903.9166666667","1,226,387 Kbit","156977562.9599","341 Kbit/s","43608.5126","0 %","0.0000","100 %","0000009999"
"9/4/2025 5:00:00 AM - 6:00:00 AM","45903.9583333333","1,199,532 Kbit","153540089.7284","333 Kbit/s","42653.4609","0 %","0.0000","100 %","0000009999"
"9/4/2025 6:00:00 AM - 7:00:00 AM","45904.0000000000","1,746,733 Kbit","223581854.0953","485 Kbit/s","62110.9014","0 %","0.0000","100 %","0000009999"
"9/4/2025 7:00:00 AM - 8:00:00 AM","45904.0416666667","7,683,732 Kbit","983517649.1760","2,135 Kbit/s","273222.8745","0 %","0.0000","100 %","0000009999"
"9/4/2025 8:00:00 AM - 9:00:00 AM","45904.0833333333","66,270,773 Kbit","8482658963.8881","18,410 Kbit/s","2356464.3457","0 %","0.0000","100 %","0000009999"
"9/4/2025 9:00:00 AM - 10:00:00 AM","45904.1250000000","179,691,217 Kbit","23000475819.3164","49,918 Kbit/s","6389482.5235","0 %","0.0000","100 %","0000009999"
"9/4/2025 10:00:00 AM - 11:00:00 AM","45904.1666666667","274,016,257 Kbit","35074080954.6523","76,122 Kbit/s","9743666.3689","0 %","0.0000","100 %","0000009999"
"9/4/2025 11:00:00 AM - 12:00:00 PM","45904.2083333333","217,423,729 Kbit","27830237287.8517","60,400 Kbit/s","7731136.8780","0 %","0.0000","100 %","0000009999"
"9/4/2025 12:00:00 PM - 1:00:00 PM","45904.2500000000","176,626,241 Kbit","22608158898.5742","49,067 Kbit/s","6280515.1771","0 %","0.0000","100 %","0000009999"
"9/4/2025 1:00:00 PM - 2:00:00 PM","45904.2916666667","216,858,719 Kbit","27757916056.0919","60,243 Kbit/s","7711131.9925","0 %","0.0000","100 %","0000009999"
"9/4/2025 2:00:00 PM - 3:00:00 PM","45904.3333333333","200,831,138 Kbit","25706385689.1963","55,791 Kbit/s","7141257.7963","0 %","0.0000","100 %","0000009999"
"9/4/2025 3:00:00 PM - 4:00:00 PM","45904.3750000000","149,811,224 Kbit","19175836699.7768","41,618 Kbit/s","5327109.6239","0 %","0.0000","100 %","0000009999"
"9/4/2025 4:00:00 PM - 5:00:00 PM","45904.4166666667","167,006,372 Kbit","21376815566.9981","46,394 Kbit/s","5938482.7019","0 %","0.0000","100 %","0000009999"
"9/4/2025 5:00:00 PM - 6:00:00 PM","45904.4583333333","57,312,803 Kbit","7336038758.9398","15,921 Kbit/s","2037930.0671","0 %","0.0000","100 %","0000009999"
"9/4/2025 6:00:00 PM - 7:00:00 PM","45904.5000000000","13,487,416 Kbit","1726389202.9218","3,747 Kbit/s","479597.8517","0 %","0.0000","100 %","0000009999"
"9/4/2025 7:00:00 PM - 8:00:00 PM","45904.5416666667","2,388,454 Kbit","305722061.6572","664 Kbit/s","84929.1646","0 %","0.0000","100 %","0000009999"
"9/4/2025 8:00:00 PM - 9:00:00 PM","45904.5833333333","1,478,935 Kbit","189303654.0512","411 Kbit/s","52589.0229","0 %","0.0000","100 %","0000009999"
"9/4/2025 9:00:00 PM - 10:00:00 PM","45904.6250000000","1,277,956 Kbit","163578384.7191","355 Kbit/s","45442.3533","0 %","0.0000","100 %","0000009999"
"9/4/2025 10:00:00 PM - 11:00:00 PM","45904.6666666667","1,643,874 Kbit","210415824.2898","457 Kbit/s","58453.2241","0 %","0.0000","100 %","0000009999"
"9/4/2025 11:00:00 PM - 12:00:00 AM","45904.7083333333","1,210,813 Kbit","154984082.2966","336 Kbit/s","43054.7219","0 %","0.0000","100 %","0000009999"
"9/5/2025 12:00:00 AM - 1:00:00 AM","45904.7500000000","1,266,942 Kbit","162168584.3564","352 Kbit/s","45050.3329","0 %","0.0000","100 %","0000009999"
"9/5/2025 1:00:00 AM - 2:00:00 AM","45904.7916666667","1,270,637 Kbit","162641491.9300","353 Kbit/s","45181.0788","0 %","0.0000","100 %","0000009999"
"9/5/2025 2:00:00 AM - 3:00:00 AM","45904.8333333333","1,212,242 Kbit","155166979.2369","337 Kbit/s","43105.4111","0 %","0.0000","100 %","0000009999"
"9/5/2025 3:00:00 AM - 4:00:00 AM","45904.8750000000","1,207,376 Kbit","154544109.7038","335 Kbit/s","42932.3778","0 %","0.0000","100 %","0000009999"
"9/5/2025 4:00:00 AM - 5:00:00 AM","45904.9166666667","1,197,143 Kbit","153234258.9917","333 Kbit/s","42568.3828","0 %","0.0000","100 %","0000009999"
"9/5/2025 5:00:00 AM - 6:00:00 AM","45904.9583333333","1,158,874 Kbit","148335879.9973","322 Kbit/s","41207.6161","0 %","0.0000","100 %","0000009999"
"9/5/2025 6:00:00 AM - 7:00:00 AM","45905.0000000000","1,845,900 Kbit","236275204.5840","513 Kbit/s","65637.2887","0 %","0.0000","100 %","0000009999"
"9/5/2025 7:00:00 AM - 8:00:00 AM","45905.0416666667","10,183,476 Kbit","1303484864.8378","2,829 Kbit/s","362110.3108","0 %","0.0000","100 %","0000009999"
"9/5/2025 8:00:00 AM - 9:00:00 AM","45905.0833333333","45,382,715 Kbit","5808987583.8338","12,607 Kbit/s","1613724.2089","0 %","0.0000","100 %","0000009999"
"9/5/2025 9:00:00 AM - 10:00:00 AM","45905.1250000000","176,535,713 Kbit","22596571274.3818","49,042 Kbit/s","6277313.5895","0 %","0.0000","100 %","0000009999"
"9/5/2025 10:00:00 AM - 11:00:00 AM","45905.1666666667","182,930,298 Kbit","23415078121.8135","50,818 Kbit/s","6504730.4280","0 %","0.0000","100 %","0000009999"
"9/5/2025 11:00:00 AM - 12:00:00 PM","45905.2083333333","148,634,807 Kbit","19025255248.1102","41,291 Kbit/s","5285204.1959","0 %","0.0000","100 %","0000009999"
"9/5/2025 12:00:00 PM - 1:00:00 PM","45905.2500000000","76,386,656 Kbit","9777491949.6433","21,220 Kbit/s","2716196.3357","0 %","0.0000","100 %","0000009999"
"9/5/2025 1:00:00 PM - 2:00:00 PM","45905.2916666667","99,981,173 Kbit","12797590106.5264","27,775 Kbit/s","3555202.1587","0 %","0.0000","100 %","0000009999"
"9/5/2025 2:00:00 PM - 3:00:00 PM","45905.3333333333","132,216,714 Kbit","16923739329.6400","36,730 Kbit/s","4701430.4886","0 %","0.0000","100 %","0000009999"
"9/5/2025 3:00:00 PM - 4:00:00 PM","45905.3750000000","110,916,633 Kbit","14197329010.3467","30,813 Kbit/s","3944020.2156","0 %","0.0000","100 %","0000009999"
"9/5/2025 4:00:00 PM - 5:00:00 PM","45905.4166666667","78,326,971 Kbit","10025852334.3173","21,759 Kbit/s","2785191.0810","0 %","0.0000","100 %","0000009999"
"9/5/2025 5:00:00 PM - 6:00:00 PM","45905.4583333333","50,182,426 Kbit","6423350590.3319","13,940 Kbit/s","1784378.0548","0 %","0.0000","100 %","0000009999"
"9/5/2025 6:00:00 PM - 7:00:00 PM","45905.5000000000","10,641,683 Kbit","1362135373.2540","2,956 Kbit/s","378397.2146","0 %","0.0000","100 %","0000009999"
"9/5/2025 7:00:00 PM - 8:00:00 PM","45905.5416666667","3,202,699 Kbit","409945470.7991","890 Kbit/s","113881.6503","0 %","0.0000","100 %","0000009999"
"9/5/2025 8:00:00 PM - 9:00:00 PM","45905.5833333333","1,295,095 Kbit","165772145.0643","360 Kbit/s","46051.5278","0 %","0.0000","100 %","0000009999"
"9/5/2025 9:00:00 PM - 10:00:00 PM","45905.6250000000","1,271,664 Kbit","162772980.1315","353 Kbit/s","45218.3593","0 %","0.0000","100 %","0000009999"
"9/5/2025 10:00:00 PM - 11:00:00 PM","45905.6666666667","1,194,517 Kbit","152898159.0619","332 Kbit/s","42475.6044","0 %","0.0000","100 %","0000009999"
"9/5/2025 11:00:00 PM - 12:00:00 AM","45905.7083333333","1,313,250 Kbit","168096040.0266","365 Kbit/s","46697.2359","0 %","0.0000","100 %","0000009999"
"9/6/2025 12:00:00 AM - 1:00:00 AM","45905.7500000000","1,506,593 Kbit","192843893.4668","419 Kbit/s","53571.6172","0 %","0.0000","100 %","0000009999"
"9/6/2025 1:00:00 AM - 2:00:00 AM","45905.7916666667","1,301,824 Kbit","166633456.2084","362 Kbit/s","46290.8002","0 %","0.0000","100 %","0000009999"
"9/6/2025 2:00:00 AM - 3:00:00 AM","45905.8333333333","1,288,118 Kbit","164879101.6849","358 Kbit/s","45803.6947","0 %","0.0000","100 %","0000009999"
"9/6/2025 3:00:00 AM - 4:00:00 AM","45905.8750000000","1,270,855 Kbit","162669413.6267","353 Kbit/s","45189.5885","0 %","0.0000","100 %","0000009999"
"9/6/2025 4:00:00 AM - 5:00:00 AM","45905.9166666667","1,229,557 Kbit","157383334.4000","342 Kbit/s","43721.1149","0 %","0.0000","100 %","0000009999"
"9/6/2025 5:00:00 AM - 6:00:00 AM","45905.9583333333","1,246,934 Kbit","159607608.8067","346 Kbit/s","44338.7723","0 %","0.0000","100 %","0000009999"
"9/6/2025 6:00:00 AM - 7:00:00 AM","45906.0000000000","1,231,674 Kbit","157654210.4253","342 Kbit/s","43796.4859","0 %","0.0000","100 %","0000009999"
"9/6/2025 7:00:00 AM - 8:00:00 AM","45906.0416666667","1,223,064 Kbit","156552237.9688","340 Kbit/s","43490.4778","0 %","0.0000","100 %","0000009999"
"9/6/2025 8:00:00 AM - 9:00:00 AM","45906.0833333333","2,037,669 Kbit","260821580.1384","566 Kbit/s","72455.8731","0 %","0.0000","100 %","0000009999"
"9/6/2025 9:00:00 AM - 10:00:00 AM","45906.1250000000","2,150,661 Kbit","275284651.6216","597 Kbit/s","76474.1192","0 %","0.0000","100 %","0000009999"
"9/6/2025 10:00:00 AM - 11:00:00 AM","45906.1666666667","1,711,905 Kbit","219123790.6638","476 Kbit/s","60873.1306","0 %","0.0000","100 %","0000009999"
"9/6/2025 11:00:00 AM - 12:00:00 PM","45906.2083333333","1,282,011 Kbit","164097412.3332","356 Kbit/s","45586.4134","0 %","0.0000","100 %","0000009999"
"9/6/2025 12:00:00 PM - 1:00:00 PM","45906.2500000000","1,230,004 Kbit","157440560.1253","342 Kbit/s","43736.7692","0 %","0.0000","100 %","0000009999"
"9/6/2025 1:00:00 PM - 2:00:00 PM","45906.2916666667","1,186,946 Kbit","151929084.3099","330 Kbit/s","42206.2751","0 %","0.0000","100 %","0000009999"
"9/6/2025 2:00:00 PM - 3:00:00 PM","45906.3333333333","1,214,432 Kbit","155447290.6056","337 Kbit/s","43183.2816","0 %","0.0000","100 %","0000009999"
"9/6/2025 3:00:00 PM - 4:00:00 PM","45906.3750000000","1,271,563 Kbit","162760026.3341","353 Kbit/s","45215.1375","0 %","0.0000","100 %","0000009999"
"9/6/2025 4:00:00 PM - 5:00:00 PM","45906.4166666667","1,203,503 Kbit","154048327.5247","334 Kbit/s","42794.6494","0 %","0.0000","100 %","0000009999"
"9/6/2025 5:00:00 PM - 6:00:00 PM","45906.4583333333","1,604,129 Kbit","205328522.3055","446 Kbit/s","57041.0879","0 %","0.0000","100 %","0000009999"
"9/6/2025 6:00:00 PM - 7:00:00 PM","45906.5000000000","1,245,926 Kbit","159478468.8749","346 Kbit/s","44303.1436","0 %","0.0000","100 %","0000009999"
"9/6/2025 7:00:00 PM - 8:00:00 PM","45906.5416666667","1,251,432 Kbit","160183286.7622","348 Kbit/s","44499.3129","0 %","0.0000","100 %","0000009999"
"9/6/2025 8:00:00 PM - 9:00:00 PM","45906.5833333333","1,242,510 Kbit","159041311.2265","345 Kbit/s","44181.9466","0 %","0.0000","100 %","0000009999"
"9/6/2025 9:00:00 PM - 10:00:00 PM","45906.6250000000","1,308,181 Kbit","167447115.5649","363 Kbit/s","46516.7056","0 %","0.0000","100 %","0000009999"
"9/6/2025 10:00:00 PM - 11:00:00 PM","45906.6666666667","1,179,361 Kbit","150958169.8233","328 Kbit/s","41936.4361","0 %","0.0000","100 %","0000009999"
"9/6/2025 11:00:00 PM - 12:00:00 AM","45906.7083333333","1,190,809 Kbit","152423568.8105","331 Kbit/s","42343.5265","0 %","0.0000","100 %","0000009999"
"9/7/2025 12:00:00 AM - 1:00:00 AM","45906.7500000000","1,296,436 Kbit","165943778.9614","360 Kbit/s","46098.8235","0 %","0.0000","100 %","0000009999"
"9/7/2025 1:00:00 AM - 2:00:00 AM","45906.7916666667","1,173,525 Kbit","150211227.6549","326 Kbit/s","41729.3980","0 %","0.0000","100 %","0000009999"
"9/7/2025 2:00:00 AM - 3:00:00 AM","45906.8333333333","1,211,847 Kbit","155116420.1120","337 Kbit/s","43091.1263","0 %","0.0000","100 %","0000009999"
"9/7/2025 3:00:00 AM - 4:00:00 AM","45906.8750000000","1,204,465 Kbit","154171532.4591","335 Kbit/s","42828.9948","0 %","0.0000","100 %","0000009999"
"9/7/2025 4:00:00 AM - 5:00:00 AM","45906.9166666667","1,177,195 Kbit","150680950.7275","327 Kbit/s","41858.8428","0 %","0.0000","100 %","0000009999"
"9/7/2025 5:00:00 AM - 6:00:00 AM","45906.9583333333","1,174,707 Kbit","150362470.7811","326 Kbit/s","41770.6018","0 %","0.0000","100 %","0000009999"
"9/7/2025 6:00:00 AM - 7:00:00 AM","45907.0000000000","1,215,760 Kbit","155617331.2188","338 Kbit/s","43230.6390","0 %","0.0000","100 %","0000009999"
"9/7/2025 7:00:00 AM - 8:00:00 AM","45907.0416666667","1,172,651 Kbit","150099334.9330","326 Kbit/s","41697.2712","0 %","0.0000","100 %","0000009999"
"9/7/2025 8:00:00 AM - 9:00:00 AM","45907.0833333333","1,164,023 Kbit","148994992.5670","323 Kbit/s","41390.6022","0 %","0.0000","100 %","0000009999"
"9/7/2025 9:00:00 AM - 10:00:00 AM","45907.1250000000","1,189,279 Kbit","152227700.0940","330 Kbit/s","42288.6439","0 %","0.0000","100 %","0000009999"
"9/7/2025 10:00:00 AM - 11:00:00 AM","45907.1666666667","1,184,234 Kbit","151582008.3279","329 Kbit/s","42109.2716","0 %","0.0000","100 %","0000009999"
"9/7/2025 11:00:00 AM - 12:00:00 PM","45907.2083333333","1,201,491 Kbit","153790847.0520","334 Kbit/s","42723.0026","0 %","0.0000","100 %","0000009999"
"9/7/2025 12:00:00 PM - 1:00:00 PM","45907.2500000000","1,208,259 Kbit","154657155.4128","336 Kbit/s","42963.6626","0 %","0.0000","100 %","0000009999"
"9/7/2025 1:00:00 PM - 2:00:00 PM","45907.2916666667","1,201,057 Kbit","153735332.5815","334 Kbit/s","42707.6994","0 %","0.0000","100 %","0000009999"
"9/7/2025 2:00:00 PM - 3:00:00 PM","45907.3333333333","1,188,584 Kbit","152138756.8518","330 Kbit/s","42264.1704","0 %","0.0000","100 %","0000009999"
"9/7/2025 3:00:00 PM - 4:00:00 PM","45907.3750000000","1,652,578 Kbit","211529933.6000","459 Kbit/s","58762.5589","0 %","0.0000","100 %","0000009999"
"9/7/2025 4:00:00 PM - 5:00:00 PM","45907.4166666667","1,236,267 Kbit","158242160.3792","343 Kbit/s","43959.9411","0 %","0.0000","100 %","0000009999"
"9/7/2025 5:00:00 PM - 6:00:00 PM","45907.4583333333","1,599,554 Kbit","204742854.3748","444 Kbit/s","56877.4389","0 %","0.0000","100 %","0000009999"
"9/7/2025 6:00:00 PM - 7:00:00 PM","45907.5000000000","1,212,962 Kbit","155259133.9154","337 Kbit/s","43131.1315","0 %","0.0000","100 %","0000009999"
"9/7/2025 7:00:00 PM - 8:00:00 PM","45907.5416666667","1,195,218 Kbit","152987843.6850","332 Kbit/s","42499.9288","0 %","0.0000","100 %","0000009999"
"9/7/2025 8:00:00 PM - 9:00:00 PM","45907.5833333333","1,222,174 Kbit","156438274.4181","340 Kbit/s","43458.9392","0 %","0.0000","100 %","0000009999"
"9/7/2025 9:00:00 PM - 10:00:00 PM","45907.6250000000","1,175,293 Kbit","150437545.3732","326 Kbit/s","41791.4575","0 %","0.0000","100 %","0000009999"
"9/7/2025 10:00:00 PM - 11:00:00 PM","45907.6666666667","1,164,313 Kbit","149032014.6223","323 Kbit/s","41400.7719","0 %","0.0000","100 %","0000009999"
"9/7/2025 11:00:00 PM - 12:00:00 AM","45907.7083333333","1,156,992 Kbit","148095010.4921","321 Kbit/s","41140.7027","0 %","0.0000","100 %","0000009999"
