"Date Time","Date Time(RAW)","Value (volume)","Value (volume)(RAW)","Value (speed)","Value (speed)(RAW)","Downtime","Downtime(RAW)","Coverage","Coverage(RAW)"
"9/24/2025 9:00:00 PM - 10:00:00 PM","45924.6250000000","1,486,557 Kbit","190279292.3705","413 Kbit/s","52859.6171","0 %","0.0000","100 %","0000009999"
"9/24/2025 10:00:00 PM - 11:00:00 PM","45924.6666666667","1,490,223 Kbit","190748488.8059","414 Kbit/s","52990.2544","0 %","0.0000","100 %","0000009999"
"9/24/2025 11:00:00 PM - 12:00:00 AM","45924.7083333333","1,479,384 Kbit","189361210.3659","411 Kbit/s","52604.5738","0 %","0.0000","100 %","0000009999"
"9/25/2025 12:00:00 AM - 1:00:00 AM","45924.7500000000","1,475,091 Kbit","188811660.6070","410 Kbit/s","52452.3459","0 %","0.0000","100 %","0000009999"
"9/25/2025 1:00:00 AM - 2:00:00 AM","45924.7916666667","1,450,345 Kbit","185644098.3186","403 Kbit/s","51571.9595","0 %","0.0000","100 %","0000009999"
"9/25/2025 2:00:00 AM - 3:00:00 AM","45924.8333333333","1,435,317 Kbit","183720552.7326","399 Kbit/s","51038.0236","0 %","0.0000","100 %","0000009999"
"9/25/2025 3:00:00 AM - 4:00:00 AM","45924.8750000000","1,490,694 Kbit","190808773.4263","414 Kbit/s","53007.2961","0 %","0.0000","100 %","0000009999"
"9/25/2025 4:00:00 AM - 5:00:00 AM","45924.9166666667","1,466,046 Kbit","187653938.2297","407 Kbit/s","52130.0037","0 %","0.0000","100 %","0000009999"
"9/25/2025 5:00:00 AM - 6:00:00 AM","45924.9583333333","1,401,513 Kbit","179393726.8817","389 Kbit/s","49835.3285","0 %","0.0000","100 %","0000009999"
"9/25/2025 6:00:00 AM - 7:00:00 AM","45925.0000000000","1,717,299 Kbit","219814219.3476","477 Kbit/s","61064.9334","0 %","0.0000","100 %","0000009999"
"9/25/2025 7:00:00 AM - 8:00:00 AM","45925.0416666667","3,968,235 Kbit","507934016.8590","1,102 Kbit/s","141103.3652","0 %","0.0000","100 %","0000009999"
"9/25/2025 8:00:00 AM - 9:00:00 AM","45925.0833333333","45,021,527 Kbit","5762755492.6078","12,507 Kbit/s","1600912.1649","0 %","0.0000","100 %","0000009999"
"9/25/2025 9:00:00 AM - 10:00:00 AM","45925.1250000000","128,758,618 Kbit","16481103063.5455","35,769 Kbit/s","4578440.2852","0 %","0.0000","100 %","0000009999"
"9/25/2025 10:00:00 AM - 11:00:00 AM","45925.1666666667","170,616,845 Kbit","21838956137.6121","47,398 Kbit/s","6066949.6946","0 %","0.0000","100 %","0000009999"
"9/25/2025 11:00:00 AM - 12:00:00 PM","45925.2083333333","132,363,094 Kbit","16942476017.6908","36,771 Kbit/s","4706661.7082","0 %","0.0000","100 %","0000009999"
"9/25/2025 12:00:00 PM - 1:00:00 PM","45925.2500000000","76,022,234 Kbit","9730845963.8708","21,119 Kbit/s","2703238.0376","0 %","0.0000","100 %","0000009999"
"9/25/2025 1:00:00 PM - 2:00:00 PM","45925.2916666667","103,688,060 Kbit","13272071692.3098","28,805 Kbit/s","3687045.0439","0 %","0.0000","100 %","0000009999"
"9/25/2025 2:00:00 PM - 3:00:00 PM","45925.3333333333","142,119,858 Kbit","18191341826.1675","42,301 Kbit/s","5414508.8091","0 %","0.0000","93 %","0000009333"
"9/25/2025 3:00:00 PM - 4:00:00 PM","45925.3750000000","108,579,187 Kbit","13898135890.7159","30,163 Kbit/s","3860925.7716","0 %","0.0000","100 %","0000009999"
"9/25/2025 4:00:00 PM - 5:00:00 PM","45925.4166666667","71,078,003 Kbit","9097984397.3455","19,746 Kbit/s","2527449.5710","0 %","0.0000","100 %","0000009999"
"9/25/2025 5:00:00 PM - 6:00:00 PM","45925.4583333333","28,131,607 Kbit","3600845743.1352","7,815 Kbit/s","1000323.8463","0 %","0.0000","100 %","0000009999"
"9/25/2025 6:00:00 PM - 7:00:00 PM","45925.5000000000","6,299,287 Kbit","806308790.2537","1,750 Kbit/s","223995.8191","0 %","0.0000","100 %","0000009999"
"9/25/2025 7:00:00 PM - 8:00:00 PM","45925.5416666667","2,170,100 Kbit","277772802.4924","603 Kbit/s","77165.9710","0 %","0.0000","100 %","0000009999"
"9/25/2025 8:00:00 PM - 9:00:00 PM","45925.5833333333","1,438,456 Kbit","184122314.7677","400 Kbit/s","51148.2132","0 %","0.0000","100 %","0000009999"
"9/25/2025 9:00:00 PM - 10:00:00 PM","45925.6250000000","1,383,408 Kbit","177076280.5330","384 Kbit/s","49191.8184","0 %","0.0000","100 %","0000009999"
"9/25/2025 10:00:00 PM - 11:00:00 PM","45925.6666666667","1,378,604 Kbit","176461371.9374","383 Kbit/s","49021.4052","0 %","0.0000","100 %","0000009999"
"9/25/2025 11:00:00 PM - 12:00:00 AM","45925.7083333333","1,367,056 Kbit","174983118.4116","380 Kbit/s","48610.7427","0 %","0.0000","100 %","0000009999"
"9/26/2025 12:00:00 AM - 1:00:00 AM","45925.7500000000","1,433,089 Kbit","183435448.9759","398 Kbit/s","50959.1042","0 %","0.0000","100 %","0000009999"
"9/26/2025 1:00:00 AM - 2:00:00 AM","45925.7916666667","1,390,980 Kbit","178045447.3943","386 Kbit/s","49461.1905","0 %","0.0000","100 %","0000009999"
"9/26/2025 2:00:00 AM - 3:00:00 AM","45925.8333333333","1,360,154 Kbit","174099681.0998","378 Kbit/s","48364.6499","0 %","0.0000","100 %","0000009999"
"9/26/2025 3:00:00 AM - 4:00:00 AM","45925.8750000000","1,404,847 Kbit","179820452.3721","390 Kbit/s","49953.8722","0 %","0.0000","100 %","0000009999"
"9/26/2025 4:00:00 AM - 5:00:00 AM","45925.9166666667","1,375,288 Kbit","176036890.8791","382 Kbit/s","48902.8041","0 %","0.0000","100 %","0000009999"
"9/26/2025 5:00:00 AM - 6:00:00 AM","45925.9583333333","1,352,809 Kbit","173159541.6082","376 Kbit/s","48104.0150","0 %","0.0000","100 %","0000009999"
"9/26/2025 6:00:00 AM - 7:00:00 AM","45926.0000000000","1,409,110 Kbit","180366080.6967","391 Kbit/s","50105.4470","0 %","0.0000","100 %","0000009999"
"9/26/2025 7:00:00 AM - 8:00:00 AM","45926.0416666667","4,377,948 Kbit","560377389.9372","1,216 Kbit/s","155674.6563","0 %","0.0000","100 %","0000009999"
"9/26/2025 8:00:00 AM - 9:00:00 AM","45926.0833333333","17,621,225 Kbit","2255516849.0345","4,895 Kbit/s","626581.1922","0 %","0.0000","100 %","0000009999"
"9/26/2025 9:00:00 AM - 10:00:00 AM","45926.1250000000","59,208,524 Kbit","7578691078.5809","16,448 Kbit/s","2105390.8087","0 %","0.0000","100 %","0000009999"
"9/26/2025 10:00:00 AM - 11:00:00 AM","45926.1666666667","66,559,850 Kbit","8519660834.0640","18,490 Kbit/s","2366782.8346","0 %","0.0000","100 %","0000009999"
"9/26/2025 11:00:00 AM - 12:00:00 PM","45926.2083333333","71,095,045 Kbit","9100165749.6184","19,750 Kbit/s","2528027.4660","0 %","0.0000","100 %","0000009999"
"9/26/2025 12:00:00 PM - 1:00:00 PM","45926.2500000000","24,451,637 Kbit","3129809553.1702","6,793 Kbit/s","869456.7518","0 %","0.0000","100 %","0000009999"
"9/26/2025 1:00:00 PM - 2:00:00 PM","45926.2916666667","43,993,527 Kbit","5631171417.2698","12,221 Kbit/s","1564348.9904","0 %","0.0000","100 %","0000009999"
"9/26/2025 2:00:00 PM - 3:00:00 PM","45926.3333333333","64,568,502 Kbit","8264768208.3855","17,937 Kbit/s","2295985.7899","0 %","0.0000","100 %","0000009999"
"9/26/2025 3:00:00 PM - 4:00:00 PM","45926.3750000000","90,587,900 Kbit","11595251202.2294","25,165 Kbit/s","3221171.5427","0 %","0.0000","100 %","0000009999"
"9/26/2025 4:00:00 PM - 5:00:00 PM","45926.4166666667","56,132,796 Kbit","7184997874.2871","15,594 Kbit/s","1995976.8967","0 %","0.0000","100 %","0000009999"
"9/26/2025 5:00:00 PM - 6:00:00 PM","45926.4583333333","20,002,525 Kbit","2560323211.7267","5,557 Kbit/s","711262.1397","0 %","0.0000","100 %","0000009999"
"9/26/2025 6:00:00 PM - 7:00:00 PM","45926.5000000000","4,562,720 Kbit","584028165.9008","1,268 Kbit/s","162241.3128","0 %","0.0000","100 %","0000009999"
"9/26/2025 7:00:00 PM - 8:00:00 PM","45926.5416666667","1,417,357 Kbit","181421651.5492","394 Kbit/s","50398.9631","0 %","0.0000","100 %","0000009999"
"9/26/2025 8:00:00 PM - 9:00:00 PM","45926.5833333333","1,631,023 Kbit","208770933.2611","453 Kbit/s","57997.2423","0 %","0.0000","100 %","0000009999"
"9/26/2025 9:00:00 PM - 10:00:00 PM","45926.6250000000","1,903,023 Kbit","243586920.8360","529 Kbit/s","67668.4846","0 %","0.0000","100 %","0000009999"
"9/26/2025 10:00:00 PM - 11:00:00 PM","45926.6666666667","1,500,151 Kbit","192019348.0894","417 Kbit/s","53343.4494","0 %","0.0000","100 %","0000009999"
"9/26/2025 11:00:00 PM - 12:00:00 AM","45926.7083333333","398,685 Kbit","51031714.5641","395 Kbit/s","50560.4908","0 %","0.0000","28 %","0000002804"
"9/27/2025 12:00:00 AM - 1:00:00 AM","45926.7500000000","","","","","","","0 %","0000000000"
"9/27/2025 1:00:00 AM - 2:00:00 AM","45926.7916666667","","","","","","","0 %","0000000000"
"9/27/2025 2:00:00 AM - 3:00:00 AM","45926.8333333333","","","","","","","0 %","0000000000"
"9/27/2025 3:00:00 AM - 4:00:00 AM","45926.8750000000","","","","","","","0 %","0000000000"
"9/27/2025 4:00:00 AM - 5:00:00 AM","45926.9166666667","","","","","","","0 %","0000000000"
"9/27/2025 5:00:00 AM - 6:00:00 AM","45926.9583333333","","","","","","","0 %","0000000000"
"9/27/2025 6:00:00 AM - 7:00:00 AM","45927.0000000000","","","","","","","0 %","0000000000"
"9/27/2025 7:00:00 AM - 8:00:00 AM","45927.0416666667","","","","","","","0 %","0000000000"
"9/27/2025 8:00:00 AM - 9:00:00 AM","45927.0833333333","","","","","","","0 %","0000000000"
"9/27/2025 9:00:00 AM - 10:00:00 AM","45927.1250000000","","","","","","","0 %","0000000000"
"9/27/2025 10:00:00 AM - 11:00:00 AM","45927.1666666667","","","","","","","0 %","0000000000"
"9/27/2025 11:00:00 AM - 12:00:00 PM","45927.2083333333","","","","","","","0 %","0000000000"
"9/27/2025 12:00:00 PM - 1:00:00 PM","45927.2500000000","","","","","","","0 %","0000000000"
"9/27/2025 1:00:00 PM - 2:00:00 PM","45927.2916666667","","","","","","","0 %","0000000000"
"9/27/2025 2:00:00 PM - 3:00:00 PM","45927.3333333333","","","","","","","0 %","0000000000"
"9/27/2025 3:00:00 PM - 4:00:00 PM","45927.3750000000","","","","","","","0 %","0000000000"
"9/27/2025 4:00:00 PM - 5:00:00 PM","45927.4166666667","","","","","","","0 %","0000000000"
"9/27/2025 5:00:00 PM - 6:00:00 PM","45927.4583333333","","","","","","","0 %","0000000000"
"9/27/2025 6:00:00 PM - 7:00:00 PM","45927.5000000000","","","","","","","0 %","0000000000"
"9/27/2025 7:00:00 PM - 8:00:00 PM","45927.5416666667","","","","","","","0 %","0000000000"
"9/27/2025 8:00:00 PM - 9:00:00 PM","45927.5833333333","","","","","","","0 %","0000000000"
"9/27/2025 9:00:00 PM - 10:00:00 PM","45927.6250000000","","","","","","","0 %","0000000000"
"9/27/2025 10:00:00 PM - 11:00:00 PM","45927.6666666667","","","","","","","0 %","0000000000"
"9/27/2025 11:00:00 PM - 12:00:00 AM","45927.7083333333","","","","","","","0 %","0000000000"
"9/28/2025 12:00:00 AM - 1:00:00 AM","45927.7500000000","","","","","","","0 %","0000000000"
"9/28/2025 1:00:00 AM - 2:00:00 AM","45927.7916666667","","","","","","","0 %","0000000000"
"9/28/2025 2:00:00 AM - 3:00:00 AM","45927.8333333333","","","","","","","0 %","0000000000"
"9/28/2025 3:00:00 AM - 4:00:00 AM","45927.8750000000","","","","","","","0 %","0000000000"
"9/28/2025 4:00:00 AM - 5:00:00 AM","45927.9166666667","","","","","","","0 %","0000000000"
"9/28/2025 5:00:00 AM - 6:00:00 AM","45927.9583333333","","","","","","","0 %","0000000000"
"9/28/2025 6:00:00 AM - 7:00:00 AM","45928.0000000000","","","","","","","0 %","0000000000"
"9/28/2025 7:00:00 AM - 8:00:00 AM","45928.0416666667","","","","","","","0 %","0000000000"
"9/28/2025 8:00:00 AM - 9:00:00 AM","45928.0833333333","","","","","","","0 %","0000000000"
"9/28/2025 9:00:00 AM - 10:00:00 AM","45928.1250000000","","","","","","","0 %","0000000000"
"9/28/2025 10:00:00 AM - 11:00:00 AM","45928.1666666667","","","","","","","0 %","0000000000"
"9/28/2025 11:00:00 AM - 12:00:00 PM","45928.2083333333","","","","","","","0 %","0000000000"
"9/28/2025 12:00:00 PM - 1:00:00 PM","45928.2500000000","","","","","","","0 %","0000000000"
"9/28/2025 1:00:00 PM - 2:00:00 PM","45928.2916666667","","","","","","","0 %","0000000000"
"9/28/2025 2:00:00 PM - 3:00:00 PM","45928.3333333333","","","","","","","0 %","0000000000"
"9/28/2025 3:00:00 PM - 4:00:00 PM","45928.3750000000","","","","","","","0 %","0000000000"
"9/28/2025 4:00:00 PM - 5:00:00 PM","45928.4166666667","","","","","","","0 %","0000000000"
"9/28/2025 5:00:00 PM - 6:00:00 PM","45928.4583333333","","","","","","","0 %","0000000000"
"9/28/2025 6:00:00 PM - 7:00:00 PM","45928.5000000000","","","","","","","0 %","0000000000"
"9/28/2025 7:00:00 PM - 8:00:00 PM","45928.5416666667","","","","","","","0 %","0000000000"
"9/28/2025 8:00:00 PM - 9:00:00 PM","45928.5833333333","","","","","","","0 %","0000000000"
"9/28/2025 9:00:00 PM - 10:00:00 PM","45928.6250000000","","","","","","","0 %","0000000000"
"9/28/2025 10:00:00 PM - 11:00:00 PM","45928.6666666667","","","","","","","0 %","0000000000"
"9/28/2025 11:00:00 PM - 12:00:00 AM","45928.7083333333","","","","","","","0 %","0000000000"
"9/29/2025 12:00:00 AM - 1:00:00 AM","45928.7500000000","","","","","","","0 %","0000000000"
"9/29/2025 1:00:00 AM - 2:00:00 AM","45928.7916666667","","","","","","","0 %","0000000000"
"9/29/2025 2:00:00 AM - 3:00:00 AM","45928.8333333333","","","","","","","0 %","0000000000"
"9/29/2025 3:00:00 AM - 4:00:00 AM","45928.8750000000","","","","","","","0 %","0000000000"
"9/29/2025 4:00:00 AM - 5:00:00 AM","45928.9166666667","","","","","","","0 %","0000000000"
"9/29/2025 5:00:00 AM - 6:00:00 AM","45928.9583333333","","","","","","","0 %","0000000000"
"9/29/2025 6:00:00 AM - 7:00:00 AM","45929.0000000000","","","","","","","0 %","0000000000"
"9/29/2025 7:00:00 AM - 8:00:00 AM","45929.0416666667","","","","","","","0 %","0000000000"
"9/29/2025 8:00:00 AM - 9:00:00 AM","45929.0833333333","","","","","","","0 %","0000000000"
"9/29/2025 9:00:00 AM - 10:00:00 AM","45929.1250000000","0 Kbit","0.0000","0 Kbit/s","0.0000","89 %","89.3300","16 %","0000001564"
"9/29/2025 10:00:00 AM - 11:00:00 AM","45929.1666666667","0 Kbit","0.0000","0 Kbit/s","0.0000","100 %","100.0000","72 %","0000007180"
"9/29/2025 11:00:00 AM - 12:00:00 PM","45929.2083333333","","","","","100 %","100.0000","72 %","0000007205"
"9/29/2025 12:00:00 PM - 1:00:00 PM","45929.2500000000","","","","","100 %","100.0000","45 %","0000004500"
"9/29/2025 1:00:00 PM - 2:00:00 PM","45929.2916666667","0 Kbit","0.0000","0 Kbit/s","0.0000","100 %","100.0000","86 %","0000008628"
"9/29/2025 2:00:00 PM - 3:00:00 PM","45929.3333333333","0 Kbit","0.0000","0 Kbit/s","0.0000","100 %","100.0000","37 %","0000003705"
"9/29/2025 3:00:00 PM - 4:00:00 PM","45929.3750000000","","","","","100 %","100.0000","58 %","0000005833"
"9/29/2025 4:00:00 PM - 5:00:00 PM","45929.4166666667","","","","","100 %","100.0000","46 %","0000004561"
"9/29/2025 5:00:00 PM - 6:00:00 PM","45929.4583333333","0 Kbit","0.0000","0 Kbit/s","0.0000","100 %","100.0000","71 %","0000007127"
"9/29/2025 6:00:00 PM - 7:00:00 PM","45929.5000000000","0 Kbit","0.0000","0 Kbit/s","0.0000","100 %","100.0000","52 %","0000005167"
"9/29/2025 7:00:00 PM - 8:00:00 PM","45929.5416666667","","","","","100 %","100.0000","52 %","0000005205"
"9/29/2025 8:00:00 PM - 9:00:00 PM","45929.5833333333","","","","","100 %","100.0000","53 %","0000005333"
"9/29/2025 9:00:00 PM - 10:00:00 PM","45929.6250000000","0 Kbit","0.0000","0 Kbit/s","0.0000","100 %","100.0000","86 %","0000008627"
"9/29/2025 10:00:00 PM - 11:00:00 PM","45929.6666666667","0 Kbit","0.0000","0 Kbit/s","0.0000","100 %","100.0000","77 %","0000007666"
"9/29/2025 11:00:00 PM - 12:00:00 AM","45929.7083333333","","","","","100 %","100.0000","74 %","0000007373"
"9/30/2025 12:00:00 AM - 1:00:00 AM","45929.7500000000","0 Kbit","0.0000","0 Kbit/s","0.0000","100 %","100.0000","73 %","0000007294"
"9/30/2025 1:00:00 AM - 2:00:00 AM","45929.7916666667","","","","","100 %","100.0000","42 %","0000004205"
"9/30/2025 2:00:00 AM - 3:00:00 AM","45929.8333333333","0 Kbit","0.0000","0 Kbit/s","0.0000","100 %","100.0000","50 %","0000004960"
"9/30/2025 3:00:00 AM - 4:00:00 AM","45929.8750000000","","","","","100 %","100.0000","85 %","0000008539"
"9/30/2025 4:00:00 AM - 5:00:00 AM","45929.9166666667","","","","","100 %","100.0000","37 %","0000003667"
"9/30/2025 5:00:00 AM - 6:00:00 AM","45929.9583333333","0 Kbit","0.0000","0 Kbit/s","0.0000","100 %","100.0000","65 %","0000006460"
"9/30/2025 6:00:00 AM - 7:00:00 AM","45930.0000000000","0 Kbit","0.0000","0 Kbit/s","0.0000","100 %","100.0000","77 %","0000007666"
"9/30/2025 7:00:00 AM - 8:00:00 AM","45930.0416666667","0 Kbit","0.0000","0 Kbit/s","0.0000","100 %","100.0000","67 %","0000006667"
"9/30/2025 8:00:00 AM - 9:00:00 AM","45930.0833333333","","","","","100 %","100.0000","42 %","0000004206"
"9/30/2025 9:00:00 AM - 10:00:00 AM","45930.1250000000","0 Kbit","0.0000","0 Kbit/s","0.0000","100 %","100.0000","63 %","0000006294"
"Sums (of 628 values)",,"24,732,424,941 Kbit",,"",,"",,"",
"Averages (of 628 values)",,"39,382,842 Kbit",,"11,215 Kbit/s",,"4 %",,"90 %",
