"Date Time","Date Time(RAW)","Traffic Total (volume)","Traffic Total (volume)(RAW)","Traffic Total (speed)","Traffic Total (speed)(RAW)","Traffic In (volume)","Traffic In (volume)(RAW)","Traffic In (speed)","Traffic In (speed)(RAW)","Traffic Out (volume)","Traffic Out (volume)(RAW)","Traffic Out (speed)","Traffic Out (speed)(RAW)","Downtime","Downtime(RAW)","Coverage","Coverage(RAW)"
"9/1/2025 2:00:00 PM - 3:00:00 PM","45901.3333333333","655 MByte","686846799.6237","2.54 Mbit/s","317571.4925","512 MByte","537333154.2513","1.99 Mbit/s","248442.1444","143 MByte","149513645.3725","0.55 Mbit/s","69129.3481","0 %","0.0000","60 %","0000006008"
"9/1/2025 3:00:00 PM - 4:00:00 PM","45901.3750000000","1,096 MByte","1148732723.0720","2.55 Mbit/s","319114.5838","838 MByte","878789794.2834","1.95 Mbit/s","244125.2293","257 MByte","269942928.7885","0.60 Mbit/s","74989.3545","0 %","0.0000","100 %","0000009999"
"9/1/2025 4:00:00 PM - 5:00:00 PM","45901.4166666667","1,077 MByte","1129600636.3838","2.51 Mbit/s","313802.3614","834 MByte","874688868.4095","1.94 Mbit/s","242988.0292","243 MByte","254911767.9743","0.57 Mbit/s","70814.3322","0 %","0.0000","100 %","0000009999"
"9/1/2025 5:00:00 PM - 6:00:00 PM","45901.4583333333","1,096 MByte","1149421404.2506","2.55 Mbit/s","319309.4456","843 MByte","883645763.6690","1.96 Mbit/s","245476.9311","253 MByte","265775640.5816","0.59 Mbit/s","73832.5144","0 %","0.0000","100 %","0000009999"
"9/1/2025 6:00:00 PM - 7:00:00 PM","45901.5000000000","1,254 MByte","1314896613.6319","2.92 Mbit/s","365281.5288","812 MByte","851340389.4630","1.89 Mbit/s","236504.4641","442 MByte","463556224.1689","1.03 Mbit/s","128777.0647","0 %","0.0000","100 %","0000009999"
"9/1/2025 7:00:00 PM - 8:00:00 PM","45901.5416666667","1,024 MByte","1074132522.2647","2.39 Mbit/s","298394.1824","761 MByte","798211280.6001","1.77 Mbit/s","221743.2184","263 MByte","275921241.6646","0.61 Mbit/s","76650.9640","0 %","0.0000","100 %","0000009999"
"9/1/2025 8:00:00 PM - 9:00:00 PM","45901.5833333333","1,447 MByte","1517610624.3285","3.37 Mbit/s","421590.1260","796 MByte","835100614.9428","1.86 Mbit/s","231989.7923","651 MByte","682510009.3857","1.52 Mbit/s","189600.3337","0 %","0.0000","100 %","0000009999"
"9/1/2025 9:00:00 PM - 10:00:00 PM","45901.6250000000","1,271 MByte","1332441463.3171","2.96 Mbit/s","370153.4748","809 MByte","848402352.6354","1.89 Mbit/s","235686.9608","462 MByte","484039110.6817","1.08 Mbit/s","134466.5141","0 %","0.0000","100 %","0000009999"
"9/1/2025 10:00:00 PM - 11:00:00 PM","45901.6666666667","1,128 MByte","1182652511.7312","2.63 Mbit/s","328537.4017","745 MByte","781368776.4398","1.74 Mbit/s","217061.9561","383 MByte","401283735.2913","0.89 Mbit/s","111475.4456","0 %","0.0000","100 %","0000009999"
"9/1/2025 11:00:00 PM - 12:00:00 AM","45901.7083333333","1,039 MByte","1089146171.6093","2.42 Mbit/s","302563.2955","770 MByte","807572827.2500","1.79 Mbit/s","224342.6110","269 MByte","281573344.3593","0.63 Mbit/s","78220.6844","0 %","0.0000","100 %","0000009999"
"9/2/2025 12:00:00 AM - 1:00:00 AM","45901.7500000000","1,132 MByte","1187462110.2960","2.64 Mbit/s","329873.4941","726 MByte","761309911.5809","1.69 Mbit/s","211489.6622","406 MByte","426152198.7151","0.95 Mbit/s","118383.8319","0 %","0.0000","100 %","0000009999"
"9/2/2025 1:00:00 AM - 2:00:00 AM","45901.7916666667","1,052 MByte","1103573889.3661","2.45 Mbit/s","306571.2954","754 MByte","790665938.3496","1.76 Mbit/s","219645.9008","298 MByte","312907951.0165","0.70 Mbit/s","86925.3947","0 %","0.0000","100 %","0000009999"
"9/2/2025 2:00:00 AM - 3:00:00 AM","45901.8333333333","987 MByte","1034656248.8122","2.30 Mbit/s","287426.8690","722 MByte","757129712.4841","1.68 Mbit/s","210330.1680","265 MByte","277526536.3281","0.62 Mbit/s","77096.7009","0 %","0.0000","100 %","0000009999"
"9/2/2025 3:00:00 AM - 4:00:00 AM","45901.8750000000","1,084 MByte","1136984532.3806","2.53 Mbit/s","315852.7257","730 MByte","764969464.1178","1.70 Mbit/s","212507.4559","355 MByte","372015068.2629","0.83 Mbit/s","103345.2699","0 %","0.0000","100 %","0000009999"
"9/2/2025 4:00:00 AM - 5:00:00 AM","45901.9166666667","987 MByte","1035178602.0150","2.30 Mbit/s","287572.7773","718 MByte","753182538.9562","1.67 Mbit/s","209234.2269","269 MByte","281996063.0588","0.63 Mbit/s","78338.5503","0 %","0.0000","100 %","0000009999"
"9/2/2025 5:00:00 AM - 6:00:00 AM","45901.9583333333","1,014 MByte","1063023883.6608","2.36 Mbit/s","295308.2008","740 MByte","776392572.9206","1.73 Mbit/s","215681.9780","273 MByte","286631310.7402","0.64 Mbit/s","79626.2229","0 %","0.0000","100 %","0000009999"
"9/2/2025 6:00:00 AM - 7:00:00 AM","45902.0000000000","1,199 MByte","1256755366.2855","2.79 Mbit/s","349125.8671","784 MByte","821567005.8252","1.83 Mbit/s","228230.8085","415 MByte","435188360.4603","0.97 Mbit/s","120895.0586","0 %","0.0000","100 %","0000009999"
"9/2/2025 7:00:00 AM - 8:00:00 AM","45902.0416666667","1,109 MByte","1162366584.0707","2.58 Mbit/s","322904.7215","823 MByte","863155544.5937","1.92 Mbit/s","239784.0789","285 MByte","299211039.4770","0.66 Mbit/s","83120.6426","0 %","0.0000","100 %","0000009999"
"9/2/2025 8:00:00 AM - 9:00:00 AM","45902.0833333333","1,063 MByte","1114569140.7778","2.48 Mbit/s","309626.6212","835 MByte","875180697.4423","1.94 Mbit/s","243124.6590","228 MByte","239388443.3355","0.53 Mbit/s","66501.9622","0 %","0.0000","100 %","0000009999"
"9/2/2025 9:00:00 AM - 10:00:00 AM","45902.1250000000","1,174 MByte","1230786859.9443","2.74 Mbit/s","341914.6815","848 MByte","889581087.8560","1.98 Mbit/s","247127.1381","325 MByte","341205772.0883","0.76 Mbit/s","94787.5434","0 %","0.0000","100 %","0000009999"
"9/2/2025 10:00:00 AM - 11:00:00 AM","45902.1666666667","1,405 MByte","1473474921.3656","3.27 Mbit/s","409329.2890","877 MByte","919684979.5254","2.04 Mbit/s","255487.2114","528 MByte","553789941.8401","1.23 Mbit/s","153842.0776","0 %","0.0000","100 %","0000009999"
"9/2/2025 11:00:00 AM - 12:00:00 PM","45902.2083333333","1,439 MByte","1509259958.1446","3.35 Mbit/s","419271.4873","869 MByte","911327796.4691","2.03 Mbit/s","253166.3008","570 MByte","597932161.6756","1.33 Mbit/s","166105.1864","0 %","0.0000","100 %","0000009999"
"9/2/2025 12:00:00 PM - 1:00:00 PM","45902.2500000000","1,216 MByte","1275125799.0067","2.83 Mbit/s","354227.1939","849 MByte","890177825.0348","1.98 Mbit/s","247289.4779","367 MByte","384947973.9718","0.86 Mbit/s","106937.7160","0 %","0.0000","100 %","0000009999"
"9/2/2025 1:00:00 PM - 2:00:00 PM","45902.2916666667","1,282 MByte","1344292707.9613","2.99 Mbit/s","373443.6867","893 MByte","936272141.8000","2.08 Mbit/s","260095.8246","389 MByte","408020566.1613","0.91 Mbit/s","113347.8621","0 %","0.0000","100 %","0000009999"
"9/2/2025 2:00:00 PM - 3:00:00 PM","45902.3333333333","1,213 MByte","1271927162.9735","2.83 Mbit/s","353336.6566","855 MByte","896474137.3592","2 Mbit/s","249037.1962","358 MByte","375453025.6143","0.83 Mbit/s","104299.4604","0 %","0.0000","100 %","0000009999"
"9/2/2025 3:00:00 PM - 4:00:00 PM","45902.3750000000","1,192 MByte","1249599742.2032","2.78 Mbit/s","347140.9322","859 MByte","900950916.9543","2 Mbit/s","250285.6960","332 MByte","348648825.2489","0.77 Mbit/s","96855.2362","0 %","0.0000","100 %","0000009999"
"9/2/2025 4:00:00 PM - 5:00:00 PM","45902.4166666667","1,611 MByte","1689673333.4571","3.76 Mbit/s","469391.5158","857 MByte","898276620.4291","2 Mbit/s","249541.3854","755 MByte","791396713.0280","1.76 Mbit/s","219850.1304","0 %","0.0000","100 %","0000009999"
"9/2/2025 5:00:00 PM - 6:00:00 PM","45902.4583333333","1,081 MByte","1133972709.4547","2.52 Mbit/s","315021.2962","853 MByte","894116186.7839","1.99 Mbit/s","248388.3764","229 MByte","239856522.6708","0.53 Mbit/s","66632.9199","0 %","0.0000","100 %","0000009999"
"9/2/2025 6:00:00 PM - 7:00:00 PM","45902.5000000000","1,218 MByte","1277268579.5778","2.84 Mbit/s","354825.4108","805 MByte","844496061.1628","1.88 Mbit/s","234601.1376","413 MByte","432772518.4150","0.96 Mbit/s","120224.2732","0 %","0.0000","100 %","0000009999"
"9/2/2025 7:00:00 PM - 8:00:00 PM","45902.5416666667","1,456 MByte","1526287686.9258","3.39 Mbit/s","424000.6020","787 MByte","824927132.5207","1.83 Mbit/s","229163.6130","669 MByte","701360554.4051","1.56 Mbit/s","194836.9890","0 %","0.0000","100 %","0000009999"
"9/2/2025 8:00:00 PM - 9:00:00 PM","45902.5833333333","1,456 MByte","1526295328.0414","3.39 Mbit/s","424001.5468","768 MByte","805676901.6645","1.79 Mbit/s","223815.3038","687 MByte","720618426.3769","1.60 Mbit/s","200186.2430","0 %","0.0000","100 %","0000009999"
"9/2/2025 9:00:00 PM - 10:00:00 PM","45902.6250000000","1,454 MByte","1524699626.7128","3.39 Mbit/s","423555.9111","775 MByte","812297314.4710","1.81 Mbit/s","225653.1865","679 MByte","712402312.2417","1.58 Mbit/s","197902.7247","0 %","0.0000","100 %","0000009999"
"9/2/2025 10:00:00 PM - 11:00:00 PM","45902.6666666667","989 MByte","1037427304.7139","2.34 Mbit/s","293081.7423","736 MByte","772160638.9388","1.75 Mbit/s","218141.7284","253 MByte","265266665.7751","0.60 Mbit/s","74940.0138","0 %","0.0000","98 %","0000009833"
"9/2/2025 11:00:00 PM - 12:00:00 AM","45902.7083333333","995 MByte","1042840643.8659","2.32 Mbit/s","289699.6841","761 MByte","798438432.7808","1.77 Mbit/s","221805.0889","233 MByte","244402211.0850","0.54 Mbit/s","67894.5952","0 %","0.0000","100 %","0000009999"
"9/3/2025 12:00:00 AM - 1:00:00 AM","45902.7500000000","1,060 MByte","1111853351.4430","2.47 Mbit/s","308873.0346","763 MByte","799825677.0722","1.78 Mbit/s","222191.6980","298 MByte","312027674.3708","0.69 Mbit/s","86681.3367","0 %","0.0000","100 %","0000009999"
"9/3/2025 1:00:00 AM - 2:00:00 AM","45902.7916666667","1,063 MByte","1114143846.0145","2.48 Mbit/s","309512.7737","722 MByte","756943081.5778","1.68 Mbit/s","210281.2429","341 MByte","357200764.4367","0.79 Mbit/s","99231.5308","0 %","0.0000","100 %","0000009999"
"9/3/2025 2:00:00 AM - 3:00:00 AM","45902.8333333333","1,167 MByte","1223738761.4153","2.72 Mbit/s","339953.8746","739 MByte","775295414.0005","1.72 Mbit/s","215376.5887","428 MByte","448443347.4148","1 Mbit/s","124577.2858","0 %","0.0000","100 %","0000009999"
"9/3/2025 3:00:00 AM - 4:00:00 AM","45902.8750000000","1,061 MByte","1112210008.2660","2.47 Mbit/s","308972.1139","735 MByte","770609943.2883","1.71 Mbit/s","214075.5626","326 MByte","341600064.9777","0.76 Mbit/s","94896.5514","0 %","0.0000","100 %","0000009999"
"9/3/2025 4:00:00 AM - 5:00:00 AM","45902.9166666667","1,262 MByte","1323612633.6782","2.94 Mbit/s","367696.7319","732 MByte","767987917.9215","1.71 Mbit/s","213345.3855","530 MByte","555624715.7567","1.23 Mbit/s","154351.3464","0 %","0.0000","100 %","0000009999"
"9/3/2025 5:00:00 AM - 6:00:00 AM","45902.9583333333","1,325 MByte","1389660845.8866","3.09 Mbit/s","386046.9275","754 MByte","791148875.8511","1.76 Mbit/s","219780.6707","571 MByte","598511970.0356","1.33 Mbit/s","166266.2568","0 %","0.0000","100 %","0000009999"
"9/3/2025 6:00:00 AM - 7:00:00 AM","45903.0000000000","12,931 MByte","13559624349.8918","30 Mbit/s","3766823.9044","1,479 MByte","1550905977.0626","3.45 Mbit/s","430837.1351","11,452 MByte","12008718372.8293","27 Mbit/s","3335986.7693","0 %","0.0000","100 %","0000009999"
"9/3/2025 7:00:00 AM - 8:00:00 AM","45903.0416666667","74,381 MByte","77994283375.3567","173 Mbit/s","21666643.5285","5,631 MByte","5904151528.5427","13 Mbit/s","1640160.5473","68,751 MByte","72090131846.8140","160 Mbit/s","20026482.9812","0 %","0.0000","100 %","0000009999"
"9/3/2025 8:00:00 AM - 9:00:00 AM","45903.0833333333","387,009 MByte","405808121193.8636","902 Mbit/s","112733559.4239","36,923 MByte","38716548385.7558","86 Mbit/s","10755463.1861","350,086 MByte","367091572808.1078","816 Mbit/s","101978096.2378","0 %","0.0000","100 %","0000009999"
"9/3/2025 9:00:00 AM - 10:00:00 AM","45903.1250000000","886,320 MByte","929373773700.2847","2,065 Mbit/s","258177310.5633","99,103 MByte","103916997472.5641","231 Mbit/s","28867837.3422","787,217 MByte","825456776227.7206","1,834 Mbit/s","229309473.2211","0 %","0.0000","100 %","0000009999"
"9/3/2025 10:00:00 AM - 11:00:00 AM","45903.1666666667","651,226 MByte","682860043314.9399","1,518 Mbit/s","189697572.6832","112,286 MByte","117740094863.6609","262 Mbit/s","32708035.0092","538,940 MByte","565119948451.2790","1,256 Mbit/s","156989537.6740","0 %","0.0000","100 %","0000009999"
"9/3/2025 11:00:00 AM - 12:00:00 PM","45903.2083333333","562,188 MByte","589497272670.0237","1,310 Mbit/s","163762889.3158","94,180 MByte","98754923055.2954","219 Mbit/s","27434209.2550","468,008 MByte","490742349614.7283","1,091 Mbit/s","136328680.0608","0 %","0.0000","100 %","0000009999"
"9/3/2025 12:00:00 PM - 1:00:00 PM","45903.2500000000","406,042 MByte","425766008572.5548","946 Mbit/s","118278849.3901","63,100 MByte","66165532634.5512","147 Mbit/s","18380948.4828","342,942 MByte","359600475938.0036","799 Mbit/s","99897900.9073","0 %","0.0000","100 %","0000009999"
"9/3/2025 1:00:00 PM - 2:00:00 PM","45903.2916666667","480,067 MByte","503386275082.0675","1,119 Mbit/s","139841951.2518","86,570 MByte","90775051705.5114","202 Mbit/s","25217533.6990","393,497 MByte","412611223376.5561","917 Mbit/s","114624417.5528","0 %","0.0000","100 %","0000009999"
"9/3/2025 2:00:00 PM - 3:00:00 PM","45903.3333333333","497,455 MByte","521619075237.5279","1,159 Mbit/s","144905860.5381","86,169 MByte","90354493201.9679","201 Mbit/s","25100492.3180","411,286 MByte","431264582035.5601","958 Mbit/s","119805368.2201","0 %","0.0000","100 %","0000009999"
"9/3/2025 3:00:00 PM - 4:00:00 PM","45903.3750000000","439,129 MByte","460460177108.6584","1,023 Mbit/s","127915198.3923","93,027 MByte","97546315520.7964","217 Mbit/s","27098231.1231","346,102 MByte","362913861587.8620","807 Mbit/s","100816967.2692","0 %","0.0000","100 %","0000009999"
"9/3/2025 4:00:00 PM - 5:00:00 PM","45903.4166666667","306,010 MByte","320875061974.4001","713 Mbit/s","89139389.9421","54,867 MByte","57531721530.7227","128 Mbit/s","15982365.6223","251,144 MByte","263343340443.6774","585 Mbit/s","73157024.3197","0 %","0.0000","100 %","0000009999"
"9/3/2025 5:00:00 PM - 6:00:00 PM","45903.4583333333","141,021 MByte","147871480399.6088","329 Mbit/s","41078606.2248","26,090 MByte","27357117364.3738","61 Mbit/s","7599790.3627","114,931 MByte","120514363035.2350","268 Mbit/s","33478815.8621","0 %","0.0000","100 %","0000009999"
"9/3/2025 6:00:00 PM - 7:00:00 PM","45903.5000000000","35,780 MByte","37518386644.9544","83 Mbit/s","10422671.5759","8,469 MByte","8880200476.1663","20 Mbit/s","2466934.7850","27,312 MByte","28638186168.7881","64 Mbit/s","7955736.7909","0 %","0.0000","100 %","0000009999"
"9/3/2025 7:00:00 PM - 8:00:00 PM","45903.5416666667","6,065 MByte","6359534216.7737","14 Mbit/s","1766655.0594","1,978 MByte","2074460599.0498","4.61 Mbit/s","576277.4738","4,087 MByte","4285073617.7239","9.52 Mbit/s","1190377.5857","0 %","0.0000","100 %","0000009999"
"9/3/2025 8:00:00 PM - 9:00:00 PM","45903.5833333333","1,319 MByte","1382967658.8119","3.07 Mbit/s","384189.6988","877 MByte","919400099.7928","2.04 Mbit/s","255410.2008","442 MByte","463567559.0191","1.03 Mbit/s","128779.4980","0 %","0.0000","100 %","0000009999"
"9/3/2025 9:00:00 PM - 10:00:00 PM","45903.6250000000","1,276 MByte","1338329878.8227","2.97 Mbit/s","371791.3478","844 MByte","885415760.6106","1.97 Mbit/s","245970.6865","432 MByte","452914118.2121","1 Mbit/s","125820.6613","0 %","0.0000","100 %","0000009999"
"9/3/2025 10:00:00 PM - 11:00:00 PM","45903.6666666667","1,157 MByte","1213318336.9173","2.70 Mbit/s","337060.0234","760 MByte","797340076.3593","1.77 Mbit/s","221501.1977","397 MByte","415978260.5579","0.92 Mbit/s","115558.8257","0 %","0.0000","100 %","0000009999"
"9/3/2025 11:00:00 PM - 12:00:00 AM","45903.7083333333","1,063 MByte","1114160003.7810","2.48 Mbit/s","309512.1033","761 MByte","797903147.4728","1.77 Mbit/s","221656.3874","302 MByte","316256856.3082","0.70 Mbit/s","87855.7159","0 %","0.0000","100 %","0000009999"
"9/4/2025 12:00:00 AM - 1:00:00 AM","45903.7500000000","1,070 MByte","1122246402.4253","2.49 Mbit/s","311760.2258","765 MByte","801867443.4628","1.78 Mbit/s","222758.9010","306 MByte","320378958.9625","0.71 Mbit/s","89001.3248","0 %","0.0000","100 %","0000009999"
"9/4/2025 1:00:00 AM - 2:00:00 AM","45903.7916666667","1,890 MByte","1981421837.0835","4.40 Mbit/s","550431.6502","749 MByte","785548235.6493","1.75 Mbit/s","218222.3914","1,140 MByte","1195873601.4342","2.66 Mbit/s","332209.2588","0 %","0.0000","100 %","0000009999"
"9/4/2025 2:00:00 AM - 3:00:00 AM","45903.8333333333","1,143 MByte","1198806866.2609","2.66 Mbit/s","333030.5849","744 MByte","779767453.6726","1.73 Mbit/s","216620.7239","400 MByte","419039412.5883","0.93 Mbit/s","116409.8610","0 %","0.0000","100 %","0000009999"
"9/4/2025 3:00:00 AM - 4:00:00 AM","45903.8750000000","1,149 MByte","1204539261.6195","2.68 Mbit/s","334623.0541","762 MByte","799029832.7070","1.78 Mbit/s","221971.8455","387 MByte","405509428.9125","0.90 Mbit/s","112651.2086","0 %","0.0000","100 %","0000009999"
"9/4/2025 4:00:00 AM - 5:00:00 AM","45903.9166666667","1,237 MByte","1297130163.7555","2.88 Mbit/s","360341.9610","752 MByte","788210084.0367","1.75 Mbit/s","218964.2761","485 MByte","508920079.7188","1.13 Mbit/s","141377.6849","0 %","0.0000","100 %","0000009999"
"9/4/2025 5:00:00 AM - 6:00:00 AM","45903.9583333333","1,715 MByte","1798727334.7984","4 Mbit/s","499688.1226","765 MByte","802680934.2273","1.78 Mbit/s","222985.5083","950 MByte","996046400.5711","2.21 Mbit/s","276702.6143","0 %","0.0000","100 %","0000009999"
"9/4/2025 6:00:00 AM - 7:00:00 AM","45904.0000000000","4,749 MByte","4979490479.1197","11 Mbit/s","1383291.7042","1,143 MByte","1198110405.6518","2.66 Mbit/s","332832.4839","3,606 MByte","3781380073.4679","8.40 Mbit/s","1050459.2202","0 %","0.0000","100 %","0000009999"
"9/4/2025 7:00:00 AM - 8:00:00 AM","45904.0416666667","41,633 MByte","43655600304.9920","97 Mbit/s","12127498.8902","4,753 MByte","4984295135.1318","11 Mbit/s","1384634.1202","36,880 MByte","38671305169.8602","86 Mbit/s","10742864.7700","0 %","0.0000","100 %","0000009999"
"9/4/2025 8:00:00 AM - 9:00:00 AM","45904.0833333333","381,715 MByte","400257255192.0266","890 Mbit/s","111190292.4348","34,377 MByte","36047238033.3776","80 Mbit/s","10013817.0799","347,338 MByte","364210017158.6490","809 Mbit/s","101176475.3549","0 %","0.0000","100 %","0000009999"
"9/4/2025 9:00:00 AM - 10:00:00 AM","45904.1250000000","709,291 MByte","743745917962.1531","1,653 Mbit/s","206611010.2291","90,464 MByte","94858355742.0982","211 Mbit/s","26351446.4217","618,827 MByte","648887562220.0549","1,442 Mbit/s","180259563.8074","0 %","0.0000","100 %","0000009999"
"9/4/2025 10:00:00 AM - 11:00:00 AM","45904.1666666667","606,621 MByte","636088254965.8157","1,414 Mbit/s","176704925.6514","106,088 MByte","111240831764.1335","247 Mbit/s","30902634.5838","500,534 MByte","524847423201.6821","1,166 Mbit/s","145802291.0676","0 %","0.0000","100 %","0000009999"
"9/4/2025 11:00:00 AM - 12:00:00 PM","45904.2083333333","545,192 MByte","571674725640.3062","1,270 Mbit/s","158811328.0348","100,741 MByte","105634738848.9105","235 Mbit/s","29345346.9443","444,450 MByte","466039986791.3956","1,036 Mbit/s","129465981.0905","0 %","0.0000","100 %","0000009999"
"9/4/2025 12:00:00 PM - 1:00:00 PM","45904.2500000000","528,905 MByte","554597247563.8639","1,233 Mbit/s","154065489.9823","76,249 MByte","79952644080.5235","178 Mbit/s","22210610.2036","452,656 MByte","474644603483.3404","1,055 Mbit/s","131854879.7787","0 %","0.0000","100 %","0000009999"
"9/4/2025 1:00:00 PM - 2:00:00 PM","45904.2916666667","604,117 MByte","633463079021.9617","1,408 Mbit/s","175974186.8246","112,331 MByte","117788064343.2390","262 Mbit/s","32721179.0661","491,786 MByte","515675014678.7228","1,146 Mbit/s","143253007.7585","0 %","0.0000","100 %","0000009999"
"9/4/2025 2:00:00 PM - 3:00:00 PM","45904.3333333333","587,134 MByte","615654215395.4246","1,368 Mbit/s","171029312.2748","98,845 MByte","103646268942.2268","230 Mbit/s","28793029.6809","488,289 MByte","512007946453.1980","1,138 Mbit/s","142236282.5939","0 %","0.0000","100 %","0000009999"
"9/4/2025 3:00:00 PM - 4:00:00 PM","45904.3750000000","541,238 MByte","567528861106.1471","1,261 Mbit/s","157657854.3249","84,279 MByte","88373394185.7542","196 Mbit/s","24549869.9037","456,958 MByte","479155466920.3929","1,065 Mbit/s","133107984.4212","0 %","0.0000","100 %","0000009999"
"9/4/2025 4:00:00 PM - 5:00:00 PM","45904.4166666667","458,340 MByte","480604244878.6285","1,068 Mbit/s","133511192.4724","85,957 MByte","90132039852.6622","200 Mbit/s","25038555.6285","372,383 MByte","390472205025.9663","868 Mbit/s","108472636.8439","0 %","0.0000","100 %","0000009999"
"9/4/2025 5:00:00 PM - 6:00:00 PM","45904.4583333333","261,041 MByte","273720972765.3748","608 Mbit/s","76039095.2584","29,055 MByte","30466119277.4128","68 Mbit/s","8463422.1575","231,986 MByte","243254853487.9620","541 Mbit/s","67575673.1008","0 %","0.0000","100 %","0000009999"
"9/4/2025 6:00:00 PM - 7:00:00 PM","45904.5000000000","129,297 MByte","135577718931.7778","301 Mbit/s","37662988.3469","12,053 MByte","12638097426.4333","28 Mbit/s","3510816.6729","117,244 MByte","122939621505.3445","273 Mbit/s","34152171.6740","0 %","0.0000","100 %","0000009999"
"9/4/2025 7:00:00 PM - 8:00:00 PM","45904.5416666667","56,684 MByte","59437301629.5832","132 Mbit/s","16511554.0649","4,409 MByte","4622755371.3505","10 Mbit/s","1284191.4614","52,275 MByte","54814546258.2327","122 Mbit/s","15227362.6035","0 %","0.0000","100 %","0000009999"
"9/4/2025 8:00:00 PM - 9:00:00 PM","45904.5833333333","11,497 MByte","12055146207.3162","27 Mbit/s","3348930.8018","1,087 MByte","1140018643.9225","2.53 Mbit/s","316698.2371","10,409 MByte","10915127563.3937","24 Mbit/s","3032232.5648","0 %","0.0000","100 %","0000009999"
"9/4/2025 9:00:00 PM - 10:00:00 PM","45904.6250000000","1,239 MByte","1298840870.2305","2.89 Mbit/s","360815.1895","834 MByte","874554111.8133","1.94 Mbit/s","242949.2441","405 MByte","424286758.4172","0.94 Mbit/s","117865.9454","0 %","0.0000","100 %","0000009999"
"9/4/2025 10:00:00 PM - 11:00:00 PM","45904.6666666667","1,149 MByte","1204365120.8314","2.68 Mbit/s","334575.6070","818 MByte","857777217.4754","1.91 Mbit/s","238292.6309","331 MByte","346587903.3560","0.77 Mbit/s","96282.9761","0 %","0.0000","100 %","0000009999"
"9/4/2025 11:00:00 PM - 12:00:00 AM","45904.7083333333","1,155 MByte","1211061243.3021","2.69 Mbit/s","336435.8063","811 MByte","850273818.6829","1.89 Mbit/s","236208.1681","344 MByte","360787424.6192","0.80 Mbit/s","100227.6382","0 %","0.0000","100 %","0000009999"
"9/5/2025 12:00:00 AM - 1:00:00 AM","45904.7500000000","1,321 MByte","1385076562.7860","3.08 Mbit/s","384775.5543","808 MByte","847310681.2936","1.88 Mbit/s","235383.6934","513 MByte","537765881.4924","1.20 Mbit/s","149391.8608","0 %","0.0000","100 %","0000009999"
"9/5/2025 1:00:00 AM - 2:00:00 AM","45904.7916666667","1,207 MByte","1265954401.9530","2.81 Mbit/s","351677.4457","639 MByte","670270797.3210","1.49 Mbit/s","186198.7458","568 MByte","595683604.6319","1.32 Mbit/s","165478.6999","0 %","0.0000","100 %","0000009999"
"9/5/2025 2:00:00 AM - 3:00:00 AM","45904.8333333333","952 MByte","997859029.3014","2.22 Mbit/s","277205.3941","509 MByte","533269097.2831","1.19 Mbit/s","148142.2385","443 MByte","464589932.0183","1.03 Mbit/s","129063.1556","0 %","0.0000","100 %","0000009999"
"9/5/2025 3:00:00 AM - 4:00:00 AM","45904.8750000000","857 MByte","898592107.7957","2 Mbit/s","249627.6409","511 MByte","535573515.4077","1.19 Mbit/s","148781.5796","346 MByte","363018592.3879","0.81 Mbit/s","100846.0613","0 %","0.0000","100 %","0000009999"
"9/5/2025 4:00:00 AM - 5:00:00 AM","45904.9166666667","917 MByte","961984902.4087","2.14 Mbit/s","267241.0409","504 MByte","528575517.8170","1.17 Mbit/s","146839.1772","413 MByte","433409384.5917","0.96 Mbit/s","120401.8637","0 %","0.0000","100 %","0000009999"
"9/5/2025 5:00:00 AM - 6:00:00 AM","45904.9583333333","760 MByte","796440151.8647","1.77 Mbit/s","221249.3546","492 MByte","516339344.7672","1.15 Mbit/s","143437.9552","267 MByte","280100807.0975","0.62 Mbit/s","77811.3995","0 %","0.0000","100 %","0000009999"
"9/5/2025 6:00:00 AM - 7:00:00 AM","45905.0000000000","1,899 MByte","1991509533.1685","4.43 Mbit/s","553240.1223","624 MByte","653955023.1542","1.45 Mbit/s","181668.3029","1,276 MByte","1337554510.0143","2.97 Mbit/s","371571.8195","0 %","0.0000","100 %","0000009999"
"9/5/2025 7:00:00 AM - 8:00:00 AM","45905.0416666667","12,732 MByte","13350322687.1535","30 Mbit/s","3708732.0297","2,545 MByte","2669068929.6335","5.93 Mbit/s","741469.8252","10,186 MByte","10681253757.5200","24 Mbit/s","2967262.2045","0 %","0.0000","100 %","0000009999"
"9/5/2025 8:00:00 AM - 9:00:00 AM","45905.0833333333","113,447 MByte","118957960145.5088","264 Mbit/s","33046448.0975","16,826 MByte","17643096354.8922","39 Mbit/s","4901241.3062","96,621 MByte","101314863790.6167","225 Mbit/s","28145206.7913","0 %","0.0000","100 %","0000009999"
"9/5/2025 9:00:00 AM - 10:00:00 AM","45905.1250000000","336,758 MByte","353115901989.2337","785 Mbit/s","98095107.6856","62,611 MByte","65652891839.9285","146 Mbit/s","18238282.2712","274,146 MByte","287463010149.3052","639 Mbit/s","79856825.4145","0 %","0.0000","100 %","0000009999"
