"Date Time","Date Time(RAW)","Value (volume)","Value (volume)(RAW)","Value (speed)","Value (speed)(RAW)","Downtime","Downtime(RAW)","Coverage","Coverage(RAW)"
"9/2/2025 10:00:00 AM - 11:00:00 AM","45902.1666666667","669,172 Kbit","85653995.3239","186 Kbit/s","23794.6933","0 %","0.0000","100 %","0000009999"
"9/2/2025 11:00:00 AM - 12:00:00 PM","45902.2083333333","719,655 Kbit","92115844.7425","200 Kbit/s","25589.7250","0 %","0.0000","100 %","0000009999"
"9/2/2025 12:00:00 PM - 1:00:00 PM","45902.2500000000","674,016 Kbit","86274108.9970","187 Kbit/s","23967.1607","0 %","0.0000","100 %","0000009999"
"9/2/2025 1:00:00 PM - 2:00:00 PM","45902.2916666667","680,970 Kbit","87164221.9396","189 Kbit/s","24214.2345","0 %","0.0000","100 %","0000009999"
"9/2/2025 2:00:00 PM - 3:00:00 PM","45902.3333333333","742,258 Kbit","95009011.7639","206 Kbit/s","26393.5916","0 %","0.0000","100 %","0000009999"
"9/2/2025 3:00:00 PM - 4:00:00 PM","45902.3750000000","796,673 Kbit","101974094.1523","221 Kbit/s","28328.4980","0 %","0.0000","100 %","0000009999"
"9/2/2025 4:00:00 PM - 5:00:00 PM","45902.4166666667","704,758 Kbit","90209082.6068","196 Kbit/s","25059.9580","0 %","0.0000","100 %","0000009999"
"9/2/2025 5:00:00 PM - 6:00:00 PM","45902.4583333333","776,694 Kbit","99416845.5414","216 Kbit/s","27617.8618","0 %","0.0000","100 %","0000009999"
"9/2/2025 6:00:00 PM - 7:00:00 PM","45902.5000000000","992,251 Kbit","127008068.5799","276 Kbit/s","35282.8613","0 %","0.0000","100 %","0000009999"
"9/2/2025 7:00:00 PM - 8:00:00 PM","45902.5416666667","734,499 Kbit","94015933.8781","204 Kbit/s","26117.7137","0 %","0.0000","100 %","0000009999"
"9/2/2025 8:00:00 PM - 9:00:00 PM","45902.5833333333","677,649 Kbit","86739028.4510","188 Kbit/s","24095.9148","0 %","0.0000","100 %","0000009999"
"9/2/2025 9:00:00 PM - 10:00:00 PM","45902.6250000000","867,934 Kbit","111095576.2600","241 Kbit/s","30862.4542","0 %","0.0000","100 %","0000009999"
"9/2/2025 10:00:00 PM - 11:00:00 PM","45902.6666666667","682,187 Kbit","87319939.6904","190 Kbit/s","24257.4929","0 %","0.0000","100 %","0000009999"
"9/2/2025 11:00:00 PM - 12:00:00 AM","45902.7083333333","683,305 Kbit","87463032.0986","190 Kbit/s","24297.3790","0 %","0.0000","100 %","0000009999"
"9/3/2025 12:00:00 AM - 1:00:00 AM","45902.7500000000","778,473 Kbit","99644553.2285","216 Kbit/s","27681.3493","0 %","0.0000","100 %","0000009999"
"9/3/2025 1:00:00 AM - 2:00:00 AM","45902.7916666667","852,625 Kbit","109135988.2345","237 Kbit/s","30318.3315","0 %","0.0000","100 %","0000009999"
"9/3/2025 2:00:00 AM - 3:00:00 AM","45902.8333333333","1,006,304 Kbit","128806928.8561","280 Kbit/s","35782.1873","0 %","0.0000","100 %","0000009999"
"9/3/2025 3:00:00 AM - 4:00:00 AM","45902.8750000000","938,213 Kbit","120091242.9115","261 Kbit/s","33361.7367","0 %","0.0000","100 %","0000009999"
"9/3/2025 4:00:00 AM - 5:00:00 AM","45902.9166666667","1,250,147 Kbit","160018804.1009","347 Kbit/s","44453.1253","0 %","0.0000","100 %","0000009999"
"9/3/2025 5:00:00 AM - 6:00:00 AM","45902.9583333333","708,059 Kbit","90631489.0789","197 Kbit/s","25177.7216","0 %","0.0000","100 %","0000009999"
"9/3/2025 6:00:00 AM - 7:00:00 AM","45903.0000000000","1,409,136 Kbit","180369357.9346","391 Kbit/s","50106.6358","0 %","0.0000","100 %","0000009999"
"9/3/2025 7:00:00 AM - 8:00:00 AM","45903.0416666667","77,388,698 Kbit","9905753383.8541","21,499 Kbit/s","2751842.7704","0 %","0.0000","100 %","0000009999"
"9/3/2025 8:00:00 AM - 9:00:00 AM","45903.0833333333","487,947,546 Kbit","62457285856.2306","135,552 Kbit/s","17350691.9622","0 %","0.0000","100 %","0000009999"
"9/3/2025 9:00:00 AM - 10:00:00 AM","45903.1250000000","1,068,154,127 Kbit","136723728241.1401","296,732 Kbit/s","37981662.0250","0 %","0.0000","100 %","0000009999"
"9/3/2025 10:00:00 AM - 11:00:00 AM","45903.1666666667","616,210,458 Kbit","78874938627.5037","171,184 Kbit/s","21911531.1352","0 %","0.0000","100 %","0000009999"
"9/3/2025 11:00:00 AM - 12:00:00 PM","45903.2083333333","632,569,211 Kbit","80968859069.9320","175,727 Kbit/s","22493099.2049","0 %","0.0000","100 %","0000009999"
"9/3/2025 12:00:00 PM - 1:00:00 PM","45903.2500000000","440,099,234 Kbit","56332701924.1275","122,259 Kbit/s","15649189.9159","0 %","0.0000","100 %","0000009999"
"9/3/2025 1:00:00 PM - 2:00:00 PM","45903.2916666667","598,807,905 Kbit","76647411872.6452","166,349 Kbit/s","21292662.9847","0 %","0.0000","100 %","0000009999"
"9/3/2025 2:00:00 PM - 3:00:00 PM","45903.3333333333","576,068,329 Kbit","73736746049.5200","160,032 Kbit/s","20484136.4696","0 %","0.0000","100 %","0000009999"
"9/3/2025 3:00:00 PM - 4:00:00 PM","45903.3750000000","442,201,536 Kbit","56601796659.0740","122,843 Kbit/s","15723900.5867","0 %","0.0000","100 %","0000009999"
"9/3/2025 4:00:00 PM - 5:00:00 PM","45903.4166666667","355,154,376 Kbit","45459760147.7183","98,662 Kbit/s","12628693.3839","0 %","0.0000","100 %","0000009999"
"9/3/2025 5:00:00 PM - 6:00:00 PM","45903.4583333333","145,931,931 Kbit","18679287121.2786","40,540 Kbit/s","5189152.1250","0 %","0.0000","100 %","0000009999"
"9/3/2025 6:00:00 PM - 7:00:00 PM","45903.5000000000","48,966,642 Kbit","6267730127.4727","13,603 Kbit/s","1741176.4080","0 %","0.0000","100 %","0000009999"
"9/3/2025 7:00:00 PM - 8:00:00 PM","45903.5416666667","17,429,356 Kbit","2230957590.5415","4,842 Kbit/s","619760.3670","0 %","0.0000","100 %","0000009999"
"9/3/2025 8:00:00 PM - 9:00:00 PM","45903.5833333333","13,649,618 Kbit","1747151146.1330","3,792 Kbit/s","485356.1645","0 %","0.0000","100 %","0000009999"
"9/3/2025 9:00:00 PM - 10:00:00 PM","45903.6250000000","18,347,581 Kbit","2348490391.4995","5,097 Kbit/s","652416.4347","0 %","0.0000","100 %","0000009999"
"9/3/2025 10:00:00 PM - 11:00:00 PM","45903.6666666667","8,371,297 Kbit","1071526023.7067","2,326 Kbit/s","297671.7505","0 %","0.0000","100 %","0000009999"
"9/3/2025 11:00:00 PM - 12:00:00 AM","45903.7083333333","1,029,927 Kbit","131830622.0527","286 Kbit/s","36622.4657","0 %","0.0000","100 %","0000009999"
"9/4/2025 12:00:00 AM - 1:00:00 AM","45903.7500000000","12,546,663 Kbit","1605972828.9192","3,486 Kbit/s","446144.4602","0 %","0.0000","100 %","0000009999"
"9/4/2025 1:00:00 AM - 2:00:00 AM","45903.7916666667","858,596 Kbit","109900319.8299","239 Kbit/s","30530.7501","0 %","0.0000","100 %","0000009999"
"9/4/2025 2:00:00 AM - 3:00:00 AM","45903.8333333333","1,493,969 Kbit","191227977.3002","415 Kbit/s","53123.1619","0 %","0.0000","100 %","0000009999"
"9/4/2025 3:00:00 AM - 4:00:00 AM","45903.8750000000","1,329,447 Kbit","170169155.8248","369 Kbit/s","47273.2807","0 %","0.0000","100 %","0000009999"
"9/4/2025 4:00:00 AM - 5:00:00 AM","45903.9166666667","956,076 Kbit","122377679.7055","266 Kbit/s","33996.6330","0 %","0.0000","100 %","0000009999"
"9/4/2025 5:00:00 AM - 6:00:00 AM","45903.9583333333","745,823 Kbit","95465375.9765","207 Kbit/s","26520.5174","0 %","0.0000","100 %","0000009999"
"9/4/2025 6:00:00 AM - 7:00:00 AM","45904.0000000000","6,603,607 Kbit","845261658.0350","1,835 Kbit/s","234816.4298","0 %","0.0000","100 %","0000009999"
"9/4/2025 7:00:00 AM - 8:00:00 AM","45904.0416666667","43,476,587 Kbit","5565003184.2021","12,078 Kbit/s","1545954.4587","0 %","0.0000","100 %","0000009999"
"9/4/2025 8:00:00 AM - 9:00:00 AM","45904.0833333333","375,950,328 Kbit","48121642008.8950","104,439 Kbit/s","13368236.8000","0 %","0.0000","100 %","0000009999"
"9/4/2025 9:00:00 AM - 10:00:00 AM","45904.1250000000","853,437,484 Kbit","109239997914.5650","237,084 Kbit/s","30346719.8691","0 %","0.0000","100 %","0000009999"
"9/4/2025 10:00:00 AM - 11:00:00 AM","45904.1666666667","723,178,179 Kbit","92566806953.0111","200,900 Kbit/s","25715144.8601","0 %","0.0000","100 %","0000009999"
"9/4/2025 11:00:00 AM - 12:00:00 PM","45904.2083333333","476,831,335 Kbit","61034410900.9773","132,463 Kbit/s","16955274.6736","0 %","0.0000","100 %","0000009999"
"9/4/2025 12:00:00 PM - 1:00:00 PM","45904.2500000000","295,094,828 Kbit","37772137933.5043","81,978 Kbit/s","10493164.1151","0 %","0.0000","100 %","0000009999"
"9/4/2025 1:00:00 PM - 2:00:00 PM","45904.2916666667","465,813,848 Kbit","59624172565.7465","129,404 Kbit/s","16563696.4755","0 %","0.0000","100 %","0000009999"
"9/4/2025 2:00:00 PM - 3:00:00 PM","45904.3333333333","436,410,872 Kbit","55860591622.5731","121,236 Kbit/s","15518253.5128","0 %","0.0000","100 %","0000009999"
"9/4/2025 3:00:00 PM - 4:00:00 PM","45904.3750000000","395,226,832 Kbit","50589034483.0326","109,794 Kbit/s","14053680.7187","0 %","0.0000","100 %","0000009999"
"9/4/2025 4:00:00 PM - 5:00:00 PM","45904.4166666667","237,617,298 Kbit","30415014107.9596","66,010 Kbit/s","8449319.1399","0 %","0.0000","100 %","0000009999"
"9/4/2025 5:00:00 PM - 6:00:00 PM","45904.4583333333","139,464,566 Kbit","17851464484.7471","38,744 Kbit/s","4959180.9507","0 %","0.0000","100 %","0000009999"
"9/4/2025 6:00:00 PM - 7:00:00 PM","45904.5000000000","36,382,801 Kbit","4656998498.3112","10,107 Kbit/s","1293722.0978","0 %","0.0000","100 %","0000009999"
"9/4/2025 7:00:00 PM - 8:00:00 PM","45904.5416666667","11,991,658 Kbit","1534932247.1104","3,331 Kbit/s","426409.1561","0 %","0.0000","100 %","0000009999"
"9/4/2025 8:00:00 PM - 9:00:00 PM","45904.5833333333","16,287,089 Kbit","2084747449.6404","4,525 Kbit/s","579141.5581","0 %","0.0000","100 %","0000009999"
"9/4/2025 9:00:00 PM - 10:00:00 PM","45904.6250000000","5,346,757 Kbit","684384834.3118","1,485 Kbit/s","190121.6857","0 %","0.0000","100 %","0000009999"
"9/4/2025 10:00:00 PM - 11:00:00 PM","45904.6666666667","724,553 Kbit","92742739.5394","201 Kbit/s","25764.0191","0 %","0.0000","100 %","0000009999"
"9/4/2025 11:00:00 PM - 12:00:00 AM","45904.7083333333","814,643 Kbit","104274362.9667","226 Kbit/s","28967.5148","0 %","0.0000","100 %","0000009999"
"9/5/2025 12:00:00 AM - 1:00:00 AM","45904.7500000000","808,778 Kbit","103523617.6360","225 Kbit/s","28759.0369","0 %","0.0000","100 %","0000009999"
"9/5/2025 1:00:00 AM - 2:00:00 AM","45904.7916666667","1,885,020 Kbit","241282496.8842","524 Kbit/s","67028.8739","0 %","0.0000","100 %","0000009999"
"9/5/2025 2:00:00 AM - 3:00:00 AM","45904.8333333333","1,647,614 Kbit","210894654.7890","458 Kbit/s","58586.7308","0 %","0.0000","100 %","0000009999"
"9/5/2025 3:00:00 AM - 4:00:00 AM","45904.8750000000","947,855 Kbit","121325405.3894","263 Kbit/s","33704.3102","0 %","0.0000","100 %","0000009999"
"9/5/2025 4:00:00 AM - 5:00:00 AM","45904.9166666667","984,964 Kbit","126075370.2305","274 Kbit/s","35023.7575","0 %","0.0000","100 %","0000009999"
"9/5/2025 5:00:00 AM - 6:00:00 AM","45904.9583333333","755,331 Kbit","96682379.9659","210 Kbit/s","26858.4549","0 %","0.0000","100 %","0000009999"
"9/5/2025 6:00:00 AM - 7:00:00 AM","45905.0000000000","4,133,789 Kbit","529124957.9585","1,148 Kbit/s","146990.9959","0 %","0.0000","100 %","0000009999"
"9/5/2025 7:00:00 AM - 8:00:00 AM","45905.0416666667","13,734,663 Kbit","1758036808.5470","3,815 Kbit/s","488382.8999","0 %","0.0000","100 %","0000009999"
"9/5/2025 8:00:00 AM - 9:00:00 AM","45905.0833333333","118,632,968 Kbit","15185019944.0151","32,956 Kbit/s","4218389.1925","0 %","0.0000","100 %","0000009999"
"9/5/2025 9:00:00 AM - 10:00:00 AM","45905.1250000000","511,796,229 Kbit","65509917291.0573","142,176 Kbit/s","18198513.5846","0 %","0.0000","100 %","0000009999"
"9/5/2025 10:00:00 AM - 11:00:00 AM","45905.1666666667","450,701,084 Kbit","57689738731.2003","125,205 Kbit/s","16026218.4263","0 %","0.0000","100 %","0000009999"
"9/5/2025 11:00:00 AM - 12:00:00 PM","45905.2083333333","339,521,791 Kbit","43458789248.0765","94,320 Kbit/s","12072959.0542","0 %","0.0000","100 %","0000009999"
"9/5/2025 12:00:00 PM - 1:00:00 PM","45905.2500000000","253,672,167 Kbit","32470037428.9408","70,471 Kbit/s","9020231.5835","0 %","0.0000","100 %","0000009999"
"9/5/2025 1:00:00 PM - 2:00:00 PM","45905.2916666667","235,564,672 Kbit","30152278009.6087","65,440 Kbit/s","8376330.8080","0 %","0.0000","100 %","0000009999"
"9/5/2025 2:00:00 PM - 3:00:00 PM","45905.3333333333","238,038,483 Kbit","30468925767.2387","66,126 Kbit/s","8464178.2811","0 %","0.0000","100 %","0000009999"
"9/5/2025 3:00:00 PM - 4:00:00 PM","45905.3750000000","223,874,051 Kbit","28655878503.0218","62,192 Kbit/s","7960541.1788","0 %","0.0000","100 %","0000009999"
"9/5/2025 4:00:00 PM - 5:00:00 PM","45905.4166666667","135,066,626 Kbit","17288528113.9275","37,522 Kbit/s","4802755.8092","0 %","0.0000","100 %","0000009999"
"9/5/2025 5:00:00 PM - 6:00:00 PM","45905.4583333333","56,791,865 Kbit","7269358729.9581","15,777 Kbit/s","2019434.6001","0 %","0.0000","100 %","0000009999"
"9/5/2025 6:00:00 PM - 7:00:00 PM","45905.5000000000","28,498,868 Kbit","3647855084.9124","7,917 Kbit/s","1013371.8970","0 %","0.0000","100 %","0000009999"
"9/5/2025 7:00:00 PM - 8:00:00 PM","45905.5416666667","5,651,427 Kbit","723382699.4661","1,570 Kbit/s","200957.5016","0 %","0.0000","100 %","0000009999"
"9/5/2025 8:00:00 PM - 9:00:00 PM","45905.5833333333","1,693,630 Kbit","216784680.9168","470 Kbit/s","60222.8182","0 %","0.0000","100 %","0000009999"
"9/5/2025 9:00:00 PM - 10:00:00 PM","45905.6250000000","1,950,580 Kbit","249674186.1958","542 Kbit/s","69360.2986","0 %","0.0000","100 %","0000009999"
"9/5/2025 10:00:00 PM - 11:00:00 PM","45905.6666666667","2,147,783 Kbit","274916187.6615","597 Kbit/s","76371.1234","0 %","0.0000","100 %","0000009999"
"9/5/2025 11:00:00 PM - 12:00:00 AM","45905.7083333333","9,947,598 Kbit","1273292502.3799","2,763 Kbit/s","353722.8212","0 %","0.0000","100 %","0000009999"
"9/6/2025 12:00:00 AM - 1:00:00 AM","45905.7500000000","17,533,860 Kbit","2244334128.5938","4,871 Kbit/s","623481.5674","0 %","0.0000","100 %","0000009999"
"9/6/2025 1:00:00 AM - 2:00:00 AM","45905.7916666667","2,241,343 Kbit","286891957.8838","623 Kbit/s","79698.6307","0 %","0.0000","100 %","0000009999"
"9/6/2025 2:00:00 AM - 3:00:00 AM","45905.8333333333","1,124,051 Kbit","143878566.1005","312 Kbit/s","39969.7102","0 %","0.0000","100 %","0000009999"
"9/6/2025 3:00:00 AM - 4:00:00 AM","45905.8750000000","1,550,277 Kbit","198435473.2601","431 Kbit/s","55125.8649","0 %","0.0000","100 %","0000009999"
"9/6/2025 4:00:00 AM - 5:00:00 AM","45905.9166666667","807,199 Kbit","103321475.8310","224 Kbit/s","28702.7221","0 %","0.0000","100 %","0000009999"
"9/6/2025 5:00:00 AM - 6:00:00 AM","45905.9583333333","2,288,570 Kbit","292937011.7993","636 Kbit/s","81377.7215","0 %","0.0000","100 %","0000009999"
"9/6/2025 6:00:00 AM - 7:00:00 AM","45906.0000000000","1,364,780 Kbit","174691902.4904","379 Kbit/s","48529.7074","0 %","0.0000","100 %","0000009999"
"9/6/2025 7:00:00 AM - 8:00:00 AM","45906.0416666667","744,882 Kbit","95344880.8816","207 Kbit/s","26486.8228","0 %","0.0000","100 %","0000009999"
"9/6/2025 8:00:00 AM - 9:00:00 AM","45906.0833333333","125,644,499 Kbit","16082495814.1684","34,904 Kbit/s","4467732.2594","0 %","0.0000","100 %","0000009999"
"9/6/2025 9:00:00 AM - 10:00:00 AM","45906.1250000000","5,912,508 Kbit","756801082.7489","1,643 Kbit/s","210242.3792","0 %","0.0000","100 %","0000009999"
"9/6/2025 10:00:00 AM - 11:00:00 AM","45906.1666666667","1,696,740 Kbit","217182746.1629","471 Kbit/s","60333.7360","0 %","0.0000","100 %","0000009999"
"9/6/2025 11:00:00 AM - 12:00:00 PM","45906.2083333333","886,891 Kbit","113522076.9736","246 Kbit/s","31536.5383","0 %","0.0000","100 %","0000009999"
"9/6/2025 12:00:00 PM - 1:00:00 PM","45906.2500000000","1,739,623 Kbit","222671697.1028","483 Kbit/s","61858.7478","0 %","0.0000","100 %","0000009999"
"9/6/2025 1:00:00 PM - 2:00:00 PM","45906.2916666667","2,015,023 Kbit","257922880.9586","560 Kbit/s","71652.8081","0 %","0.0000","100 %","0000009999"
"9/6/2025 2:00:00 PM - 3:00:00 PM","45906.3333333333","798,647 Kbit","102226767.0062","222 Kbit/s","28398.6907","0 %","0.0000","100 %","0000009999"
"9/6/2025 3:00:00 PM - 4:00:00 PM","45906.3750000000","5,929,028 Kbit","758915542.6036","1,647 Kbit/s","210826.8562","0 %","0.0000","100 %","0000009999"
"9/6/2025 4:00:00 PM - 5:00:00 PM","45906.4166666667","681,491 Kbit","87230865.9286","189 Kbit/s","24232.9501","0 %","0.0000","100 %","0000009999"
"9/6/2025 5:00:00 PM - 6:00:00 PM","45906.4583333333","825,217 Kbit","105627839.0406","229 Kbit/s","29343.4302","0 %","0.0000","100 %","0000009999"
"9/6/2025 6:00:00 PM - 7:00:00 PM","45906.5000000000","1,266,775 Kbit","162147227.0902","352 Kbit/s","45044.6501","0 %","0.0000","100 %","0000009999"
"9/6/2025 7:00:00 PM - 8:00:00 PM","45906.5416666667","953,638 Kbit","122065606.9592","265 Kbit/s","33909.9389","0 %","0.0000","100 %","0000009999"
"9/6/2025 8:00:00 PM - 9:00:00 PM","45906.5833333333","755,274 Kbit","96675131.7505","210 Kbit/s","26856.5159","0 %","0.0000","100 %","0000009999"
"9/6/2025 9:00:00 PM - 10:00:00 PM","45906.6250000000","1,414,769 Kbit","181090428.3133","393 Kbit/s","50307.2288","0 %","0.0000","100 %","0000009999"
"9/6/2025 10:00:00 PM - 11:00:00 PM","45906.6666666667","1,225,849 Kbit","156908727.8385","341 Kbit/s","43589.7535","0 %","0.0000","100 %","0000009999"
"9/6/2025 11:00:00 PM - 12:00:00 AM","45906.7083333333","899,373 Kbit","115119696.9124","250 Kbit/s","31980.4475","0 %","0.0000","100 %","0000009999"
"9/7/2025 12:00:00 AM - 1:00:00 AM","45906.7500000000","746,831 Kbit","95594372.9621","207 Kbit/s","26555.8366","0 %","0.0000","100 %","0000009999"
"9/7/2025 1:00:00 AM - 2:00:00 AM","45906.7916666667","789,285 Kbit","101028501.8626","219 Kbit/s","28065.6556","0 %","0.0000","100 %","0000009999"
"9/7/2025 2:00:00 AM - 3:00:00 AM","45906.8333333333","4,093,722 Kbit","523996476.5886","1,137 Kbit/s","145567.5162","0 %","0.0000","100 %","0000009999"
"9/7/2025 3:00:00 AM - 4:00:00 AM","45906.8750000000","894,947 Kbit","114553240.3580","249 Kbit/s","31822.9081","0 %","0.0000","100 %","0000009999"
"9/7/2025 4:00:00 AM - 5:00:00 AM","45906.9166666667","788,837 Kbit","100971131.5986","219 Kbit/s","28050.1078","0 %","0.0000","100 %","0000009999"
"9/7/2025 5:00:00 AM - 6:00:00 AM","45906.9583333333","789,274 Kbit","101027033.5734","219 Kbit/s","28065.4037","0 %","0.0000","100 %","0000009999"
"9/7/2025 6:00:00 AM - 7:00:00 AM","45907.0000000000","1,808,451 Kbit","231481722.2247","502 Kbit/s","64305.6586","0 %","0.0000","100 %","0000009999"
"9/7/2025 7:00:00 AM - 8:00:00 AM","45907.0416666667","744,850 Kbit","95340789.0642","207 Kbit/s","26485.4654","0 %","0.0000","100 %","0000009999"
"9/7/2025 8:00:00 AM - 9:00:00 AM","45907.0833333333","804,464 Kbit","102971430.2639","223 Kbit/s","28605.7178","0 %","0.0000","100 %","0000009999"
"9/7/2025 9:00:00 AM - 10:00:00 AM","45907.1250000000","1,001,116 Kbit","128142893.0009","278 Kbit/s","35598.0168","0 %","0.0000","100 %","0000009999"
"9/7/2025 10:00:00 AM - 11:00:00 AM","45907.1666666667","1,632,274 Kbit","208931057.2252","453 Kbit/s","58040.7578","0 %","0.0000","100 %","0000009999"
"9/7/2025 11:00:00 AM - 12:00:00 PM","45907.2083333333","710,688 Kbit","90968066.1304","197 Kbit/s","25271.1536","0 %","0.0000","100 %","0000009999"
"9/7/2025 12:00:00 PM - 1:00:00 PM","45907.2500000000","773,718 Kbit","99035855.8602","215 Kbit/s","27511.7941","0 %","0.0000","100 %","0000009999"
"9/7/2025 1:00:00 PM - 2:00:00 PM","45907.2916666667","1,616,218 Kbit","206875965.5593","449 Kbit/s","57470.3352","0 %","0.0000","100 %","0000009999"
"9/7/2025 2:00:00 PM - 3:00:00 PM","45907.3333333333","897,927 Kbit","114934649.7934","249 Kbit/s","31928.9524","0 %","0.0000","100 %","0000009999"
"9/7/2025 3:00:00 PM - 4:00:00 PM","45907.3750000000","1,085,126 Kbit","138896177.3550","301 Kbit/s","38585.0582","0 %","0.0000","100 %","0000009999"
"9/7/2025 4:00:00 PM - 5:00:00 PM","45907.4166666667","678,843 Kbit","86891934.9802","189 Kbit/s","24138.5260","0 %","0.0000","100 %","0000009999"
"9/7/2025 5:00:00 PM - 6:00:00 PM","45907.4583333333","1,838,346 Kbit","235308231.1368","511 Kbit/s","65368.8449","0 %","0.0000","100 %","0000009999"
"9/7/2025 6:00:00 PM - 7:00:00 PM","45907.5000000000","982,603 Kbit","125773142.9629","273 Kbit/s","34939.9929","0 %","0.0000","100 %","0000009999"
"9/7/2025 7:00:00 PM - 8:00:00 PM","45907.5416666667","689,719 Kbit","88284038.8311","192 Kbit/s","24525.1154","0 %","0.0000","100 %","0000009999"
"9/7/2025 8:00:00 PM - 9:00:00 PM","45907.5833333333","684,054 Kbit","87558937.1025","190 Kbit/s","24323.6161","0 %","0.0000","100 %","0000009999"
"9/7/2025 9:00:00 PM - 10:00:00 PM","45907.6250000000","835,949 Kbit","107001408.2865","232 Kbit/s","29724.7602","0 %","0.0000","100 %","0000009999"
"9/7/2025 10:00:00 PM - 11:00:00 PM","45907.6666666667","739,714 Kbit","94683357.9254","205 Kbit/s","26303.1247","0 %","0.0000","100 %","0000009999"
"9/7/2025 11:00:00 PM - 12:00:00 AM","45907.7083333333","725,235 Kbit","92830124.1397","201 Kbit/s","25788.5095","0 %","0.0000","100 %","0000009999"
"9/8/2025 12:00:00 AM - 1:00:00 AM","45907.7500000000","7,228,315 Kbit","925224378.4925","2,008 Kbit/s","257030.3329","0 %","0.0000","100 %","0000009999"
"9/8/2025 1:00:00 AM - 2:00:00 AM","45907.7916666667","745,065 Kbit","95368359.1090","207 Kbit/s","26493.7130","0 %","0.0000","100 %","0000009999"
"9/8/2025 2:00:00 AM - 3:00:00 AM","45907.8333333333","2,543,267 Kbit","325538173.2890","707 Kbit/s","90435.0578","0 %","0.0000","100 %","0000009999"
"9/8/2025 3:00:00 AM - 4:00:00 AM","45907.8750000000","1,439,559 Kbit","184263597.0620","400 Kbit/s","51188.1716","0 %","0.0000","100 %","0000009999"
