"Date Time","Date Time(RAW)","Value (volume)","Value (volume)(RAW)","Value (speed)","Value (speed)(RAW)","Downtime","Downtime(RAW)","Coverage","Coverage(RAW)"
"9/8/2025 4:00:00 AM - 5:00:00 AM","45907.9166666667","809,407 Kbit","103604048.6230","225 Kbit/s","28781.2209","0 %","0.0000","100 %","0000009999"
"9/8/2025 5:00:00 AM - 6:00:00 AM","45907.9583333333","779,088 Kbit","99723228.0126","216 Kbit/s","27703.2053","0 %","0.0000","100 %","0000009999"
"9/8/2025 6:00:00 AM - 7:00:00 AM","45908.0000000000","10,084,163 Kbit","1290772828.6378","2,801 Kbit/s","358575.8972","0 %","0.0000","100 %","0000009999"
"9/8/2025 7:00:00 AM - 8:00:00 AM","45908.0416666667","25,971,520 Kbit","3324354525.1354","7,215 Kbit/s","923511.3371","0 %","0.0000","100 %","0000009999"
"9/8/2025 8:00:00 AM - 9:00:00 AM","45908.0833333333","218,686,273 Kbit","27991842960.7278","60,751 Kbit/s","7776159.9469","0 %","0.0000","100 %","0000009999"
"9/8/2025 9:00:00 AM - 10:00:00 AM","45908.1250000000","438,474,939 Kbit","56124792146.4961","121,806 Kbit/s","15591172.8346","0 %","0.0000","100 %","0000009999"
"9/8/2025 10:00:00 AM - 11:00:00 AM","45908.1666666667","702,601,909 Kbit","89933044329.7129","195,183 Kbit/s","24983483.1596","0 %","0.0000","100 %","0000009999"
"9/8/2025 11:00:00 AM - 12:00:00 PM","45908.2083333333","646,821,030 Kbit","82793091838.8736","179,685 Kbit/s","22999742.1588","0 %","0.0000","100 %","0000009999"
"9/8/2025 12:00:00 PM - 1:00:00 PM","45908.2500000000","571,310,059 Kbit","73127687574.8260","158,710 Kbit/s","20314939.4602","0 %","0.0000","100 %","0000009999"
"9/8/2025 1:00:00 PM - 2:00:00 PM","45908.2916666667","631,550,580 Kbit","80838474285.6661","175,445 Kbit/s","22456940.7774","0 %","0.0000","100 %","0000009999"
"9/8/2025 2:00:00 PM - 3:00:00 PM","45908.3333333333","678,586,094 Kbit","86859020077.1663","188,512 Kbit/s","24129583.4022","0 %","0.0000","100 %","0000009999"
"9/8/2025 3:00:00 PM - 4:00:00 PM","45908.3750000000","737,854,315 Kbit","94445352295.6741","204,975 Kbit/s","26236860.7269","0 %","0.0000","100 %","0000009999"
"9/8/2025 4:00:00 PM - 5:00:00 PM","45908.4166666667","357,669,778 Kbit","45781731644.1273","99,361 Kbit/s","12718172.1984","0 %","0.0000","100 %","0000009999"
"9/8/2025 5:00:00 PM - 6:00:00 PM","45908.4583333333","87,707,546 Kbit","11226565947.2787","24,366 Kbit/s","3118793.7570","0 %","0.0000","100 %","0000009999"
"9/8/2025 6:00:00 PM - 7:00:00 PM","45908.5000000000","26,156,223 Kbit","3347996518.8547","7,266 Kbit/s","930076.5394","0 %","0.0000","100 %","0000009999"
"9/8/2025 7:00:00 PM - 8:00:00 PM","45908.5416666667","5,273,016 Kbit","674946072.7267","1,465 Kbit/s","187500.6453","0 %","0.0000","100 %","0000009999"
"9/8/2025 8:00:00 PM - 9:00:00 PM","45908.5833333333","1,382,760 Kbit","176993234.0488","384 Kbit/s","49169.0212","0 %","0.0000","100 %","0000009999"
"9/8/2025 9:00:00 PM - 10:00:00 PM","45908.6250000000","1,551,889 Kbit","198641748.5639","431 Kbit/s","55182.8621","0 %","0.0000","100 %","0000009999"
"9/8/2025 10:00:00 PM - 11:00:00 PM","45908.6666666667","1,018,893 Kbit","130418287.9477","283 Kbit/s","36230.3214","0 %","0.0000","100 %","0000009999"
"9/8/2025 11:00:00 PM - 12:00:00 AM","45908.7083333333","705,838 Kbit","90347218.8648","196 Kbit/s","25098.4715","0 %","0.0000","100 %","0000009999"
"9/9/2025 12:00:00 AM - 1:00:00 AM","45908.7500000000","699,350 Kbit","89516748.4407","194 Kbit/s","24867.5594","0 %","0.0000","100 %","0000009999"
"9/9/2025 1:00:00 AM - 2:00:00 AM","45908.7916666667","1,217,207 Kbit","155802446.6283","338 Kbit/s","43281.7035","0 %","0.0000","100 %","0000009999"
"9/9/2025 2:00:00 AM - 3:00:00 AM","45908.8333333333","1,419,573 Kbit","181705354.1987","394 Kbit/s","50478.4769","0 %","0.0000","100 %","0000009999"
"9/9/2025 3:00:00 AM - 4:00:00 AM","45908.8750000000","977,529 Kbit","125123658.0263","272 Kbit/s","34759.1786","0 %","0.0000","100 %","0000009999"
"9/9/2025 4:00:00 AM - 5:00:00 AM","45908.9166666667","1,044,394 Kbit","133682473.1333","290 Kbit/s","37136.8056","0 %","0.0000","100 %","0000009999"
"9/9/2025 5:00:00 AM - 6:00:00 AM","45908.9583333333","680,688 Kbit","87128042.8974","189 Kbit/s","24204.3856","0 %","0.0000","100 %","0000009999"
"9/9/2025 6:00:00 AM - 7:00:00 AM","45909.0000000000","1,253,390 Kbit","160433947.5180","348 Kbit/s","44569.4424","0 %","0.0000","100 %","0000009999"
"9/9/2025 7:00:00 AM - 8:00:00 AM","45909.0416666667","14,507,355 Kbit","1856941495.5337","4,030 Kbit/s","515857.2043","0 %","0.0000","100 %","0000009999"
"9/9/2025 8:00:00 AM - 9:00:00 AM","45909.0833333333","141,540,429 Kbit","18117174959.8690","39,320 Kbit/s","5032981.9956","0 %","0.0000","100 %","0000009999"
"9/9/2025 9:00:00 AM - 10:00:00 AM","45909.1250000000","308,903,478 Kbit","39539645211.8694","85,815 Kbit/s","10984333.2144","0 %","0.0000","100 %","0000009999"
"9/9/2025 10:00:00 AM - 11:00:00 AM","45909.1666666667","400,612,149 Kbit","51278355019.7470","111,290 Kbit/s","14245174.6034","0 %","0.0000","100 %","0000009999"
"9/9/2025 11:00:00 AM - 12:00:00 PM","45909.2083333333","337,579,144 Kbit","43210130489.0007","93,780 Kbit/s","12003881.0364","0 %","0.0000","100 %","0000009999"
"9/9/2025 12:00:00 PM - 1:00:00 PM","45909.2500000000","251,536,004 Kbit","32196608552.4903","69,877 Kbit/s","8944198.0355","0 %","0.0000","100 %","0000009999"
"9/9/2025 1:00:00 PM - 2:00:00 PM","45909.2916666667","333,877,526 Kbit","42736323283.1768","92,751 Kbit/s","11872190.2612","0 %","0.0000","100 %","0000009999"
"9/9/2025 2:00:00 PM - 3:00:00 PM","45909.3333333333","288,235,175 Kbit","36894102433.4808","80,073 Kbit/s","10249301.3064","0 %","0.0000","100 %","0000009999"
"9/9/2025 3:00:00 PM - 4:00:00 PM","45909.3750000000","364,533,118 Kbit","46660239086.4693","101,267 Kbit/s","12962149.6852","0 %","0.0000","100 %","0000009999"
"9/9/2025 4:00:00 PM - 5:00:00 PM","45909.4166666667","358,920,476 Kbit","45941820864.3266","99,708 Kbit/s","12762609.5542","0 %","0.0000","100 %","0000009999"
"9/9/2025 5:00:00 PM - 6:00:00 PM","45909.4583333333","75,548,224 Kbit","9670172620.1522","20,988 Kbit/s","2686412.7779","0 %","0.0000","100 %","0000009999"
"9/9/2025 6:00:00 PM - 7:00:00 PM","45909.5000000000","18,798,567 Kbit","2406216559.1279","5,222 Kbit/s","668445.4789","0 %","0.0000","100 %","0000009999"
"9/9/2025 7:00:00 PM - 8:00:00 PM","45909.5416666667","4,066,443 Kbit","520504695.1505","1,130 Kbit/s","144597.4907","0 %","0.0000","100 %","0000009999"
"9/9/2025 8:00:00 PM - 9:00:00 PM","45909.5833333333","763,895 Kbit","97778536.9239","212 Kbit/s","27163.1192","0 %","0.0000","100 %","0000009999"
"9/9/2025 9:00:00 PM - 10:00:00 PM","45909.6250000000","904,464 Kbit","115771385.6850","251 Kbit/s","32161.1303","0 %","0.0000","100 %","0000009999"
"9/9/2025 10:00:00 PM - 11:00:00 PM","45909.6666666667","731,531 Kbit","93635921.7600","203 Kbit/s","26012.1459","0 %","0.0000","100 %","0000009999"
"9/9/2025 11:00:00 PM - 12:00:00 AM","45909.7083333333","1,442,356 Kbit","184621631.6138","401 Kbit/s","51287.7756","0 %","0.0000","100 %","0000009999"
"9/10/2025 12:00:00 AM - 1:00:00 AM","45909.7500000000","3,437,776 Kbit","440035265.6271","955 Kbit/s","122243.5635","0 %","0.0000","100 %","0000009999"
"9/10/2025 1:00:00 AM - 2:00:00 AM","45909.7916666667","9,440,048 Kbit","1208326187.0882","2,622 Kbit/s","335672.2709","0 %","0.0000","100 %","0000009999"
"9/10/2025 2:00:00 AM - 3:00:00 AM","45909.8333333333","3,546,384 Kbit","453937095.0933","985 Kbit/s","126103.7959","0 %","0.0000","100 %","0000009999"
"9/10/2025 3:00:00 AM - 4:00:00 AM","45909.8750000000","976,280 Kbit","124963886.2141","271 Kbit/s","34714.5049","0 %","0.0000","100 %","0000009999"
"9/10/2025 4:00:00 AM - 5:00:00 AM","45909.9166666667","3,222,008 Kbit","412416998.9645","895 Kbit/s","114568.5519","0 %","0.0000","100 %","0000009999"
"9/10/2025 5:00:00 AM - 6:00:00 AM","45909.9583333333","5,126,471 Kbit","656188264.9960","1,424 Kbit/s","182289.2025","0 %","0.0000","100 %","0000009999"
"9/10/2025 6:00:00 AM - 7:00:00 AM","45910.0000000000","2,617,864 Kbit","335086594.3801","727 Kbit/s","93087.6254","0 %","0.0000","100 %","0000009999"
"9/10/2025 7:00:00 AM - 8:00:00 AM","45910.0416666667","55,259,913 Kbit","7073268801.4112","15,351 Kbit/s","1964955.1773","0 %","0.0000","100 %","0000009999"
"9/10/2025 8:00:00 AM - 9:00:00 AM","45910.0833333333","229,765,134 Kbit","29409937144.1792","63,828 Kbit/s","8170017.0413","0 %","0.0000","100 %","0000009999"
"9/10/2025 9:00:00 AM - 10:00:00 AM","45910.1250000000","514,828,065 Kbit","65897992380.0354","143,021 Kbit/s","18306625.1389","0 %","0.0000","100 %","0000009999"
"9/10/2025 10:00:00 AM - 11:00:00 AM","45910.1666666667","522,037,858 Kbit","66820845857.1694","145,022 Kbit/s","18562789.8440","0 %","0.0000","100 %","0000009999"
"9/10/2025 11:00:00 AM - 12:00:00 PM","45910.2083333333","440,343,439 Kbit","56363960209.9865","122,327 Kbit/s","15657916.9461","0 %","0.0000","100 %","0000009999"
"9/10/2025 12:00:00 PM - 1:00:00 PM","45910.2500000000","243,359,927 Kbit","31150070656.9931","67,606 Kbit/s","8653542.5709","0 %","0.0000","100 %","0000009999"
"9/10/2025 1:00:00 PM - 2:00:00 PM","45910.2916666667","266,466,189 Kbit","34107672189.1393","74,025 Kbit/s","9475142.9811","0 %","0.0000","100 %","0000009999"
"9/10/2025 2:00:00 PM - 3:00:00 PM","45910.3333333333","447,780,181 Kbit","57315863145.9485","124,394 Kbit/s","15922444.1955","0 %","0.0000","100 %","0000009999"
"9/10/2025 3:00:00 PM - 4:00:00 PM","45910.3750000000","243,146,145 Kbit","31122706533.2116","67,546 Kbit/s","8645892.7339","0 %","0.0000","100 %","0000009999"
"9/10/2025 4:00:00 PM - 5:00:00 PM","45910.4166666667","183,786,996 Kbit","23524735535.7258","51,056 Kbit/s","6535211.5142","0 %","0.0000","100 %","0000009999"
"9/10/2025 5:00:00 PM - 6:00:00 PM","45910.4583333333","106,709,392 Kbit","13658802166.5941","29,644 Kbit/s","3794406.8335","0 %","0.0000","100 %","0000009999"
"9/10/2025 6:00:00 PM - 7:00:00 PM","45910.5000000000","47,410,787 Kbit","6068580707.2119","13,171 Kbit/s","1685857.3512","0 %","0.0000","100 %","0000009999"
"9/10/2025 7:00:00 PM - 8:00:00 PM","45910.5416666667","21,860,527 Kbit","2798147475.1893","6,073 Kbit/s","777332.2838","0 %","0.0000","100 %","0000009999"
"9/10/2025 8:00:00 PM - 9:00:00 PM","45910.5833333333","24,079,785 Kbit","3082212474.3554","6,689 Kbit/s","856236.7280","0 %","0.0000","100 %","0000009999"
"9/10/2025 9:00:00 PM - 10:00:00 PM","45910.6250000000","11,196,916 Kbit","1433205292.5673","3,111 Kbit/s","398145.7601","0 %","0.0000","100 %","0000009999"
"9/10/2025 10:00:00 PM - 11:00:00 PM","45910.6666666667","936,979 Kbit","119933291.1570","260 Kbit/s","33317.7647","0 %","0.0000","100 %","0000009999"
"9/10/2025 11:00:00 PM - 12:00:00 AM","45910.7083333333","720,299 Kbit","92198318.2803","200 Kbit/s","25612.7072","0 %","0.0000","100 %","0000009999"
"9/11/2025 12:00:00 AM - 1:00:00 AM","45910.7500000000","769,504 Kbit","98496530.1004","214 Kbit/s","27362.5795","0 %","0.0000","100 %","0000009999"
"9/11/2025 1:00:00 AM - 2:00:00 AM","45910.7916666667","903,038 Kbit","115588864.5241","251 Kbit/s","32110.8722","0 %","0.0000","100 %","0000009999"
"9/11/2025 2:00:00 AM - 3:00:00 AM","45910.8333333333","873,372 Kbit","111791675.9728","243 Kbit/s","31055.8313","0 %","0.0000","100 %","0000009999"
"9/11/2025 3:00:00 AM - 4:00:00 AM","45910.8750000000","877,287 Kbit","112292752.5854","244 Kbit/s","31195.1175","0 %","0.0000","100 %","0000009999"
"9/11/2025 4:00:00 AM - 5:00:00 AM","45910.9166666667","1,150,456 Kbit","147258339.5239","320 Kbit/s","40908.6170","0 %","0.0000","100 %","0000009999"
"9/11/2025 5:00:00 AM - 6:00:00 AM","45910.9583333333","820,404 Kbit","105011659.1312","228 Kbit/s","29172.4984","0 %","0.0000","100 %","0000009999"
"9/11/2025 6:00:00 AM - 7:00:00 AM","45911.0000000000","1,404,858 Kbit","179821765.1297","390 Kbit/s","49954.3757","0 %","0.0000","100 %","0000009999"
"9/11/2025 7:00:00 AM - 8:00:00 AM","45911.0416666667","27,884,358 Kbit","3569197879.5968","7,746 Kbit/s","991520.9737","0 %","0.0000","100 %","0000009999"
"9/11/2025 8:00:00 AM - 9:00:00 AM","45911.0833333333","324,696,094 Kbit","41561100013.6519","90,201 Kbit/s","11545680.0725","0 %","0.0000","100 %","0000009999"
"9/11/2025 9:00:00 AM - 10:00:00 AM","45911.1250000000","601,933,852 Kbit","77047533058.6190","167,219 Kbit/s","21404054.5546","0 %","0.0000","100 %","0000009999"
"9/11/2025 10:00:00 AM - 11:00:00 AM","45911.1666666667","728,214,758 Kbit","93211489060.3177","202,299 Kbit/s","25894310.0823","0 %","0.0000","100 %","0000009999"
"9/11/2025 11:00:00 AM - 12:00:00 PM","45911.2083333333","712,466,081 Kbit","91195658382.0987","197,924 Kbit/s","25334238.5149","0 %","0.0000","100 %","0000009999"
"9/11/2025 12:00:00 PM - 1:00:00 PM","45911.2500000000","518,119,575 Kbit","66319305582.2773","143,934 Kbit/s","18423615.8064","0 %","0.0000","100 %","0000009999"
"9/11/2025 1:00:00 PM - 2:00:00 PM","45911.2916666667","610,610,843 Kbit","78158187958.0467","169,629 Kbit/s","21712477.4517","0 %","0.0000","100 %","0000009999"
"9/11/2025 2:00:00 PM - 3:00:00 PM","45911.3333333333","629,384,046 Kbit","80561157920.2609","174,845 Kbit/s","22380213.1091","0 %","0.0000","100 %","0000009999"
"9/11/2025 3:00:00 PM - 4:00:00 PM","45911.3750000000","634,034,155 Kbit","81156371901.8094","176,135 Kbit/s","22545315.4157","0 %","0.0000","100 %","0000009999"
"9/11/2025 4:00:00 PM - 5:00:00 PM","45911.4166666667","398,069,996 Kbit","50952959481.6954","110,585 Kbit/s","14154818.7432","0 %","0.0000","100 %","0000009999"
"9/11/2025 5:00:00 PM - 6:00:00 PM","45911.4583333333","213,314,056 Kbit","27304199194.1926","59,259 Kbit/s","7585110.7990","0 %","0.0000","100 %","0000009999"
"9/11/2025 6:00:00 PM - 7:00:00 PM","45911.5000000000","101,032,642 Kbit","12932178206.3968","28,067 Kbit/s","3592581.0851","0 %","0.0000","100 %","0000009999"
"9/11/2025 7:00:00 PM - 8:00:00 PM","45911.5416666667","93,571,390 Kbit","11977137876.7587","25,994 Kbit/s","3327232.2860","0 %","0.0000","100 %","0000009999"
"9/11/2025 8:00:00 PM - 9:00:00 PM","45911.5833333333","79,427,072 Kbit","10166665170.3841","22,065 Kbit/s","2824285.4799","0 %","0.0000","100 %","0000009999"
"9/11/2025 9:00:00 PM - 10:00:00 PM","45911.6250000000","65,607,216 Kbit","8397723682.5428","18,226 Kbit/s","2332882.4693","0 %","0.0000","100 %","0000009999"
"9/11/2025 10:00:00 PM - 11:00:00 PM","45911.6666666667","46,806,054 Kbit","5991174902.0293","13,003 Kbit/s","1664363.1940","0 %","0.0000","100 %","0000009999"
"9/11/2025 11:00:00 PM - 12:00:00 AM","45911.7083333333","25,851,896 Kbit","3309042644.0683","7,182 Kbit/s","919247.4558","0 %","0.0000","100 %","0000009999"
"9/12/2025 12:00:00 AM - 1:00:00 AM","45911.7500000000","5,612,306 Kbit","718375231.4810","1,559 Kbit/s","199566.4146","0 %","0.0000","100 %","0000009999"
"9/12/2025 1:00:00 AM - 2:00:00 AM","45911.7916666667","10,396,169 Kbit","1330709597.3659","2,888 Kbit/s","369668.2531","0 %","0.0000","100 %","0000009999"
"9/12/2025 2:00:00 AM - 3:00:00 AM","45911.8333333333","2,434,186 Kbit","311575830.9246","676 Kbit/s","86555.8145","0 %","0.0000","100 %","0000009999"
"9/12/2025 3:00:00 AM - 4:00:00 AM","45911.8750000000","822,733 Kbit","105309846.5022","229 Kbit/s","29255.0918","0 %","0.0000","100 %","0000009999"
"9/12/2025 4:00:00 AM - 5:00:00 AM","45911.9166666667","2,307,188 Kbit","295320113.6646","641 Kbit/s","82039.2900","0 %","0.0000","100 %","0000009999"
"9/12/2025 5:00:00 AM - 6:00:00 AM","45911.9583333333","1,229,278 Kbit","157347527.2502","341 Kbit/s","43710.9248","0 %","0.0000","100 %","0000009999"
"9/12/2025 6:00:00 AM - 7:00:00 AM","45912.0000000000","1,118,599 Kbit","143180659.4054","311 Kbit/s","39775.4990","0 %","0.0000","100 %","0000009999"
"9/12/2025 7:00:00 AM - 8:00:00 AM","45912.0416666667","28,591,221 Kbit","3659676321.0650","7,943 Kbit/s","1016658.6534","0 %","0.0000","100 %","0000009999"
"9/12/2025 8:00:00 AM - 9:00:00 AM","45912.0833333333","312,460,196 Kbit","39994905142.6993","86,801 Kbit/s","11110590.8928","0 %","0.0000","100 %","0000009999"
"9/12/2025 9:00:00 AM - 10:00:00 AM","45912.1250000000","592,163,233 Kbit","75796893887.1077","164,503 Kbit/s","21056330.4610","0 %","0.0000","100 %","0000009999"
"9/12/2025 10:00:00 AM - 11:00:00 AM","45912.1666666667","667,814,727 Kbit","85480285038.8105","185,517 Kbit/s","23746238.6280","0 %","0.0000","100 %","0000009999"
"9/12/2025 11:00:00 AM - 12:00:00 PM","45912.2083333333","325,035,285 Kbit","41604516509.5470","90,295 Kbit/s","11557773.2893","0 %","0.0000","100 %","0000009999"
"9/12/2025 12:00:00 PM - 1:00:00 PM","45912.2500000000","168,031,509 Kbit","21508033175.4246","46,679 Kbit/s","5974934.9740","0 %","0.0000","100 %","0000009999"
"9/12/2025 1:00:00 PM - 2:00:00 PM","45912.2916666667","196,681,075 Kbit","25175177604.7925","54,638 Kbit/s","6993726.5548","0 %","0.0000","100 %","0000009999"
"9/12/2025 2:00:00 PM - 3:00:00 PM","45912.3333333333","248,376,228 Kbit","31792157214.2971","68,999 Kbit/s","8831817.1680","0 %","0.0000","100 %","0000009999"
"9/12/2025 3:00:00 PM - 4:00:00 PM","45912.3750000000","415,650,941 Kbit","53203320468.8059","115,468 Kbit/s","14779890.7325","0 %","0.0000","100 %","0000009999"
"9/12/2025 4:00:00 PM - 5:00:00 PM","45912.4166666667","182,291,578 Kbit","23333322018.3483","50,641 Kbit/s","6482018.5066","0 %","0.0000","100 %","0000009999"
"9/12/2025 5:00:00 PM - 6:00:00 PM","45912.4583333333","117,624,813 Kbit","15055976075.4761","32,676 Kbit/s","4182587.3621","0 %","0.0000","100 %","0000009999"
"9/12/2025 6:00:00 PM - 7:00:00 PM","45912.5000000000","10,719,069 Kbit","1372040798.6574","2,978 Kbit/s","381149.9716","0 %","0.0000","100 %","0000009999"
"9/12/2025 7:00:00 PM - 8:00:00 PM","45912.5416666667","2,678,544 Kbit","342853594.0276","744 Kbit/s","95245.3111","0 %","0.0000","100 %","0000009999"
"9/12/2025 8:00:00 PM - 9:00:00 PM","45912.5833333333","818,417 Kbit","104757356.3365","227 Kbit/s","29101.6908","0 %","0.0000","100 %","0000009999"
"9/12/2025 9:00:00 PM - 10:00:00 PM","45912.6250000000","852,846 Kbit","109164286.6512","237 Kbit/s","30325.6031","0 %","0.0000","100 %","0000009999"
"9/12/2025 10:00:00 PM - 11:00:00 PM","45912.6666666667","653,329 Kbit","83626091.4527","181 Kbit/s","23231.5349","0 %","0.0000","100 %","0000009999"
"9/12/2025 11:00:00 PM - 12:00:00 AM","45912.7083333333","672,243 Kbit","86047047.2983","187 Kbit/s","23903.8168","0 %","0.0000","100 %","0000009999"
"9/13/2025 12:00:00 AM - 1:00:00 AM","45912.7500000000","683,233 Kbit","87453794.0465","190 Kbit/s","24294.5427","0 %","0.0000","100 %","0000009999"
"9/13/2025 1:00:00 AM - 2:00:00 AM","45912.7916666667","2,000,725 Kbit","256092838.2593","556 Kbit/s","71142.0376","0 %","0.0000","100 %","0000009999"
"9/13/2025 2:00:00 AM - 3:00:00 AM","45912.8333333333","3,815,389 Kbit","488369760.7282","1,060 Kbit/s","135670.7034","0 %","0.0000","100 %","0000009999"
"9/13/2025 3:00:00 AM - 4:00:00 AM","45912.8750000000","1,221,251 Kbit","156320078.3316","339 Kbit/s","43425.7422","0 %","0.0000","100 %","0000009999"
"9/13/2025 4:00:00 AM - 5:00:00 AM","45912.9166666667","750,111 Kbit","96014189.5515","208 Kbit/s","26672.9791","0 %","0.0000","100 %","0000009999"
"9/13/2025 5:00:00 AM - 6:00:00 AM","45912.9583333333","845,025 Kbit","108163214.9804","235 Kbit/s","30047.6745","0 %","0.0000","100 %","0000009999"
"9/13/2025 6:00:00 AM - 7:00:00 AM","45913.0000000000","1,118,494 Kbit","143167197.6834","311 Kbit/s","39772.0908","0 %","0.0000","100 %","0000009999"
"9/13/2025 7:00:00 AM - 8:00:00 AM","45913.0416666667","1,484,987 Kbit","190078352.7700","413 Kbit/s","52804.3828","0 %","0.0000","100 %","0000009999"
"9/13/2025 8:00:00 AM - 9:00:00 AM","45913.0833333333","825,312 Kbit","105639993.6880","229 Kbit/s","29346.6437","0 %","0.0000","100 %","0000009999"
"9/13/2025 9:00:00 AM - 10:00:00 AM","45913.1250000000","1,014,630 Kbit","129872596.8157","282 Kbit/s","36078.7279","0 %","0.0000","100 %","0000009999"
"9/13/2025 10:00:00 AM - 11:00:00 AM","45913.1666666667","1,402,326 Kbit","179497734.8236","390 Kbit/s","49864.4988","0 %","0.0000","100 %","0000009999"
"9/13/2025 11:00:00 AM - 12:00:00 PM","45913.2083333333","1,260,089 Kbit","161291449.7979","350 Kbit/s","44806.9144","0 %","0.0000","100 %","0000009999"
"9/13/2025 12:00:00 PM - 1:00:00 PM","45913.2500000000","1,016,906 Kbit","130163945.5540","282 Kbit/s","36159.3635","0 %","0.0000","100 %","0000009999"
"9/13/2025 1:00:00 PM - 2:00:00 PM","45913.2916666667","927,744 Kbit","118751230.7144","258 Kbit/s","32989.3854","0 %","0.0000","100 %","0000009999"
"9/13/2025 2:00:00 PM - 3:00:00 PM","45913.3333333333","1,123,741 Kbit","143838863.5487","312 Kbit/s","39958.7918","0 %","0.0000","100 %","0000009999"
"9/13/2025 3:00:00 PM - 4:00:00 PM","45913.3750000000","776,775 Kbit","99427262.9120","216 Kbit/s","27621.0626","0 %","0.0000","100 %","0000009999"
"9/13/2025 4:00:00 PM - 5:00:00 PM","45913.4166666667","654,600 Kbit","83788781.9810","182 Kbit/s","23276.6014","0 %","0.0000","100 %","0000009999"
"9/13/2025 5:00:00 PM - 6:00:00 PM","45913.4583333333","787,815 Kbit","100840300.1742","219 Kbit/s","28013.4511","0 %","0.0000","100 %","0000009999"
"9/13/2025 6:00:00 PM - 7:00:00 PM","45913.5000000000","1,320,136 Kbit","168977410.8927","367 Kbit/s","46941.5599","0 %","0.0000","100 %","0000009999"
"9/13/2025 7:00:00 PM - 8:00:00 PM","45913.5416666667","674,646 Kbit","86354702.2615","187 Kbit/s","23989.4164","0 %","0.0000","100 %","0000009999"
"9/13/2025 8:00:00 PM - 9:00:00 PM","45913.5833333333","683,630 Kbit","87504583.2694","190 Kbit/s","24308.5843","0 %","0.0000","100 %","0000009999"
"9/13/2025 9:00:00 PM - 10:00:00 PM","45913.6250000000","791,880 Kbit","101360694.5293","220 Kbit/s","28157.8603","0 %","0.0000","100 %","0000009999"
"9/13/2025 10:00:00 PM - 11:00:00 PM","45913.6666666667","655,683 Kbit","83927422.5124","182 Kbit/s","23315.1806","0 %","0.0000","100 %","0000009999"
"9/13/2025 11:00:00 PM - 12:00:00 AM","45913.7083333333","759,939 Kbit","97272228.1941","211 Kbit/s","27022.2402","0 %","0.0000","100 %","0000009999"
"9/14/2025 12:00:00 AM - 1:00:00 AM","45913.7500000000","683,022 Kbit","87426817.3140","190 Kbit/s","24287.1835","0 %","0.0000","100 %","0000009999"
"9/14/2025 1:00:00 AM - 2:00:00 AM","45913.7916666667","1,730,205 Kbit","221466268.9236","481 Kbit/s","61523.1932","0 %","0.0000","100 %","0000009999"
"9/14/2025 2:00:00 AM - 3:00:00 AM","45913.8333333333","2,588,490 Kbit","331326720.5690","719 Kbit/s","92042.1033","0 %","0.0000","100 %","0000009999"
"9/14/2025 3:00:00 AM - 4:00:00 AM","45913.8750000000","1,358,571 Kbit","173897142.2896","377 Kbit/s","48308.1165","0 %","0.0000","100 %","0000009999"
"9/14/2025 4:00:00 AM - 5:00:00 AM","45913.9166666667","710,687 Kbit","90967890.8023","197 Kbit/s","25271.1049","0 %","0.0000","100 %","0000009999"
"9/14/2025 5:00:00 AM - 6:00:00 AM","45913.9583333333","798,562 Kbit","102215981.5681","222 Kbit/s","28395.6156","0 %","0.0000","100 %","0000009999"
"9/14/2025 6:00:00 AM - 7:00:00 AM","45914.0000000000","1,192,188 Kbit","152600051.8611","331 Kbit/s","42392.7893","0 %","0.0000","100 %","0000009999"
"9/14/2025 7:00:00 AM - 8:00:00 AM","45914.0416666667","687,720 Kbit","88028107.0399","191 Kbit/s","24454.2898","0 %","0.0000","100 %","0000009999"
"9/14/2025 8:00:00 AM - 9:00:00 AM","45914.0833333333","669,434 Kbit","85687492.8748","186 Kbit/s","23803.8666","0 %","0.0000","100 %","0000009999"
"9/14/2025 9:00:00 AM - 10:00:00 AM","45914.1250000000","814,478 Kbit","104253193.4426","226 Kbit/s","28961.7143","0 %","0.0000","100 %","0000009999"
"9/14/2025 10:00:00 AM - 11:00:00 AM","45914.1666666667","673,205 Kbit","86170217.2781","187 Kbit/s","23938.0998","0 %","0.0000","100 %","0000009999"
"9/14/2025 11:00:00 AM - 12:00:00 PM","45914.2083333333","715,417 Kbit","91573367.1512","199 Kbit/s","25439.3077","0 %","0.0000","100 %","0000009999"
"9/14/2025 12:00:00 PM - 1:00:00 PM","45914.2500000000","792,314 Kbit","101416214.3194","220 Kbit/s","28173.2836","0 %","0.0000","100 %","0000009999"
"9/14/2025 1:00:00 PM - 2:00:00 PM","45914.2916666667","736,848 Kbit","94316497.3686","205 Kbit/s","26200.9921","0 %","0.0000","100 %","0000009999"
"9/14/2025 2:00:00 PM - 3:00:00 PM","45914.3333333333","709,795 Kbit","90853718.2437","197 Kbit/s","25239.5277","0 %","0.0000","100 %","0000009999"
"9/14/2025 3:00:00 PM - 4:00:00 PM","45914.3750000000","1,047,840 Kbit","134123476.4590","291 Kbit/s","37259.6262","0 %","0.0000","100 %","0000009999"
"9/14/2025 4:00:00 PM - 5:00:00 PM","45914.4166666667","698,550 Kbit","89414356.3249","194 Kbit/s","24839.5292","0 %","0.0000","100 %","0000009999"
