"Date Time","Date Time(RAW)","Traffic Total (volume)","Traffic Total (volume)(RAW)","Traffic Total (speed)","Traffic Total (speed)(RAW)","Traffic In (volume)","Traffic In (volume)(RAW)","Traffic In (speed)","Traffic In (speed)(RAW)","Traffic Out (volume)","Traffic Out (volume)(RAW)","Traffic Out (speed)","Traffic Out (speed)(RAW)","Downtime","Downtime(RAW)","Coverage","Coverage(RAW)"
"10/1/2025 2:00:00 PM - 3:00:00 PM","45931.3333333333","442,909 MByte","464423768173.7935","1,216 Mbit/s","152035305.5360","71,608 MByte","75086128076.3465","197 Mbit/s","24580443.9951","371,301 MByte","389337640097.4470","1,020 Mbit/s","127454861.5408","0 %","0.0000","85 %","0000008485"
"10/1/2025 3:00:00 PM - 4:00:00 PM","45931.3750000000","476,977 MByte","500146399215.1232","1,112 Mbit/s","138940747.7867","89,285 MByte","93621951073.1535","208 Mbit/s","26008192.6247","387,692 MByte","406524448141.9697","903 Mbit/s","112932555.1619","0 %","0.0000","100 %","0000009999"
"10/1/2025 4:00:00 PM - 5:00:00 PM","45931.4166666667","305,347 MByte","320179777573.3058","712 Mbit/s","88946486.3845","54,397 MByte","57039154889.2025","127 Mbit/s","15845574.1714","250,950 MByte","263140622684.1033","585 Mbit/s","73100912.2130","0 %","0.0000","100 %","0000009999"
"10/1/2025 5:00:00 PM - 6:00:00 PM","45931.4583333333","155,015 MByte","162544857835.2382","361 Mbit/s","45155363.2087","23,175 MByte","24300925828.0933","54 Mbit/s","6750857.2507","131,840 MByte","138243932007.1449","307 Mbit/s","38404505.9581","0 %","0.0000","100 %","0000009999"
"10/1/2025 6:00:00 PM - 7:00:00 PM","45931.5000000000","97,484 MByte","102219882163.6393","227 Mbit/s","28396778.1103","9,129 MByte","9572846883.3112","21 Mbit/s","2659345.7464","88,355 MByte","92647035280.3281","206 Mbit/s","25737432.3639","0 %","0.0000","100 %","0000009999"
"10/1/2025 7:00:00 PM - 8:00:00 PM","45931.5416666667","21,208 MByte","22238307848.5316","49 Mbit/s","6177805.3922","2,460 MByte","2579965831.4044","5.73 Mbit/s","716714.9108","18,748 MByte","19658342017.1272","44 Mbit/s","5461090.4815","0 %","0.0000","100 %","0000009999"
"10/1/2025 8:00:00 PM - 9:00:00 PM","45931.5833333333","997 MByte","1045806151.3964","2.32 Mbit/s","290525.1121","550 MByte","576306327.8999","1.28 Mbit/s","160097.9879","448 MByte","469499823.4965","1.04 Mbit/s","130427.1243","0 %","0.0000","100 %","0000009999"
"10/1/2025 9:00:00 PM - 10:00:00 PM","45931.6250000000","4,798 MByte","5030778094.2692","11 Mbit/s","1397550.9400","566 MByte","593382285.5130","1.32 Mbit/s","164841.6916","4,232 MByte","4437395808.7562","9.86 Mbit/s","1232709.2485","0 %","0.0000","100 %","0000009999"
"10/1/2025 10:00:00 PM - 11:00:00 PM","45931.6666666667","1,238 MByte","1297797368.6221","2.88 Mbit/s","360525.3070","493 MByte","516831365.2157","1.15 Mbit/s","143574.6374","745 MByte","780966003.4065","1.74 Mbit/s","216950.6696","0 %","0.0000","100 %","0000009999"
"10/1/2025 11:00:00 PM - 12:00:00 AM","45931.7083333333","802 MByte","841020033.3887","1.87 Mbit/s","233637.4437","477 MByte","500601342.1610","1.11 Mbit/s","139068.2900","325 MByte","340418691.2276","0.76 Mbit/s","94569.1537","0 %","0.0000","100 %","0000009999"
"10/2/2025 12:00:00 AM - 1:00:00 AM","45931.7500000000","1,115 MByte","1169544693.4930","2.60 Mbit/s","324896.9908","554 MByte","580391931.8335","1.29 Mbit/s","161231.6256","562 MByte","589152761.6595","1.31 Mbit/s","163665.3652","0 %","0.0000","100 %","0000009999"
"10/2/2025 1:00:00 AM - 2:00:00 AM","45931.7916666667","1,132 MByte","1187278758.5441","2.64 Mbit/s","329825.3082","519 MByte","543701703.2182","1.21 Mbit/s","151039.9984","614 MByte","643577055.3258","1.43 Mbit/s","178785.3098","0 %","0.0000","100 %","0000009999"
"10/2/2025 2:00:00 AM - 3:00:00 AM","45931.8333333333","1,813 MByte","1901516576.4046","4.23 Mbit/s","528240.1343","492 MByte","516147458.1599","1.15 Mbit/s","143385.4461","1,321 MByte","1385369118.2447","3.08 Mbit/s","384854.6882","0 %","0.0000","100 %","0000009999"
"10/2/2025 3:00:00 AM - 4:00:00 AM","45931.8750000000","831 MByte","871843984.5283","1.94 Mbit/s","242199.0678","467 MByte","489277344.7128","1.09 Mbit/s","135921.7003","365 MByte","382566639.8155","0.85 Mbit/s","106277.3675","0 %","0.0000","100 %","0000009999"
"10/2/2025 4:00:00 AM - 5:00:00 AM","45931.9166666667","813 MByte","852475025.8332","1.89 Mbit/s","236819.0110","466 MByte","488543883.9272","1.09 Mbit/s","135718.3213","347 MByte","363931141.9060","0.81 Mbit/s","101100.6898","0 %","0.0000","100 %","0000009999"
"10/2/2025 5:00:00 AM - 6:00:00 AM","45931.9583333333","902 MByte","945914985.5684","2.10 Mbit/s","262778.9807","456 MByte","477683609.2847","1.06 Mbit/s","132702.4245","447 MByte","468231376.2837","1.04 Mbit/s","130076.5562","0 %","0.0000","100 %","0000009999"
"10/2/2025 6:00:00 AM - 7:00:00 AM","45932.0000000000","11,185 MByte","11728415484.5454","26 Mbit/s","3258146.6016","711 MByte","745360512.1131","1.66 Mbit/s","207060.6914","10,474 MByte","10983054972.4323","24 Mbit/s","3051085.9101","0 %","0.0000","100 %","0000009999"
"10/2/2025 7:00:00 AM - 8:00:00 AM","45932.0416666667","24,366 MByte","25549337559.8545","57 Mbit/s","7097570.5289","4,013 MByte","4208138438.4153","9.35 Mbit/s","1169015.0201","20,353 MByte","21341199121.4391","47 Mbit/s","5928555.5087","0 %","0.0000","100 %","0000009999"
"10/2/2025 8:00:00 AM - 9:00:00 AM","45932.0833333333","204,782 MByte","214729976338.7012","477 Mbit/s","59651689.5264","24,149 MByte","25322065811.7042","56 Mbit/s","7034434.7525","180,633 MByte","189407910526.9970","421 Mbit/s","52617254.7738","0 %","0.0000","100 %","0000009999"
"10/2/2025 9:00:00 AM - 10:00:00 AM","45932.1250000000","526,515 MByte","552090806613.6017","1,227 Mbit/s","153370912.2717","77,661 MByte","81433719462.8788","181 Mbit/s","22622299.9805","448,854 MByte","470657087150.7229","1,046 Mbit/s","130748612.2912","0 %","0.0000","100 %","0000009999"
"10/2/2025 10:00:00 AM - 11:00:00 AM","45932.1666666667","486,415 MByte","510043345129.6739","1,134 Mbit/s","141689727.2926","95,441 MByte","100077352243.9211","222 Mbit/s","27801426.8454","390,974 MByte","409965992885.7528","911 Mbit/s","113888300.4472","0 %","0.0000","100 %","0000009999"
"10/2/2025 11:00:00 AM - 12:00:00 PM","45932.2083333333","431,879 MByte","452857658309.3271","1,006 Mbit/s","125804277.6646","83,247 MByte","87290785987.5375","194 Mbit/s","24249461.3405","348,632 MByte","365566872321.7896","812 Mbit/s","101554816.3241","0 %","0.0000","100 %","0000009999"
"10/2/2025 12:00:00 PM - 1:00:00 PM","45932.2500000000","318,496 MByte","333967214620.8698","742 Mbit/s","92776144.3619","51,684 MByte","54195041625.5627","120 Mbit/s","15055391.0247","266,812 MByte","279772172995.3071","622 Mbit/s","77720753.3372","0 %","0.0000","100 %","0000009999"
"10/2/2025 1:00:00 PM - 2:00:00 PM","45932.2916666667","410,744 MByte","430696501065.5423","957 Mbit/s","119648220.0038","76,766 MByte","80494686512.6570","179 Mbit/s","22361560.7212","333,978 MByte","350201814552.8852","778 Mbit/s","97286659.2826","0 %","0.0000","100 %","0000009999"
"10/2/2025 2:00:00 PM - 3:00:00 PM","45932.3333333333","401,582 MByte","421089146303.9538","936 Mbit/s","116978955.5529","77,150 MByte","80897898561.8956","180 Mbit/s","22473511.2820","324,432 MByte","340191247742.0582","756 Mbit/s","94505444.2709","0 %","0.0000","100 %","0000009999"
"10/2/2025 3:00:00 PM - 4:00:00 PM","45932.3750000000","369,513 MByte","387462655810.0060","861 Mbit/s","107637485.2932","90,002 MByte","94374383988.2687","210 Mbit/s","26217291.4377","279,511 MByte","293088271821.7372","651 Mbit/s","81420193.8555","0 %","0.0000","100 %","0000009999"
"10/2/2025 4:00:00 PM - 5:00:00 PM","45932.4166666667","261,295 MByte","273987560609.8930","609 Mbit/s","76113575.6697","67,304 MByte","70573487528.3839","157 Mbit/s","19605271.3901","193,991 MByte","203414073081.5091","452 Mbit/s","56508304.2796","0 %","0.0000","100 %","0000009999"
"10/2/2025 5:00:00 PM - 6:00:00 PM","45932.4583333333","204,856 MByte","214807199636.7004","477 Mbit/s","59673307.8230","76,243 MByte","79946084161.9008","178 Mbit/s","22208972.9651","128,614 MByte","134861115474.7996","300 Mbit/s","37464334.8579","0 %","0.0000","100 %","0000009999"
"10/2/2025 6:00:00 PM - 7:00:00 PM","45932.5000000000","72,851 MByte","76389669567.9312","170 Mbit/s","21220590.5255","16,024 MByte","16802275128.3792","37 Mbit/s","4667570.9217","56,827 MByte","59587394439.5520","132 Mbit/s","16553019.6038","0 %","0.0000","100 %","0000009999"
"10/2/2025 7:00:00 PM - 8:00:00 PM","45932.5416666667","10,689 MByte","11208099811.7080","25 Mbit/s","3113594.5784","1,930 MByte","2023582664.6387","4.50 Mbit/s","562148.4569","8,759 MByte","9184517147.0694","20 Mbit/s","2551446.1215","0 %","0.0000","100 %","0000009999"
"10/2/2025 8:00:00 PM - 9:00:00 PM","45932.5833333333","2,785 MByte","2920687709.1050","6.49 Mbit/s","811376.5176","597 MByte","626272915.3920","1.39 Mbit/s","173980.6469","2,188 MByte","2294414793.7130","5.10 Mbit/s","637395.8707","0 %","0.0000","100 %","0000009999"
"10/2/2025 9:00:00 PM - 10:00:00 PM","45932.6250000000","1,464 MByte","1535154161.3351","3.41 Mbit/s","426462.5116","505 MByte","529746953.2115","1.18 Mbit/s","147162.5599","959 MByte","1005407208.1236","2.23 Mbit/s","279299.9517","0 %","0.0000","100 %","0000009999"
"10/2/2025 10:00:00 PM - 11:00:00 PM","45932.6666666667","1,044 MByte","1095006144.5882","2.43 Mbit/s","304193.7230","466 MByte","488578118.6110","1.09 Mbit/s","135727.4547","578 MByte","606428025.9772","1.35 Mbit/s","168466.2683","0 %","0.0000","100 %","0000009999"
"10/2/2025 11:00:00 PM - 12:00:00 AM","45932.7083333333","922 MByte","966460807.7500","2.15 Mbit/s","268479.2341","467 MByte","489679140.0695","1.09 Mbit/s","136031.0521","455 MByte","476781667.6805","1.06 Mbit/s","132448.1820","0 %","0.0000","100 %","0000009999"
"10/3/2025 12:00:00 AM - 1:00:00 AM","45932.7500000000","1,348 MByte","1413000828.6936","3.14 Mbit/s","392529.6699","495 MByte","519096769.3651","1.15 Mbit/s","144204.3624","852 MByte","893904059.3285","1.99 Mbit/s","248325.3075","0 %","0.0000","100 %","0000009999"
"10/3/2025 1:00:00 AM - 2:00:00 AM","45932.7916666667","1,188 MByte","1245878451.4028","2.77 Mbit/s","346101.3824","500 MByte","524409505.3533","1.17 Mbit/s","145679.4237","688 MByte","721468946.0495","1.60 Mbit/s","200421.9588","0 %","0.0000","100 %","0000009999"
"10/3/2025 2:00:00 AM - 3:00:00 AM","45932.8333333333","1,095 MByte","1148072916.6912","2.55 Mbit/s","318931.2915","484 MByte","507197650.4222","1.13 Mbit/s","140898.0208","611 MByte","640875266.2690","1.42 Mbit/s","178033.2707","0 %","0.0000","100 %","0000009999"
"10/3/2025 3:00:00 AM - 4:00:00 AM","45932.8750000000","1,160 MByte","1216460599.0850","2.70 Mbit/s","337925.4343","486 MByte","509792293.1970","1.13 Mbit/s","141617.2313","674 MByte","706668305.8880","1.57 Mbit/s","196308.2029","0 %","0.0000","100 %","0000009999"
"10/3/2025 4:00:00 AM - 5:00:00 AM","45932.9166666667","941 MByte","987089734.9541","2.19 Mbit/s","274212.9207","466 MByte","489025446.8125","1.09 Mbit/s","135850.9681","475 MByte","498064288.1416","1.11 Mbit/s","138361.9526","0 %","0.0000","100 %","0000009999"
"10/3/2025 5:00:00 AM - 6:00:00 AM","45932.9583333333","1,139 MByte","1194210928.4399","2.65 Mbit/s","331750.1392","470 MByte","492631373.6780","1.09 Mbit/s","136852.3122","669 MByte","701579554.7619","1.56 Mbit/s","194897.8270","0 %","0.0000","100 %","0000009999"
"10/3/2025 6:00:00 AM - 7:00:00 AM","45933.0000000000","1,963 MByte","2057968381.2588","4.57 Mbit/s","571695.9967","586 MByte","614816122.2175","1.37 Mbit/s","170793.6424","1,376 MByte","1443152259.0413","3.21 Mbit/s","400902.3543","0 %","0.0000","100 %","0000009999"
"10/3/2025 7:00:00 AM - 8:00:00 AM","45933.0416666667","28,454 MByte","29836239923.4406","66 Mbit/s","8288535.1344","2,302 MByte","2413827543.9705","5.36 Mbit/s","670563.5314","26,152 MByte","27422412379.4701","61 Mbit/s","7617971.6030","0 %","0.0000","100 %","0000009999"
"10/3/2025 8:00:00 AM - 9:00:00 AM","45933.0833333333","349,392 MByte","366363606937.8676","814 Mbit/s","101776149.9397","20,847 MByte","21860048245.4655","49 Mbit/s","6072741.6855","328,544 MByte","344503558692.4021","766 Mbit/s","95703408.2541","0 %","0.0000","100 %","0000009999"
"10/3/2025 9:00:00 AM - 10:00:00 AM","45933.1250000000","780,650 MByte","818570966557.2152","1,819 Mbit/s","227400405.7453","60,561 MByte","63502402465.8633","141 Mbit/s","17641075.3331","720,089 MByte","755068564091.3519","1,678 Mbit/s","209759330.4122","0 %","0.0000","100 %","0000009999"
"10/3/2025 10:00:00 AM - 11:00:00 AM","45933.1666666667","606,807 MByte","636282999414.3933","1,414 Mbit/s","176760007.6157","72,672 MByte","76202145191.7972","169 Mbit/s","21169026.6388","534,135 MByte","560080854222.5961","1,245 Mbit/s","155590980.9769","0 %","0.0000","100 %","0000009999"
"10/3/2025 11:00:00 AM - 12:00:00 PM","45933.2083333333","270,755 MByte","283906759420.1581","743 Mbit/s","92847346.5783","48,497 MByte","50853159841.5035","133 Mbit/s","16630745.1293","222,257 MByte","233053599578.6546","610 Mbit/s","76216601.4490","3 %","3.3600","99 %","0000009916"
"10/3/2025 12:00:00 PM - 1:00:00 PM","45933.2500000000","182,686 MByte","191560573675.4420","426 Mbit/s","53215852.9416","32,661 MByte","34247830248.3236","76 Mbit/s","9514105.4503","150,025 MByte","157312743427.1184","350 Mbit/s","43701747.4913","0 %","0.0000","100 %","0000009999"
"10/3/2025 1:00:00 PM - 2:00:00 PM","45933.2916666667","263,078 MByte","275857346614.0857","613 Mbit/s","76632575.3010","47,301 MByte","49598511863.9145","110 Mbit/s","13778359.5104","215,777 MByte","226258834750.1712","503 Mbit/s","62854215.7906","0 %","0.0000","100 %","0000009999"
"10/3/2025 2:00:00 PM - 3:00:00 PM","45933.3333333333","296,194 MByte","310581571759.2531","690 Mbit/s","86280088.4963","61,838 MByte","64842290903.9086","144 Mbit/s","18013298.6185","234,355 MByte","245739280855.3444","546 Mbit/s","68266789.8778","0 %","0.0000","100 %","0000009999"
"10/3/2025 3:00:00 PM - 4:00:00 PM","45933.3750000000","280,252 MByte","293865161018.3672","653 Mbit/s","81635787.6102","46,331 MByte","48581599633.3922","108 Mbit/s","13495975.9629","233,921 MByte","245283561384.9750","545 Mbit/s","68139811.6473","0 %","0.0000","100 %","0000009999"
"10/3/2025 4:00:00 PM - 5:00:00 PM","45933.4166666667","223,256 MByte","234100685534.9219","520 Mbit/s","65033026.3284","31,438 MByte","32964825036.5732","73 Mbit/s","9157608.1019","191,818 MByte","201135860498.3487","447 Mbit/s","55875418.2265","0 %","0.0000","100 %","0000009999"
"10/3/2025 5:00:00 PM - 6:00:00 PM","45933.4583333333","137,339 MByte","144010637035.9540","320 Mbit/s","40005955.1788","14,967 MByte","15694429803.8157","35 Mbit/s","4359890.8262","122,372 MByte","128316207232.1383","285 Mbit/s","35646064.3526","0 %","0.0000","100 %","0000009999"
"10/3/2025 6:00:00 PM - 7:00:00 PM","45933.5000000000","53,299 MByte","55887596099.0790","124 Mbit/s","15525496.6620","4,465 MByte","4681394378.9998","10 Mbit/s","1300484.8639","48,834 MByte","51206201720.0792","114 Mbit/s","14225011.7981","0 %","0.0000","100 %","0000009999"
"10/3/2025 7:00:00 PM - 8:00:00 PM","45933.5416666667","33,018 MByte","34622353358.2219","77 Mbit/s","9618041.7304","1,981 MByte","2077451066.3790","4.62 Mbit/s","577113.0241","31,037 MByte","32544902291.8430","72 Mbit/s","9040928.7063","0 %","0.0000","100 %","0000009999"
"10/3/2025 8:00:00 PM - 9:00:00 PM","45933.5833333333","839 MByte","879796216.1400","1.96 Mbit/s","244404.1314","472 MByte","494845636.4989","1.10 Mbit/s","137466.2857","367 MByte","384950579.6411","0.86 Mbit/s","106937.8458","0 %","0.0000","100 %","0000009999"
"10/3/2025 9:00:00 PM - 10:00:00 PM","45933.6250000000","964 MByte","1010784960.2513","2.25 Mbit/s","280793.8796","480 MByte","503321485.5833","1.12 Mbit/s","139821.6220","484 MByte","507463474.6680","1.13 Mbit/s","140972.2576","0 %","0.0000","100 %","0000009999"
"10/3/2025 10:00:00 PM - 11:00:00 PM","45933.6666666667","877 MByte","920005489.4218","2.04 Mbit/s","255578.3786","452 MByte","473762859.2713","1.05 Mbit/s","131611.7619","426 MByte","446242630.1505","1 Mbit/s","123966.6167","0 %","0.0000","100 %","0000009999"
"10/3/2025 11:00:00 PM - 12:00:00 AM","45933.7083333333","1,041 MByte","1091826042.6936","2.43 Mbit/s","303311.1303","460 MByte","482726471.8596","1.07 Mbit/s","134102.2343","581 MByte","609099570.8340","1.35 Mbit/s","169208.8960","0 %","0.0000","100 %","0000009999"
"10/4/2025 12:00:00 AM - 1:00:00 AM","45933.7500000000","707 MByte","741563199.3415","1.65 Mbit/s","206008.0894","458 MByte","480157610.7898","1.07 Mbit/s","133388.9709","249 MByte","261405588.5517","0.58 Mbit/s","72619.1185","0 %","0.0000","100 %","0000009999"
"10/4/2025 1:00:00 AM - 2:00:00 AM","45933.7916666667","735 MByte","770984315.2602","1.71 Mbit/s","214179.5631","483 MByte","506514903.8467","1.13 Mbit/s","140709.9194","252 MByte","264469411.4135","0.59 Mbit/s","73469.6438","0 %","0.0000","100 %","0000009999"
"10/4/2025 2:00:00 AM - 3:00:00 AM","45933.8333333333","1,145 MByte","1200531389.1791","2.67 Mbit/s","333509.6603","463 MByte","485164609.4688","1.08 Mbit/s","134779.5531","682 MByte","715366779.7103","1.59 Mbit/s","198730.1072","0 %","0.0000","100 %","0000009999"
"10/4/2025 3:00:00 AM - 4:00:00 AM","45933.8750000000","945 MByte","990449490.6168","2.20 Mbit/s","275144.7301","475 MByte","497969126.7868","1.11 Mbit/s","138334.7483","470 MByte","492480363.8299","1.09 Mbit/s","136809.9818","0 %","0.0000","100 %","0000009999"
"10/4/2025 4:00:00 AM - 5:00:00 AM","45933.9166666667","798 MByte","837014039.0711","1.86 Mbit/s","232522.6307","455 MByte","477296721.1577","1.06 Mbit/s","132593.1037","343 MByte","359717317.9134","0.80 Mbit/s","99929.5271","0 %","0.0000","100 %","0000009999"
"10/4/2025 5:00:00 AM - 6:00:00 AM","45933.9583333333","1,079 MByte","1131405094.5784","2.51 Mbit/s","314302.7656","467 MByte","489358122.4444","1.09 Mbit/s","135943.0075","612 MByte","642046972.1339","1.43 Mbit/s","178359.7581","0 %","0.0000","100 %","0000009999"
"10/4/2025 6:00:00 AM - 7:00:00 AM","45934.0000000000","1,261 MByte","1321909921.9965","2.94 Mbit/s","367227.8029","495 MByte","519173262.5591","1.15 Mbit/s","144226.8141","766 MByte","802736659.4374","1.78 Mbit/s","223000.9888","0 %","0.0000","100 %","0000009999"
"10/4/2025 7:00:00 AM - 8:00:00 AM","45934.0416666667","1,488 MByte","1560302016.5937","3.47 Mbit/s","433448.5314","480 MByte","503359633.2037","1.12 Mbit/s","139832.2193","1,008 MByte","1056942383.3900","2.35 Mbit/s","293616.3121","0 %","0.0000","100 %","0000009999"
"10/4/2025 8:00:00 AM - 9:00:00 AM","45934.0833333333","784 MByte","821768367.4564","1.83 Mbit/s","228283.5757","453 MByte","475212930.3049","1.06 Mbit/s","132012.0259","331 MByte","346555437.1515","0.77 Mbit/s","96271.5499","0 %","0.0000","100 %","0000009999"
"10/4/2025 9:00:00 AM - 10:00:00 AM","45934.1250000000","948 MByte","993931370.0835","2.21 Mbit/s","276114.2898","475 MByte","497891929.5870","1.11 Mbit/s","138314.4558","473 MByte","496039440.4965","1.10 Mbit/s","137799.8340","0 %","0.0000","100 %","0000009999"
"10/4/2025 10:00:00 AM - 11:00:00 AM","45934.1666666667","6,993 MByte","7333142107.9156","16 Mbit/s","2037148.0225","681 MByte","714401884.3040","1.59 Mbit/s","198460.9550","6,312 MByte","6618740223.6115","15 Mbit/s","1838687.0675","0 %","0.0000","100 %","0000009999"
"10/4/2025 11:00:00 AM - 12:00:00 PM","45934.2083333333","10,300 MByte","10800371735.8758","24 Mbit/s","3000319.9497","1,123 MByte","1177531239.7300","2.62 Mbit/s","327115.6361","9,177 MByte","9622840496.1458","21 Mbit/s","2673204.3137","0 %","0.0000","100 %","0000009999"
"10/4/2025 12:00:00 PM - 1:00:00 PM","45934.2500000000","6,186 MByte","6486255569.3209","14 Mbit/s","1801882.8098","948 MByte","993683764.0584","2.21 Mbit/s","276045.5048","5,238 MByte","5492571805.2625","12 Mbit/s","1525837.3050","0 %","0.0000","100 %","0000009999"
"10/4/2025 1:00:00 PM - 2:00:00 PM","45934.2916666667","1,934 MByte","2028212375.3472","4.51 Mbit/s","563440.8450","677 MByte","709888305.6146","1.58 Mbit/s","197208.1778","1,257 MByte","1318324069.7326","2.93 Mbit/s","366232.6672","0 %","0.0000","100 %","0000009999"
"10/4/2025 2:00:00 PM - 3:00:00 PM","45934.3333333333","3,748 MByte","3929882312.8415","8.73 Mbit/s","1091727.9857","1,141 MByte","1196663158.9530","2.66 Mbit/s","332435.0594","2,607 MByte","2733219153.8885","6.07 Mbit/s","759292.9263","0 %","0.0000","100 %","0000009999"
"10/4/2025 3:00:00 PM - 4:00:00 PM","45934.3750000000","2,943 MByte","3086198112.2506","6.86 Mbit/s","857336.7907","711 MByte","745782009.8178","1.66 Mbit/s","207176.0566","2,232 MByte","2340416102.4327","5.20 Mbit/s","650160.7341","0 %","0.0000","100 %","0000009999"
"10/4/2025 4:00:00 PM - 5:00:00 PM","45934.4166666667","1,270 MByte","1332084064.5908","2.96 Mbit/s","370051.1051","482 MByte","505231807.2260","1.12 Mbit/s","140352.6951","789 MByte","826852257.3648","1.84 Mbit/s","229698.4100","0 %","0.0000","100 %","0000009999"
"10/4/2025 5:00:00 PM - 6:00:00 PM","45934.4583333333","762 MByte","798750444.3531","1.78 Mbit/s","221894.2310","446 MByte","467592325.0874","1.04 Mbit/s","129897.9426","316 MByte","331158119.2658","0.74 Mbit/s","91996.2884","0 %","0.0000","100 %","0000009999"
"10/4/2025 6:00:00 PM - 7:00:00 PM","45934.5000000000","841 MByte","881514607.8133","1.96 Mbit/s","244887.6169","485 MByte","508196852.9021","1.13 Mbit/s","141178.7339","356 MByte","373317754.9112","0.83 Mbit/s","103708.8830","0 %","0.0000","100 %","0000009999"
"10/4/2025 7:00:00 PM - 8:00:00 PM","45934.5416666667","715 MByte","749566939.4302","1.67 Mbit/s","208229.2343","453 MByte","474582112.8901","1.05 Mbit/s","131838.6188","262 MByte","274984826.5401","0.61 Mbit/s","76390.6155","0 %","0.0000","100 %","0000009999"
"10/4/2025 8:00:00 PM - 9:00:00 PM","45934.5833333333","696 MByte","729747188.8405","1.62 Mbit/s","202722.7567","458 MByte","480189432.3383","1.07 Mbit/s","133395.9581","238 MByte","249557756.5022","0.55 Mbit/s","69326.7985","0 %","0.0000","100 %","0000009999"
"10/4/2025 9:00:00 PM - 10:00:00 PM","45934.6250000000","688 MByte","721335400.9358","1.60 Mbit/s","200386.5303","456 MByte","477727944.2701","1.06 Mbit/s","132712.5288","232 MByte","243607456.6657","0.54 Mbit/s","67674.0015","0 %","0.0000","100 %","0000009999"
"10/4/2025 10:00:00 PM - 11:00:00 PM","45934.6666666667","781 MByte","818450765.1679","1.82 Mbit/s","227364.4871","457 MByte","478731345.8281","1.06 Mbit/s","132990.9037","324 MByte","339719419.3398","0.75 Mbit/s","94373.5834","0 %","0.0000","100 %","0000009999"
"10/4/2025 11:00:00 PM - 12:00:00 AM","45934.7083333333","716 MByte","750280744.4392","1.67 Mbit/s","208425.7919","459 MByte","481417527.5318","1.07 Mbit/s","133736.3782","256 MByte","268863216.9073","0.60 Mbit/s","74689.4137","0 %","0.0000","100 %","0000009999"
"10/5/2025 12:00:00 AM - 1:00:00 AM","45934.7500000000","879 MByte","921499567.2532","2.05 Mbit/s","255991.3014","505 MByte","529669499.6652","1.18 Mbit/s","147141.4522","374 MByte","391830067.5880","0.87 Mbit/s","108849.8492","0 %","0.0000","100 %","0000009999"
"10/5/2025 1:00:00 AM - 2:00:00 AM","45934.7916666667","708 MByte","742030415.9978","1.65 Mbit/s","206133.8749","461 MByte","483254755.7338","1.07 Mbit/s","134246.7548","247 MByte","258775660.2640","0.58 Mbit/s","71887.1200","0 %","0.0000","100 %","0000009999"
"10/5/2025 2:00:00 AM - 3:00:00 AM","45934.8333333333","898 MByte","941648031.3853","2.09 Mbit/s","261587.7901","469 MByte","492227117.2237","1.09 Mbit/s","136739.6304","429 MByte","449420914.1617","1 Mbit/s","124848.1596","0 %","0.0000","100 %","0000009999"
"10/5/2025 3:00:00 AM - 4:00:00 AM","45934.8750000000","882 MByte","924707641.2138","2.06 Mbit/s","256883.2135","471 MByte","493877348.8763","1.10 Mbit/s","137198.8235","411 MByte","430830292.3375","0.96 Mbit/s","119684.3900","0 %","0.0000","100 %","0000009999"
"10/5/2025 4:00:00 AM - 5:00:00 AM","45934.9166666667","748 MByte","784702325.1908","1.74 Mbit/s","217991.0340","463 MByte","485197688.3303","1.08 Mbit/s","134788.3680","286 MByte","299504636.8605","0.67 Mbit/s","83202.6660","0 %","0.0000","100 %","0000009999"
"10/5/2025 5:00:00 AM - 6:00:00 AM","45934.9583333333","690 MByte","723816541.5088","1.61 Mbit/s","201078.0240","446 MByte","467560373.7153","1.04 Mbit/s","129889.4273","244 MByte","256256167.7935","0.57 Mbit/s","71188.5967","0 %","0.0000","100 %","0000009999"
"10/5/2025 6:00:00 AM - 7:00:00 AM","45935.0000000000","1,285 MByte","1347396644.8285","3 Mbit/s","374305.9585","454 MByte","475953532.8798","1.06 Mbit/s","132219.5984","831 MByte","871443111.9487","1.94 Mbit/s","242086.3600","0 %","0.0000","100 %","0000009999"
"10/5/2025 7:00:00 AM - 8:00:00 AM","45935.0416666667","749 MByte","785049867.3716","1.74 Mbit/s","218086.3699","441 MByte","462001677.1276","1.03 Mbit/s","128343.7815","308 MByte","323048190.2440","0.72 Mbit/s","89742.5884","0 %","0.0000","100 %","0000009999"
"10/5/2025 8:00:00 AM - 9:00:00 AM","45935.0833333333","762 MByte","799192815.7881","1.78 Mbit/s","222017.1225","455 MByte","477143184.8257","1.06 Mbit/s","132551.1877","307 MByte","322049630.9624","0.72 Mbit/s","89465.9348","0 %","0.0000","100 %","0000009999"
"10/5/2025 9:00:00 AM - 10:00:00 AM","45935.1250000000","794 MByte","832465025.2522","1.85 Mbit/s","231260.1989","458 MByte","480588501.6616","1.07 Mbit/s","133508.3026","336 MByte","351876523.5906","0.78 Mbit/s","97751.8963","0 %","0.0000","100 %","0000009999"
"10/5/2025 10:00:00 AM - 11:00:00 AM","45935.1666666667","1,177 MByte","1234203344.8803","2.74 Mbit/s","342859.0245","481 MByte","504778361.3970","1.12 Mbit/s","140226.3390","696 MByte","729424983.4833","1.62 Mbit/s","202632.6856","0 %","0.0000","100 %","0000009999"
