"Date Time","Date Time(RAW)","Traffic Total (volume)","Traffic Total (volume)(RAW)","Traffic Total (speed)","Traffic Total (speed)(RAW)","Traffic In (volume)","Traffic In (volume)(RAW)","Traffic In (speed)","Traffic In (speed)(RAW)","Traffic Out (volume)","Traffic Out (volume)(RAW)","Traffic Out (speed)","Traffic Out (speed)(RAW)","Downtime","Downtime(RAW)","Coverage","Coverage(RAW)"
"10/9/2025 1:00:00 AM - 2:00:00 AM","45938.7916666667","860 MByte","901943545.2966","2 Mbit/s","250562.1459","477 MByte","500682505.5851","1.11 Mbit/s","139090.8374","383 MByte","401261039.7114","0.89 Mbit/s","111471.3085","0 %","0.0000","100 %","0000009999"
"10/9/2025 2:00:00 AM - 3:00:00 AM","45938.8333333333","776 MByte","813745500.7464","1.81 Mbit/s","226057.3712","480 MByte","503773016.4707","1.12 Mbit/s","139947.4451","296 MByte","309972484.2757","0.69 Mbit/s","86109.9261","0 %","0.0000","100 %","0000009999"
"10/9/2025 3:00:00 AM - 4:00:00 AM","45938.8750000000","949 MByte","995101283.5893","2.21 Mbit/s","276440.8278","471 MByte","493567864.5578","1.10 Mbit/s","137113.9916","478 MByte","501533419.0315","1.11 Mbit/s","139326.8362","0 %","0.0000","100 %","0000009999"
"10/9/2025 4:00:00 AM - 5:00:00 AM","45938.9166666667","1,381 MByte","1447682196.2217","3.22 Mbit/s","402165.2229","486 MByte","509282931.3972","1.13 Mbit/s","141478.4848","895 MByte","938399264.8244","2.09 Mbit/s","260686.7381","0 %","0.0000","100 %","0000009999"
"10/9/2025 5:00:00 AM - 6:00:00 AM","45938.9583333333","1,340 MByte","1405171278.5326","3.12 Mbit/s","390355.7161","484 MByte","507622405.2496","1.13 Mbit/s","141017.1917","856 MByte","897548873.2831","2 Mbit/s","249338.5245","0 %","0.0000","100 %","0000009999"
"10/9/2025 6:00:00 AM - 7:00:00 AM","45939.0000000000","3,774 MByte","3957056661.9132","8.79 Mbit/s","1099261.7972","857 MByte","898916219.4932","2 Mbit/s","249716.9850","2,916 MByte","3058140442.4199","6.80 Mbit/s","849544.8122","0 %","0.0000","100 %","0000009999"
"10/9/2025 7:00:00 AM - 8:00:00 AM","45939.0416666667","17,988 MByte","18861755026.1049","42 Mbit/s","5239827.6035","3,116 MByte","3267711074.3137","7.26 Mbit/s","907775.6902","14,872 MByte","15594043951.7912","35 Mbit/s","4332051.9133","0 %","0.0000","100 %","0000009999"
"10/9/2025 8:00:00 AM - 9:00:00 AM","45939.0833333333","163,471 MByte","171411941222.8908","381 Mbit/s","47618396.3172","23,038 MByte","24157152823.7200","54 Mbit/s","6710879.4688","140,433 MByte","147254788399.1708","327 Mbit/s","40907516.8484","0 %","0.0000","100 %","0000009999"
"10/9/2025 9:00:00 AM - 10:00:00 AM","45939.1250000000","538,109 MByte","564247917409.2984","1,254 Mbit/s","156749030.4469","89,135 MByte","93464858272.5206","208 Mbit/s","25964696.4801","448,974 MByte","470783059136.7778","1,046 Mbit/s","130784333.9668","0 %","0.0000","100 %","0000009999"
"10/9/2025 10:00:00 AM - 11:00:00 AM","45939.1666666667","549,645 MByte","576344036415.3287","1,281 Mbit/s","160106684.1907","112,451 MByte","117913219408.0735","262 Mbit/s","32755946.7763","437,194 MByte","458430817007.2552","1,019 Mbit/s","127350737.4143","0 %","0.0000","100 %","0000009999"
"10/9/2025 11:00:00 AM - 12:00:00 PM","45939.2083333333","464,116 MByte","486660978199.6734","1,082 Mbit/s","135194495.7232","100,801 MByte","105697231867.8584","235 Mbit/s","29362707.5147","363,315 MByte","380963746331.8150","847 Mbit/s","105831788.2084","0 %","0.0000","100 %","0000009999"
"10/9/2025 12:00:00 PM - 1:00:00 PM","45939.2500000000","339,241 MByte","355720314798.9469","791 Mbit/s","98820257.0788","69,657 MByte","73040384580.6833","162 Mbit/s","20290855.7120","269,585 MByte","282679930218.2636","628 Mbit/s","78529401.3669","0 %","0.0000","100 %","0000009999"
"10/9/2025 1:00:00 PM - 2:00:00 PM","45939.2916666667","459,124 MByte","481425978259.3818","1,070 Mbit/s","133739840.3930","91,042 MByte","95464160315.6120","212 Mbit/s","26519884.9676","368,082 MByte","385961817943.7698","858 Mbit/s","107219955.4254","0 %","0.0000","100 %","0000009999"
"10/9/2025 2:00:00 PM - 3:00:00 PM","45939.3333333333","496,801 MByte","520933780435.1079","1,158 Mbit/s","144717093.6322","121,820 MByte","127737037105.2360","284 Mbit/s","35485763.1686","374,982 MByte","393196743329.8719","874 Mbit/s","109231330.4636","0 %","0.0000","100 %","0000009999"
"10/9/2025 3:00:00 PM - 4:00:00 PM","45939.3750000000","447,952 MByte","469711768072.8628","1,044 Mbit/s","130488539.9853","112,016 MByte","117457097707.5361","261 Mbit/s","32630234.6089","335,936 MByte","352254670365.3267","783 Mbit/s","97858305.3765","0 %","0.0000","100 %","0000009999"
"10/9/2025 4:00:00 PM - 5:00:00 PM","45939.4166666667","268,587 MByte","281634242437.4489","626 Mbit/s","78237601.8305","52,701 MByte","55260860956.1997","123 Mbit/s","15351390.5088","215,886 MByte","226373381481.2492","503 Mbit/s","62886211.3218","0 %","0.0000","100 %","0000009999"
"10/9/2025 5:00:00 PM - 6:00:00 PM","45939.4583333333","119,929 MByte","125754922333.0596","279 Mbit/s","34934542.9610","21,466 MByte","22508561912.6610","50 Mbit/s","6252847.2726","98,463 MByte","103246360420.3987","229 Mbit/s","28681695.6884","0 %","0.0000","100 %","0000009999"
"10/9/2025 6:00:00 PM - 7:00:00 PM","45939.5000000000","25,299 MByte","26527590701.8188","59 Mbit/s","7369409.7830","6,022 MByte","6315020772.1096","14 Mbit/s","1754323.5034","19,276 MByte","20212569929.7092","45 Mbit/s","5615086.2796","0 %","0.0000","100 %","0000009999"
"10/9/2025 7:00:00 PM - 8:00:00 PM","45939.5416666667","8,041 MByte","8431582337.5826","19 Mbit/s","2342275.3692","1,791 MByte","1878202337.4345","4.17 Mbit/s","521760.5542","6,250 MByte","6553380000.1481","15 Mbit/s","1820514.8150","0 %","0.0000","100 %","0000009999"
"10/9/2025 8:00:00 PM - 9:00:00 PM","45939.5833333333","1,468 MByte","1538975340.3626","3.42 Mbit/s","427522.8392","577 MByte","604545452.7674","1.34 Mbit/s","167940.9550","891 MByte","934429887.5952","2.08 Mbit/s","259581.8842","0 %","0.0000","100 %","0000009999"
"10/9/2025 9:00:00 PM - 10:00:00 PM","45939.6250000000","969 MByte","1016579721.8942","2.26 Mbit/s","282409.1436","508 MByte","532603996.8063","1.18 Mbit/s","147959.1176","462 MByte","483975725.0879","1.08 Mbit/s","134450.0260","0 %","0.0000","100 %","0000009999"
"10/9/2025 10:00:00 PM - 11:00:00 PM","45939.6666666667","808 MByte","847305968.8645","1.88 Mbit/s","235379.7688","487 MByte","510456515.2750","1.13 Mbit/s","141803.7178","321 MByte","336849453.5895","0.75 Mbit/s","93576.0509","0 %","0.0000","100 %","0000009999"
"10/9/2025 11:00:00 PM - 12:00:00 AM","45939.7083333333","859 MByte","900240070.6663","2 Mbit/s","250085.4427","504 MByte","528832562.7309","1.18 Mbit/s","146908.9523","354 MByte","371407507.9355","0.83 Mbit/s","103176.4904","0 %","0.0000","100 %","0000009999"
"10/10/2025 12:00:00 AM - 1:00:00 AM","45939.7500000000","1,230 MByte","1289520841.6850","2.87 Mbit/s","358231.0815","503 MByte","527173923.5266","1.17 Mbit/s","146449.8119","727 MByte","762346918.1584","1.69 Mbit/s","211781.2695","0 %","0.0000","100 %","0000009999"
"10/10/2025 1:00:00 AM - 2:00:00 AM","45939.7916666667","986 MByte","1033791642.8179","2.30 Mbit/s","287189.8732","493 MByte","516899294.8962","1.15 Mbit/s","143595.9016","493 MByte","516892347.9217","1.15 Mbit/s","143593.9717","0 %","0.0000","100 %","0000009999"
"10/10/2025 2:00:00 AM - 3:00:00 AM","45939.8333333333","906 MByte","949528767.7367","2.11 Mbit/s","263779.2399","507 MByte","531138565.8079","1.18 Mbit/s","147550.3765","399 MByte","418390201.9288","0.93 Mbit/s","116228.8634","0 %","0.0000","100 %","0000009999"
"10/10/2025 3:00:00 AM - 4:00:00 AM","45939.8750000000","821 MByte","860755684.2116","1.91 Mbit/s","239117.3992","488 MByte","511839320.3048","1.14 Mbit/s","142188.6481","333 MByte","348916363.9069","0.78 Mbit/s","96928.7511","0 %","0.0000","100 %","0000009999"
"10/10/2025 4:00:00 AM - 5:00:00 AM","45939.9166666667","988 MByte","1036091636.4947","2.30 Mbit/s","287827.2180","481 MByte","504248658.6453","1.12 Mbit/s","140080.7452","507 MByte","531842977.8495","1.18 Mbit/s","147746.4727","0 %","0.0000","100 %","0000009999"
"10/10/2025 5:00:00 AM - 6:00:00 AM","45939.9583333333","1,202 MByte","1260480308.8520","2.80 Mbit/s","350160.6538","506 MByte","530286512.5604","1.18 Mbit/s","147313.2667","696 MByte","730193796.2915","1.62 Mbit/s","202847.3871","0 %","0.0000","100 %","0000009999"
"10/10/2025 6:00:00 AM - 7:00:00 AM","45940.0000000000","2,468 MByte","2587453828.8513","5.75 Mbit/s","718801.0681","608 MByte","637689967.5550","1.42 Mbit/s","177151.8489","1,859 MByte","1949763861.2962","4.33 Mbit/s","541649.2192","0 %","0.0000","100 %","0000009999"
"10/10/2025 7:00:00 AM - 8:00:00 AM","45940.0416666667","13,042 MByte","13675136264.4224","30 Mbit/s","3798965.5428","2,339 MByte","2452814042.3763","5.45 Mbit/s","681394.0168","10,702 MByte","11222322222.0462","25 Mbit/s","3117571.5260","0 %","0.0000","100 %","0000009999"
"10/10/2025 8:00:00 AM - 9:00:00 AM","45940.0833333333","122,629 MByte","128586065864.0528","286 Mbit/s","35721427.6407","15,475 MByte","16227189272.3169","36 Mbit/s","4507940.7594","107,154 MByte","112358876591.7360","250 Mbit/s","31213486.8813","0 %","0.0000","100 %","0000009999"
"10/10/2025 9:00:00 AM - 10:00:00 AM","45940.1250000000","365,707 MByte","383471374127.7988","852 Mbit/s","106528999.4771","64,698 MByte","67840409745.7019","151 Mbit/s","18846181.1283","301,009 MByte","315630964382.0969","701 Mbit/s","87682818.3488","0 %","0.0000","100 %","0000009999"
"10/10/2025 10:00:00 AM - 11:00:00 AM","45940.1666666667","312,495 MByte","327674544896.5574","728 Mbit/s","91028039.7300","65,722 MByte","68914369547.1758","153 Mbit/s","19144422.6194","246,773 MByte","258760175349.3816","575 Mbit/s","71883617.1107","0 %","0.0000","100 %","0000009999"
"10/10/2025 11:00:00 AM - 12:00:00 PM","45940.2083333333","258,286 MByte","270832094489.1729","602 Mbit/s","75237825.1648","57,554 MByte","60349815009.1457","134 Mbit/s","16765327.7539","200,732 MByte","210482279480.0271","468 Mbit/s","58472497.4109","0 %","0.0000","100 %","0000009999"
"10/10/2025 12:00:00 PM - 1:00:00 PM","45940.2500000000","177,126 MByte","185730425450.8036","413 Mbit/s","51596514.5279","31,153 MByte","32666370383.6995","73 Mbit/s","9074823.6321","145,973 MByte","153064055067.1040","340 Mbit/s","42521690.8959","0 %","0.0000","100 %","0000009999"
"10/10/2025 1:00:00 PM - 2:00:00 PM","45940.2916666667","250,592 MByte","262765188153.8657","584 Mbit/s","72996007.5100","50,017 MByte","52447053847.9176","117 Mbit/s","14569759.2724","200,575 MByte","210318134305.9481","467 Mbit/s","58426248.2376","0 %","0.0000","100 %","0000009999"
"10/10/2025 2:00:00 PM - 3:00:00 PM","45940.3333333333","263,060 MByte","275838738599.2449","613 Mbit/s","76627193.1660","69,004 MByte","72355760546.9636","161 Mbit/s","20100218.2226","194,056 MByte","203482978052.2813","452 Mbit/s","56526974.9433","0 %","0.0000","100 %","0000009999"
"10/10/2025 3:00:00 PM - 4:00:00 PM","45940.3750000000","298,437 MByte","312934266596.4013","695 Mbit/s","86934154.1298","59,571 MByte","62464320556.5675","139 Mbit/s","17352790.8271","238,867 MByte","250469946039.8338","557 Mbit/s","69581363.3027","0 %","0.0000","100 %","0000009999"
"10/10/2025 4:00:00 PM - 5:00:00 PM","45940.4166666667","212,332 MByte","222646542947.6851","495 Mbit/s","61851759.8641","34,051 MByte","35705561533.3603","79 Mbit/s","9919093.2342","178,281 MByte","186940981414.3248","415 Mbit/s","51932666.6299","0 %","0.0000","100 %","0000009999"
"10/10/2025 5:00:00 PM - 6:00:00 PM","45940.4583333333","62,194 MByte","65215102956.2557","145 Mbit/s","18116916.7693","12,797 MByte","13418946535.2579","30 Mbit/s","3727816.5102","49,397 MByte","51796156420.9978","115 Mbit/s","14389100.2592","0 %","0.0000","100 %","0000009999"
"10/10/2025 6:00:00 PM - 7:00:00 PM","45940.5000000000","25,618 MByte","26862001098.5424","60 Mbit/s","7462205.9089","4,949 MByte","5189793651.1984","12 Mbit/s","1441713.4713","20,668 MByte","21672207447.3441","48 Mbit/s","6020492.4376","0 %","0.0000","100 %","0000009999"
"10/10/2025 7:00:00 PM - 8:00:00 PM","45940.5416666667","5,952 MByte","6241240491.3841","14 Mbit/s","1733812.7664","1,407 MByte","1474901262.6133","3.28 Mbit/s","409726.6628","4,546 MByte","4766339228.7708","11 Mbit/s","1324086.1036","0 %","0.0000","100 %","0000009999"
"10/10/2025 8:00:00 PM - 9:00:00 PM","45940.5833333333","760 MByte","797391401.0162","1.77 Mbit/s","221514.2250","504 MByte","528603383.1108","1.17 Mbit/s","146845.2865","256 MByte","268788017.9053","0.60 Mbit/s","74668.9385","0 %","0.0000","100 %","0000009999"
"10/10/2025 9:00:00 PM - 10:00:00 PM","45940.6250000000","1,340 MByte","1405572190.2920","3.12 Mbit/s","390471.4281","492 MByte","515827624.0763","1.15 Mbit/s","143298.1887","849 MByte","889744566.2157","1.98 Mbit/s","247173.2393","0 %","0.0000","100 %","0000009999"
"10/10/2025 10:00:00 PM - 11:00:00 PM","45940.6666666667","1,271 MByte","1332731798.6639","2.96 Mbit/s","370232.0732","500 MByte","524429008.6364","1.17 Mbit/s","145686.0558","771 MByte","808302790.0275","1.80 Mbit/s","224546.0175","0 %","0.0000","100 %","0000009999"
"10/10/2025 11:00:00 PM - 12:00:00 AM","45940.7083333333","864 MByte","906439851.1514","2.01 Mbit/s","251808.4326","491 MByte","514824560.6942","1.14 Mbit/s","143017.9460","373 MByte","391615290.4572","0.87 Mbit/s","108790.4866","0 %","0.0000","100 %","0000009999"
"10/11/2025 12:00:00 AM - 1:00:00 AM","45940.7500000000","1,426 MByte","1494866198.9043","3.32 Mbit/s","415271.7562","518 MByte","542766667.7188","1.21 Mbit/s","150779.8273","908 MByte","952099531.1855","2.12 Mbit/s","264491.9289","0 %","0.0000","100 %","0000009999"
"10/11/2025 1:00:00 AM - 2:00:00 AM","45940.7916666667","961 MByte","1007973287.4784","2.24 Mbit/s","280012.0251","480 MByte","503505279.3193","1.12 Mbit/s","139872.2909","481 MByte","504468008.1591","1.12 Mbit/s","140139.7342","0 %","0.0000","100 %","0000009999"
"10/11/2025 2:00:00 AM - 3:00:00 AM","45940.8333333333","777 MByte","814521659.5242","1.81 Mbit/s","226273.6156","498 MByte","522677148.0795","1.16 Mbit/s","145199.3900","278 MByte","291844511.4446","0.65 Mbit/s","81074.2256","0 %","0.0000","100 %","0000009999"
"10/11/2025 3:00:00 AM - 4:00:00 AM","45940.8750000000","777 MByte","814422613.9958","1.81 Mbit/s","226247.3578","474 MByte","496971006.7455","1.10 Mbit/s","138059.0068","303 MByte","317451607.2502","0.71 Mbit/s","88188.3510","0 %","0.0000","100 %","0000009999"
"10/11/2025 4:00:00 AM - 5:00:00 AM","45940.9166666667","1,540 MByte","1614824691.5962","3.59 Mbit/s","448596.0590","479 MByte","502247693.8986","1.12 Mbit/s","139523.7126","1,061 MByte","1112576997.6976","2.47 Mbit/s","309072.3465","0 %","0.0000","100 %","0000009999"
"10/11/2025 5:00:00 AM - 6:00:00 AM","45940.9583333333","780 MByte","818124586.4043","1.82 Mbit/s","227274.5065","468 MByte","490602689.0196","1.09 Mbit/s","136289.1250","312 MByte","327521897.3847","0.73 Mbit/s","90985.3815","0 %","0.0000","100 %","0000009999"
"10/11/2025 6:00:00 AM - 7:00:00 AM","45941.0000000000","782 MByte","820269871.7616","1.82 Mbit/s","227871.7315","464 MByte","486581016.4972","1.08 Mbit/s","135172.6579","318 MByte","333688855.2644","0.74 Mbit/s","92699.0736","0 %","0.0000","100 %","0000009999"
"10/11/2025 7:00:00 AM - 8:00:00 AM","45941.0416666667","943 MByte","988504142.6539","2.20 Mbit/s","274606.6052","485 MByte","508293994.9910","1.13 Mbit/s","141204.1512","458 MByte","480210147.6629","1.07 Mbit/s","133402.4540","0 %","0.0000","100 %","0000009999"
"10/11/2025 8:00:00 AM - 9:00:00 AM","45941.0833333333","1,419 MByte","1487740798.6870","3.31 Mbit/s","413298.0706","536 MByte","561820374.1005","1.25 Mbit/s","156075.0884","883 MByte","925920424.5865","2.06 Mbit/s","257222.9822","0 %","0.0000","100 %","0000009999"
"10/11/2025 9:00:00 AM - 10:00:00 AM","45941.1250000000","2,039 MByte","2137649977.6660","4.75 Mbit/s","593841.1472","723 MByte","758593179.2125","1.69 Mbit/s","210737.8890","1,315 MByte","1379056798.4535","3.06 Mbit/s","383103.2582","0 %","0.0000","100 %","0000009999"
"10/11/2025 10:00:00 AM - 11:00:00 AM","45941.1666666667","2,595 MByte","2721075195.4535","6.05 Mbit/s","755913.0142","944 MByte","990200865.0525","2.20 Mbit/s","275077.1907","1,651 MByte","1730874330.4010","3.85 Mbit/s","480835.8235","0 %","0.0000","100 %","0000009999"
"10/11/2025 11:00:00 AM - 12:00:00 PM","45941.2083333333","2,827 MByte","2964155635.8200","6.59 Mbit/s","823449.7610","841 MByte","882203336.3714","1.96 Mbit/s","245078.2671","1,986 MByte","2081952299.4486","4.63 Mbit/s","578371.4940","0 %","0.0000","100 %","0000009999"
"10/11/2025 12:00:00 PM - 1:00:00 PM","45941.2500000000","2,699 MByte","2830202056.3305","6.29 Mbit/s","786234.9414","826 MByte","865804451.8611","1.92 Mbit/s","240521.9482","1,873 MByte","1964397604.4694","4.37 Mbit/s","545712.9932","0 %","0.0000","100 %","0000009999"
"10/11/2025 1:00:00 PM - 2:00:00 PM","45941.2916666667","2,776 MByte","2910993616.2763","6.47 Mbit/s","808667.7416","834 MByte","874700505.6353","1.94 Mbit/s","242989.9119","1,942 MByte","2036293110.6410","4.53 Mbit/s","565677.8297","0 %","0.0000","100 %","0000009999"
"10/11/2025 2:00:00 PM - 3:00:00 PM","45941.3333333333","4,275 MByte","4482158817.5752","9.96 Mbit/s","1245140.9603","1,100 MByte","1153018335.9727","2.56 Mbit/s","320307.7839","3,175 MByte","3329140481.6025","7.40 Mbit/s","924833.1764","0 %","0.0000","100 %","0000009999"
"10/11/2025 3:00:00 PM - 4:00:00 PM","45941.3750000000","2,675 MByte","2805424199.3760","6.23 Mbit/s","779349.4456","747 MByte","783511430.4685","1.74 Mbit/s","217660.2024","1,928 MByte","2021912768.9075","4.49 Mbit/s","561689.2432","0 %","0.0000","100 %","0000009999"
"10/11/2025 4:00:00 PM - 5:00:00 PM","45941.4166666667","925 MByte","969738404.3453","2.16 Mbit/s","269392.7318","525 MByte","550745153.3443","1.22 Mbit/s","152996.6646","400 MByte","418993251.0010","0.93 Mbit/s","116396.0672","0 %","0.0000","100 %","0000009999"
"10/11/2025 5:00:00 PM - 6:00:00 PM","45941.4583333333","686 MByte","718833032.7147","1.60 Mbit/s","199691.3740","446 MByte","467811075.7747","1.04 Mbit/s","129957.6289","239 MByte","251021956.9400","0.56 Mbit/s","69733.7451","0 %","0.0000","100 %","0000009999"
"10/11/2025 6:00:00 PM - 7:00:00 PM","45941.5000000000","845 MByte","885901259.1463","1.97 Mbit/s","246103.5081","470 MByte","493300935.3833","1.10 Mbit/s","137039.0769","374 MByte","392600323.7630","0.87 Mbit/s","109064.4312","0 %","0.0000","100 %","0000009999"
"10/11/2025 7:00:00 PM - 8:00:00 PM","45941.5416666667","685 MByte","717992652.3282","1.60 Mbit/s","199456.8086","458 MByte","480078961.4336","1.07 Mbit/s","133364.8990","227 MByte","237913690.8946","0.53 Mbit/s","66091.9097","0 %","0.0000","100 %","0000009999"
"10/11/2025 8:00:00 PM - 9:00:00 PM","45941.5833333333","1,095 MByte","1147784484.6020","2.55 Mbit/s","318853.8232","463 MByte","485086538.3956","1.08 Mbit/s","134756.7417","632 MByte","662697946.2064","1.47 Mbit/s","184097.0815","0 %","0.0000","100 %","0000009999"
"10/11/2025 9:00:00 PM - 10:00:00 PM","45941.6250000000","764 MByte","801242054.7924","1.78 Mbit/s","222582.6946","454 MByte","475860044.6728","1.06 Mbit/s","132192.5258","310 MByte","325382010.1197","0.72 Mbit/s","90390.1688","0 %","0.0000","100 %","0000009999"
"10/11/2025 10:00:00 PM - 11:00:00 PM","45941.6666666667","762 MByte","798533635.8485","1.77 Mbit/s","221835.2337","447 MByte","469177230.7449","1.04 Mbit/s","130338.9563","314 MByte","329356405.1036","0.73 Mbit/s","91496.2775","0 %","0.0000","100 %","0000009999"
"10/11/2025 11:00:00 PM - 12:00:00 AM","45941.7083333333","750 MByte","786834021.8606","1.75 Mbit/s","218581.3997","490 MByte","514192648.3775","1.14 Mbit/s","142842.0044","260 MByte","272641373.4831","0.61 Mbit/s","75739.3953","0 %","0.0000","100 %","0000009999"
"10/12/2025 12:00:00 AM - 1:00:00 AM","45941.7500000000","705 MByte","739318583.0785","1.64 Mbit/s","205383.3884","474 MByte","497311975.2079","1.11 Mbit/s","138153.7281","231 MByte","242006607.8706","0.54 Mbit/s","67229.6602","0 %","0.0000","100 %","0000009999"
"10/12/2025 1:00:00 AM - 2:00:00 AM","45941.7916666667","5,948 MByte","6237339573.7335","14 Mbit/s","1732729.0939","533 MByte","558551228.0745","1.24 Mbit/s","155165.1873","5,416 MByte","5678788345.6590","13 Mbit/s","1577563.9065","0 %","0.0000","100 %","0000009999"
"10/12/2025 2:00:00 AM - 3:00:00 AM","45941.8333333333","762 MByte","799056009.5164","1.78 Mbit/s","221977.8842","473 MByte","496169811.1980","1.10 Mbit/s","137836.0510","289 MByte","302886198.3184","0.67 Mbit/s","84141.8332","0 %","0.0000","100 %","0000009999"
"10/12/2025 3:00:00 AM - 4:00:00 AM","45941.8750000000","719 MByte","753862115.0566","1.68 Mbit/s","209421.2679","468 MByte","490969347.4360","1.09 Mbit/s","136390.2247","251 MByte","262892767.6206","0.58 Mbit/s","73031.0432","0 %","0.0000","100 %","0000009999"
"10/12/2025 4:00:00 AM - 5:00:00 AM","45941.9166666667","1,138 MByte","1193600230.3810","2.65 Mbit/s","331582.3303","467 MByte","489614852.0503","1.09 Mbit/s","136015.0823","671 MByte","703985378.3307","1.56 Mbit/s","195567.2480","0 %","0.0000","100 %","0000009999"
"10/12/2025 5:00:00 AM - 6:00:00 AM","45941.9583333333","675 MByte","707395759.1749","1.57 Mbit/s","196514.1064","450 MByte","471868261.3354","1.05 Mbit/s","131084.7125","225 MByte","235527497.8394","0.52 Mbit/s","65429.3939","0 %","0.0000","100 %","0000009999"
"10/12/2025 6:00:00 AM - 7:00:00 AM","45942.0000000000","1,791 MByte","1878031123.9558","4.17 Mbit/s","521717.3394","484 MByte","507857453.6596","1.13 Mbit/s","141082.8799","1,307 MByte","1370173670.2963","3.05 Mbit/s","380634.4595","0 %","0.0000","100 %","0000009999"
"10/12/2025 7:00:00 AM - 8:00:00 AM","45942.0416666667","695 MByte","728713088.9707","1.62 Mbit/s","202437.1723","462 MByte","484771759.1111","1.08 Mbit/s","134670.0445","233 MByte","243941329.8596","0.54 Mbit/s","67767.1278","0 %","0.0000","100 %","0000009999"
"10/12/2025 8:00:00 AM - 9:00:00 AM","45942.0833333333","856 MByte","897508884.0502","2 Mbit/s","249329.4934","464 MByte","486678824.1302","1.08 Mbit/s","135200.2045","392 MByte","410830059.9200","0.91 Mbit/s","114129.2889","0 %","0.0000","100 %","0000009999"
"10/12/2025 9:00:00 AM - 10:00:00 AM","45942.1250000000","840 MByte","881228358.6170","1.96 Mbit/s","244804.0155","464 MByte","486028545.8875","1.08 Mbit/s","135018.0558","377 MByte","395199812.7295","0.88 Mbit/s","109785.9597","0 %","0.0000","100 %","0000009999"
"10/12/2025 10:00:00 AM - 11:00:00 AM","45942.1666666667","1,034 MByte","1083762272.6961","2.41 Mbit/s","301069.3286","495 MByte","519396167.3010","1.15 Mbit/s","144288.3364","538 MByte","564366105.3951","1.25 Mbit/s","156780.9922","0 %","0.0000","100 %","0000009999"
"10/12/2025 11:00:00 AM - 12:00:00 PM","45942.2083333333","716 MByte","750622635.0693","1.67 Mbit/s","208524.2438","472 MByte","494473379.6378","1.10 Mbit/s","137365.5453","244 MByte","256149255.4315","0.57 Mbit/s","71158.6985","0 %","0.0000","100 %","0000009999"
"10/12/2025 12:00:00 PM - 1:00:00 PM","45942.2500000000","1,567 MByte","1643012186.5755","3.65 Mbit/s","456422.7022","523 MByte","548156987.1862","1.22 Mbit/s","152275.9815","1,044 MByte","1094855199.3893","2.43 Mbit/s","304146.7207","0 %","0.0000","100 %","0000009999"
"10/12/2025 1:00:00 PM - 2:00:00 PM","45942.2916666667","1,267 MByte","1328789559.1132","2.95 Mbit/s","369137.9470","474 MByte","497001922.5159","1.10 Mbit/s","138067.2117","793 MByte","831787636.5973","1.85 Mbit/s","231070.7353","0 %","0.0000","100 %","0000009999"
"10/12/2025 2:00:00 PM - 3:00:00 PM","45942.3333333333","1,167 MByte","1223767223.3507","2.72 Mbit/s","339961.7813","536 MByte","562418773.1651","1.25 Mbit/s","156239.5890","631 MByte","661348450.1857","1.47 Mbit/s","183722.1923","0 %","0.0000","100 %","0000009999"
"10/12/2025 3:00:00 PM - 4:00:00 PM","45942.3750000000","1,228 MByte","1287911486.1773","2.86 Mbit/s","357787.9755","623 MByte","653728171.4655","1.45 Mbit/s","181608.8152","605 MByte","634183314.7117","1.41 Mbit/s","176179.1604","0 %","0.0000","100 %","0000009999"
"10/12/2025 4:00:00 PM - 5:00:00 PM","45942.4166666667","1,098 MByte","1151408562.1250","2.56 Mbit/s","319860.5897","490 MByte","513636741.3950","1.14 Mbit/s","142687.9706","608 MByte","637771820.7300","1.42 Mbit/s","177172.6192","0 %","0.0000","100 %","0000009999"
"10/12/2025 5:00:00 PM - 6:00:00 PM","45942.4583333333","1,944 MByte","2038340713.7623","4.53 Mbit/s","566248.2224","1,033 MByte","1083007086.7800","2.41 Mbit/s","300857.8662","911 MByte","955333626.9823","2.12 Mbit/s","265390.3562","0 %","0.0000","100 %","0000009999"
"10/12/2025 6:00:00 PM - 7:00:00 PM","45942.5000000000","925 MByte","969920937.1134","2.16 Mbit/s","269443.4392","595 MByte","623783399.1014","1.39 Mbit/s","173286.6443","330 MByte","346137538.0121","0.77 Mbit/s","96156.7950","0 %","0.0000","100 %","0000009999"
"10/12/2025 7:00:00 PM - 8:00:00 PM","45942.5416666667","780 MByte","817606818.9222","1.82 Mbit/s","227132.5639","492 MByte","516072389.4836","1.15 Mbit/s","143365.7869","288 MByte","301534429.4386","0.67 Mbit/s","83766.7770","0 %","0.0000","100 %","0000009999"
"10/12/2025 8:00:00 PM - 9:00:00 PM","45942.5833333333","702 MByte","736535984.4710","1.64 Mbit/s","204609.8115","489 MByte","513160034.2983","1.14 Mbit/s","142555.9376","213 MByte","223375950.1727","0.50 Mbit/s","62053.8738","0 %","0.0000","100 %","0000009999"
"10/12/2025 9:00:00 PM - 10:00:00 PM","45942.6250000000","1,211 MByte","1270099923.9765","2.82 Mbit/s","352835.9175","472 MByte","494853540.1534","1.10 Mbit/s","137471.1545","739 MByte","775246383.8231","1.72 Mbit/s","215364.7630","0 %","0.0000","100 %","0000009999"
