"Date Time","Date Time(RAW)","Download IXP (volume)","Download IXP (volume)(RAW)","Download IXP (speed)","Download IXP (speed)(RAW)","Upload IXP (volume)","Upload IXP (volume)(RAW)","Upload IXP (speed)","Upload IXP (speed)(RAW)","Download NIX (volume)","Download NIX (volume)(RAW)","Download NIX (speed)","Download NIX (speed)(RAW)","Upload NIX (volume)","Upload NIX (volume)(RAW)","Upload NIX (speed)","Upload NIX (speed)(RAW)","Total (volume)","Total (volume)(RAW)","Total (speed)","Total (speed)(RAW)","Coverage","Coverage(RAW)"
"7/22/2025 3:00:00 PM - 4:00:00 PM","45860.3750000000","59 Mbit","59.1519","0.02 Mbit/s","0.0164","1,332 Mbit","1331.6302","0.37 Mbit/s","0.3699","1,332 Mbit","1331.7293","0.37 Mbit/s","0.3699","0.27 Mbit","0.2743","","0.0001","2,723 Mbit","2722.7857","0.76 Mbit/s","0.7564","100 %","0000009999"
"7/22/2025 4:00:00 PM - 5:00:00 PM","45860.4166666667","96 Mbit","96.1006","0.03 Mbit/s","0.0267","1,337 Mbit","1337.3455","0.37 Mbit/s","0.3715","1,337 Mbit","1337.2430","0.37 Mbit/s","0.3715","0.27 Mbit","0.2741","","0.0001","2,771 Mbit","2770.9632","0.77 Mbit/s","0.7698","100 %","0000009999"
"7/22/2025 5:00:00 PM - 6:00:00 PM","45860.4583333333","99 Mbit","99.0666","0.03 Mbit/s","0.0275","1,313 Mbit","1313.4565","0.36 Mbit/s","0.3649","1,314 Mbit","1313.6021","0.36 Mbit/s","0.3649","0.27 Mbit","0.2743","","0.0001","2,726 Mbit","2726.3995","0.76 Mbit/s","0.7574","100 %","0000009999"
"7/22/2025 6:00:00 PM - 7:00:00 PM","45860.5000000000","63 Mbit","63.3305","0.02 Mbit/s","0.0176","1,354 Mbit","1354.3633","0.38 Mbit/s","0.3762","1,354 Mbit","1354.2228","0.38 Mbit/s","0.3762","0.28 Mbit","0.2754","","0.0001","2,772 Mbit","2772.1920","0.77 Mbit/s","0.7701","100 %","0000009999"
"7/22/2025 7:00:00 PM - 8:00:00 PM","45860.5416666667","100 Mbit","100.3283","0.03 Mbit/s","0.0279","1,313 Mbit","1313.3373","0.36 Mbit/s","0.3648","1,313 Mbit","1313.3379","0.36 Mbit/s","0.3648","0.27 Mbit","0.2747","","0.0001","2,727 Mbit","2727.2782","0.76 Mbit/s","0.7576","100 %","0000009999"
"7/22/2025 8:00:00 PM - 9:00:00 PM","45860.5833333333","65 Mbit","64.6560","0.02 Mbit/s","0.0180","1,356 Mbit","1356.0652","0.38 Mbit/s","0.3767","1,356 Mbit","1356.0867","0.38 Mbit/s","0.3767","0.27 Mbit","0.2742","","0.0001","2,777 Mbit","2777.0821","0.77 Mbit/s","0.7715","100 %","0000009999"
"7/22/2025 9:00:00 PM - 10:00:00 PM","45860.6250000000","103 Mbit","103.4580","0.03 Mbit/s","0.0287","1,313 Mbit","1313.3478","0.36 Mbit/s","0.3648","1,313 Mbit","1313.3230","0.36 Mbit/s","0.3648","0.27 Mbit","0.2743","","0.0001","2,730 Mbit","2730.4031","0.76 Mbit/s","0.7585","100 %","0000009999"
"7/22/2025 10:00:00 PM - 11:00:00 PM","45860.6666666667","106 Mbit","105.8349","0.03 Mbit/s","0.0294","1,340 Mbit","1339.6444","0.37 Mbit/s","0.3722","1,340 Mbit","1339.8135","0.37 Mbit/s","0.3722","0.27 Mbit","0.2690","","0.0001","2,786 Mbit","2785.5618","0.77 Mbit/s","0.7738","100 %","0000009999"
"7/22/2025 11:00:00 PM - 12:00:00 AM","45860.7083333333","70 Mbit","70.0085","0.02 Mbit/s","0.0194","1,329 Mbit","1328.8763","0.37 Mbit/s","0.3692","1,329 Mbit","1328.7059","0.37 Mbit/s","0.3691","0.27 Mbit","0.2739","","0.0001","2,728 Mbit","2727.8646","0.76 Mbit/s","0.7578","100 %","0000009999"
"7/23/2025 12:00:00 AM - 1:00:00 AM","45860.7500000000","105 Mbit","104.9945","0.03 Mbit/s","0.0292","1,325 Mbit","1325.4350","0.37 Mbit/s","0.3682","1,326 Mbit","1325.6165","0.37 Mbit/s","0.3683","0.27 Mbit","0.2746","","0.0001","2,756 Mbit","2756.3206","0.77 Mbit/s","0.7657","100 %","0000009999"
"7/23/2025 1:00:00 AM - 2:00:00 AM","45860.7916666667","107 Mbit","107.1004","0.03 Mbit/s","0.0298","1,346 Mbit","1345.8240","0.37 Mbit/s","0.3739","1,346 Mbit","1345.6469","0.37 Mbit/s","0.3738","0.27 Mbit","0.2748","","0.0001","2,799 Mbit","2798.8460","0.78 Mbit/s","0.7775","100 %","0000009999"
"7/23/2025 2:00:00 AM - 3:00:00 AM","45860.8333333333","71 Mbit","70.7277","0.02 Mbit/s","0.0196","1,313 Mbit","1312.6901","0.36 Mbit/s","0.3647","1,313 Mbit","1312.7329","0.36 Mbit/s","0.3647","0.27 Mbit","0.2740","","0.0001","2,696 Mbit","2696.4248","0.75 Mbit/s","0.7491","100 %","0000009999"
"7/23/2025 3:00:00 AM - 4:00:00 AM","45860.8750000000","108 Mbit","107.5933","0.03 Mbit/s","0.0299","1,358 Mbit","1358.2802","0.38 Mbit/s","0.3773","1,358 Mbit","1358.2282","0.38 Mbit/s","0.3773","0.27 Mbit","0.2740","","0.0001","2,824 Mbit","2824.3757","0.78 Mbit/s","0.7846","100 %","0000009999"
"7/23/2025 4:00:00 AM - 5:00:00 AM","45860.9166666667","107 Mbit","106.9245","0.03 Mbit/s","0.0297","1,312 Mbit","1311.8748","0.36 Mbit/s","0.3644","1,312 Mbit","1311.8836","0.36 Mbit/s","0.3644","0.27 Mbit","0.2747","","0.0001","2,731 Mbit","2730.9577","0.76 Mbit/s","0.7587","100 %","0000009999"
"7/23/2025 5:00:00 AM - 6:00:00 AM","45860.9583333333","71 Mbit","71.4054","0.02 Mbit/s","0.0198","1,352 Mbit","1351.8247","0.38 Mbit/s","0.3755","1,352 Mbit","1351.9372","0.38 Mbit/s","0.3756","0.27 Mbit","0.2742","","0.0001","2,775 Mbit","2775.4415","0.77 Mbit/s","0.7710","100 %","0000009999"
"7/23/2025 6:00:00 AM - 7:00:00 AM","45861.0000000000","106 Mbit","105.8451","0.03 Mbit/s","0.0294","1,317 Mbit","1317.2416","0.37 Mbit/s","0.3659","1,317 Mbit","1317.1299","0.37 Mbit/s","0.3659","0.27 Mbit","0.2743","","0.0001","2,740 Mbit","2740.4908","0.76 Mbit/s","0.7613","100 %","0000009999"
"7/23/2025 7:00:00 AM - 8:00:00 AM","45861.0416666667","70 Mbit","70.3845","0.02 Mbit/s","0.0196","1,336 Mbit","1335.9280","0.37 Mbit/s","0.3711","1,336 Mbit","1336.0202","0.37 Mbit/s","0.3711","0.27 Mbit","0.2747","","0.0001","2,743 Mbit","2742.6074","0.76 Mbit/s","0.7619","100 %","0000009999"
"7/23/2025 8:00:00 AM - 9:00:00 AM","45861.0833333333","103 Mbit","102.7502","0.03 Mbit/s","0.0285","1,334 Mbit","1333.7780","0.37 Mbit/s","0.3705","1,334 Mbit","1333.6787","0.37 Mbit/s","0.3705","0.28 Mbit","0.2751","","0.0001","2,770 Mbit","2770.4820","0.77 Mbit/s","0.7696","100 %","0000009999"
"7/23/2025 9:00:00 AM - 10:00:00 AM","45861.1250000000","72 Mbit","71.8920","0.02 Mbit/s","0.0200","1,318 Mbit","1318.1651","0.37 Mbit/s","0.3662","1,318 Mbit","1318.4017","0.37 Mbit/s","0.3663","0.27 Mbit","0.2748","","0.0001","2,709 Mbit","2708.7335","0.75 Mbit/s","0.7525","100 %","0000009999"
"7/23/2025 10:00:00 AM - 11:00:00 AM","45861.1666666667","108 Mbit","108.2611","0.03 Mbit/s","0.0301","1,351 Mbit","1350.5028","0.38 Mbit/s","0.3752","1,350 Mbit","1350.2728","0.38 Mbit/s","0.3751","0.27 Mbit","0.2738","","0.0001","2,809 Mbit","2809.3104","0.78 Mbit/s","0.7804","100 %","0000009999"
"7/23/2025 11:00:00 AM - 12:00:00 PM","45861.2083333333","73 Mbit","72.9623","0.02 Mbit/s","0.0203","1,313 Mbit","1312.6981","0.36 Mbit/s","0.3647","1,313 Mbit","1312.7119","0.36 Mbit/s","0.3647","0.27 Mbit","0.2744","","0.0001","2,699 Mbit","2698.6467","0.75 Mbit/s","0.7497","100 %","0000009999"
"7/23/2025 12:00:00 PM - 1:00:00 PM","45861.2500000000","108 Mbit","108.2137","0.03 Mbit/s","0.0301","1,356 Mbit","1356.0022","0.38 Mbit/s","0.3767","1,356 Mbit","1355.9859","0.38 Mbit/s","0.3767","0.27 Mbit","0.2743","","0.0001","2,820 Mbit","2820.4762","0.78 Mbit/s","0.7835","100 %","0000009999"
"7/23/2025 1:00:00 PM - 2:00:00 PM","45861.2916666667","110 Mbit","109.6872","0.03 Mbit/s","0.0305","1,325 Mbit","1325.0472","0.37 Mbit/s","0.3681","1,325 Mbit","1325.0444","0.37 Mbit/s","0.3681","0.27 Mbit","0.2740","","0.0001","2,760 Mbit","2760.0528","0.77 Mbit/s","0.7667","100 %","0000009999"
"7/23/2025 2:00:00 PM - 3:00:00 PM","45861.3333333333","146 Mbit","146.0452","0.04 Mbit/s","0.0406","1,327 Mbit","1327.2427","0.37 Mbit/s","0.3687","1,327 Mbit","1327.4331","0.37 Mbit/s","0.3688","0.27 Mbit","0.2746","","0.0001","2,801 Mbit","2800.9955","0.78 Mbit/s","0.7781","100 %","0000009999"
"7/23/2025 3:00:00 PM - 4:00:00 PM","45861.3750000000","68 Mbit","67.5706","0.02 Mbit/s","0.0188","1,324 Mbit","1324.4710","0.37 Mbit/s","0.3679","1,324 Mbit","1324.2830","0.37 Mbit/s","0.3679","0.27 Mbit","0.2749","","0.0001","2,717 Mbit","2716.5995","0.75 Mbit/s","0.7547","100 %","0000009999"
"7/23/2025 4:00:00 PM - 5:00:00 PM","45861.4166666667","106 Mbit","105.9853","0.03 Mbit/s","0.0294","1,332 Mbit","1332.2086","0.37 Mbit/s","0.3701","1,332 Mbit","1332.3218","0.37 Mbit/s","0.3701","0.27 Mbit","0.2740","","0.0001","2,771 Mbit","2770.7897","0.77 Mbit/s","0.7697","100 %","0000009999"
"7/23/2025 5:00:00 PM - 6:00:00 PM","45861.4583333333","129 Mbit","128.9894","0.04 Mbit/s","0.0358","1,336 Mbit","1336.4358","0.37 Mbit/s","0.3713","1,336 Mbit","1336.3229","0.37 Mbit/s","0.3712","0.27 Mbit","0.2748","","0.0001","2,802 Mbit","2802.0229","0.78 Mbit/s","0.7784","100 %","0000009999"
"7/23/2025 6:00:00 PM - 7:00:00 PM","45861.5000000000","108 Mbit","107.8274","0.03 Mbit/s","0.0300","1,316 Mbit","1316.4010","0.37 Mbit/s","0.3657","1,317 Mbit","1316.5644","0.37 Mbit/s","0.3657","0.27 Mbit","0.2671","","0.0001","2,741 Mbit","2741.0599","0.76 Mbit/s","0.7615","100 %","0000009999"
"7/23/2025 7:00:00 PM - 8:00:00 PM","45861.5416666667","74 Mbit","74.3317","0.02 Mbit/s","0.0206","1,350 Mbit","1350.2247","0.38 Mbit/s","0.3751","1,350 Mbit","1350.1349","0.38 Mbit/s","0.3751","0.27 Mbit","0.2743","","0.0001","2,775 Mbit","2774.9655","0.77 Mbit/s","0.7709","100 %","0000009999"
"7/23/2025 8:00:00 PM - 9:00:00 PM","45861.5833333333","112 Mbit","112.4869","0.03 Mbit/s","0.0312","1,338 Mbit","1337.7144","0.37 Mbit/s","0.3716","1,338 Mbit","1337.7091","0.37 Mbit/s","0.3716","0.27 Mbit","0.2743","","0.0001","2,788 Mbit","2788.1846","0.77 Mbit/s","0.7746","100 %","0000009999"
"7/23/2025 9:00:00 PM - 10:00:00 PM","45861.6250000000","107 Mbit","107.2041","0.03 Mbit/s","0.0298","1,358 Mbit","1358.2109","0.38 Mbit/s","0.3773","1,358 Mbit","1358.2368","0.38 Mbit/s","0.3773","0.27 Mbit","0.2747","","0.0001","2,824 Mbit","2823.9264","0.78 Mbit/s","0.7845","100 %","0000009999"
"7/23/2025 10:00:00 PM - 11:00:00 PM","45861.6666666667","107 Mbit","107.2792","0.03 Mbit/s","0.0298","1,313 Mbit","1313.4104","0.36 Mbit/s","0.3649","1,313 Mbit","1313.3898","0.36 Mbit/s","0.3649","0.27 Mbit","0.2747","","0.0001","2,734 Mbit","2734.3541","0.76 Mbit/s","0.7596","100 %","0000009999"
"7/23/2025 11:00:00 PM - 12:00:00 AM","45861.7083333333","69 Mbit","69.4008","0.02 Mbit/s","0.0193","1,340 Mbit","1340.3805","0.37 Mbit/s","0.3724","1,341 Mbit","1340.5944","0.37 Mbit/s","0.3724","0.27 Mbit","0.2723","","0.0001","2,751 Mbit","2750.6480","0.76 Mbit/s","0.7641","100 %","0000009999"
"7/24/2025 12:00:00 AM - 1:00:00 AM","45861.7500000000","104 Mbit","104.4893","0.03 Mbit/s","0.0290","1,331 Mbit","1330.8618","0.37 Mbit/s","0.3697","1,331 Mbit","1330.6037","0.37 Mbit/s","0.3696","0.27 Mbit","0.2743","","0.0001","2,766 Mbit","2766.2291","0.77 Mbit/s","0.7685","100 %","0000009999"
"7/24/2025 1:00:00 AM - 2:00:00 AM","45861.7916666667","68 Mbit","67.9882","0.02 Mbit/s","0.0189","1,327 Mbit","1327.2979","0.37 Mbit/s","0.3687","1,327 Mbit","1327.4231","0.37 Mbit/s","0.3688","0.27 Mbit","0.2746","","0.0001","2,723 Mbit","2722.9839","0.76 Mbit/s","0.7564","100 %","0000009999"
"7/24/2025 2:00:00 AM - 3:00:00 AM","45861.8333333333","104 Mbit","103.9267","0.03 Mbit/s","0.0289","1,342 Mbit","1342.3157","0.37 Mbit/s","0.3729","1,342 Mbit","1342.1580","0.37 Mbit/s","0.3729","0.27 Mbit","0.2741","","0.0001","2,789 Mbit","2788.6745","0.77 Mbit/s","0.7747","100 %","0000009999"
"7/24/2025 3:00:00 AM - 4:00:00 AM","45861.8750000000","85 Mbit","85.4491","0.02 Mbit/s","0.0237","1,315 Mbit","1314.6774","0.37 Mbit/s","0.3652","1,315 Mbit","1314.7648","0.37 Mbit/s","0.3652","0.27 Mbit","0.2748","","0.0001","2,715 Mbit","2715.1661","0.75 Mbit/s","0.7543","100 %","0000009999"
"7/24/2025 4:00:00 AM - 5:00:00 AM","45861.9166666667","104 Mbit","103.8875","0.03 Mbit/s","0.0289","1,356 Mbit","1356.2351","0.38 Mbit/s","0.3768","1,356 Mbit","1356.1577","0.38 Mbit/s","0.3767","0.27 Mbit","0.2741","","0.0001","2,817 Mbit","2816.5544","0.78 Mbit/s","0.7824","100 %","0000009999"
"7/24/2025 5:00:00 AM - 6:00:00 AM","45861.9583333333","68 Mbit","68.3310","0.02 Mbit/s","0.0190","1,312 Mbit","1312.3953","0.36 Mbit/s","0.3646","1,312 Mbit","1312.3874","0.36 Mbit/s","0.3646","0.27 Mbit","0.2743","","0.0001","2,693 Mbit","2693.3879","0.75 Mbit/s","0.7482","100 %","0000009999"
"7/24/2025 6:00:00 AM - 7:00:00 AM","45862.0000000000","104 Mbit","104.2410","0.03 Mbit/s","0.0290","1,353 Mbit","1352.6076","0.38 Mbit/s","0.3758","1,353 Mbit","1352.6906","0.38 Mbit/s","0.3758","0.27 Mbit","0.2741","","0.0001","2,810 Mbit","2809.8134","0.78 Mbit/s","0.7806","100 %","0000009999"
"7/24/2025 7:00:00 AM - 8:00:00 AM","45862.0416666667","70 Mbit","69.9434","0.02 Mbit/s","0.0194","1,316 Mbit","1316.3659","0.37 Mbit/s","0.3657","1,316 Mbit","1316.2907","0.37 Mbit/s","0.3657","0.27 Mbit","0.2734","","0.0001","2,703 Mbit","2702.8735","0.75 Mbit/s","0.7508","100 %","0000009999"
"7/24/2025 8:00:00 AM - 9:00:00 AM","45862.0833333333","105 Mbit","104.5043","0.03 Mbit/s","0.0290","1,346 Mbit","1346.0530","0.37 Mbit/s","0.3739","1,346 Mbit","1346.2067","0.37 Mbit/s","0.3740","0.27 Mbit","0.2744","","0.0001","2,797 Mbit","2797.0384","0.78 Mbit/s","0.7770","100 %","0000009999"
"7/24/2025 9:00:00 AM - 10:00:00 AM","45862.1250000000","69 Mbit","68.7413","0.02 Mbit/s","0.0191","1,332 Mbit","1332.1484","0.37 Mbit/s","0.3701","1,332 Mbit","1331.9935","0.37 Mbit/s","0.3700","0.27 Mbit","0.2745","","0.0001","2,733 Mbit","2733.1577","0.76 Mbit/s","0.7593","100 %","0000009999"
"7/24/2025 10:00:00 AM - 11:00:00 AM","45862.1666666667","104 Mbit","104.1603","0.03 Mbit/s","0.0289","1,321 Mbit","1320.8179","0.37 Mbit/s","0.3669","1,321 Mbit","1321.0613","0.37 Mbit/s","0.3670","0.27 Mbit","0.2741","","0.0001","2,746 Mbit","2746.3136","0.76 Mbit/s","0.7629","100 %","0000009999"
"7/24/2025 11:00:00 AM - 12:00:00 PM","45862.2083333333","68 Mbit","67.7155","0.02 Mbit/s","0.0188","1,347 Mbit","1347.3603","0.37 Mbit/s","0.3743","1,347 Mbit","1347.1119","0.37 Mbit/s","0.3742","0.27 Mbit","0.2743","","0.0001","2,762 Mbit","2762.4620","0.77 Mbit/s","0.7674","100 %","0000009999"
"7/24/2025 12:00:00 PM - 1:00:00 PM","45862.2500000000","113 Mbit","113.1488","0.03 Mbit/s","0.0314","1,313 Mbit","1312.6169","0.36 Mbit/s","0.3646","1,313 Mbit","1312.6682","0.36 Mbit/s","0.3647","0.27 Mbit","0.2745","","0.0001","2,739 Mbit","2738.7084","0.76 Mbit/s","0.7608","100 %","0000009999"
"7/24/2025 1:00:00 PM - 2:00:00 PM","45862.2916666667","73 Mbit","73.1807","0.02 Mbit/s","0.0203","1,356 Mbit","1355.8810","0.38 Mbit/s","0.3767","1,356 Mbit","1355.8257","0.38 Mbit/s","0.3766","0.27 Mbit","0.2739","","0.0001","2,785 Mbit","2785.1612","0.77 Mbit/s","0.7737","100 %","0000009999"
"7/24/2025 2:00:00 PM - 3:00:00 PM","45862.3333333333","109 Mbit","108.8874","0.03 Mbit/s","0.0302","1,312 Mbit","1311.7458","0.36 Mbit/s","0.3644","1,312 Mbit","1311.7550","0.36 Mbit/s","0.3644","0.27 Mbit","0.2743","","0.0001","2,733 Mbit","2732.6626","0.76 Mbit/s","0.7591","100 %","0000009999"
"7/24/2025 3:00:00 PM - 4:00:00 PM","45862.3750000000","110 Mbit","109.5964","0.03 Mbit/s","0.0304","1,349 Mbit","1349.1487","0.37 Mbit/s","0.3748","1,349 Mbit","1349.2725","0.37 Mbit/s","0.3748","0.27 Mbit","0.2689","","0.0001","2,808 Mbit","2808.2865","0.78 Mbit/s","0.7801","100 %","0000009999"
"7/24/2025 4:00:00 PM - 5:00:00 PM","45862.4166666667","75 Mbit","75.0128","0.02 Mbit/s","0.0208","1,320 Mbit","1319.7434","0.37 Mbit/s","0.3666","1,320 Mbit","1319.6026","0.37 Mbit/s","0.3666","0.27 Mbit","0.2745","","0.0001","2,715 Mbit","2714.6333","0.75 Mbit/s","0.7541","100 %","0000009999"
"7/24/2025 5:00:00 PM - 6:00:00 PM","45862.4583333333","110 Mbit","109.6014","0.03 Mbit/s","0.0304","1,333 Mbit","1333.2890","0.37 Mbit/s","0.3704","1,333 Mbit","1333.3790","0.37 Mbit/s","0.3704","0.27 Mbit","0.2741","","0.0001","2,777 Mbit","2776.5436","0.77 Mbit/s","0.7713","100 %","0000009999"
"7/24/2025 6:00:00 PM - 7:00:00 PM","45862.5000000000","110 Mbit","109.6079","0.03 Mbit/s","0.0304","1,335 Mbit","1334.7050","0.37 Mbit/s","0.3708","1,335 Mbit","1334.6273","0.37 Mbit/s","0.3708","0.27 Mbit","0.2743","","0.0001","2,779 Mbit","2779.2145","0.77 Mbit/s","0.7721","100 %","0000009999"
"7/24/2025 7:00:00 PM - 8:00:00 PM","45862.5416666667","124 Mbit","124.2471","0.03 Mbit/s","0.0345","1,318 Mbit","1317.6680","0.37 Mbit/s","0.3660","1,318 Mbit","1317.8794","0.37 Mbit/s","0.3661","0.27 Mbit","0.2744","","0.0001","2,760 Mbit","2760.0689","0.77 Mbit/s","0.7667","100 %","0000009999"
"7/24/2025 8:00:00 PM - 9:00:00 PM","45862.5833333333","71 Mbit","71.1348","0.02 Mbit/s","0.0198","1,352 Mbit","1351.6149","0.38 Mbit/s","0.3755","1,351 Mbit","1351.4033","0.38 Mbit/s","0.3754","0.27 Mbit","0.2739","","0.0001","2,774 Mbit","2774.4269","0.77 Mbit/s","0.7707","100 %","0000009999"
"7/24/2025 9:00:00 PM - 10:00:00 PM","45862.6250000000","102 Mbit","102.1730","0.03 Mbit/s","0.0284","1,312 Mbit","1311.6021","0.36 Mbit/s","0.3644","1,312 Mbit","1311.6033","0.36 Mbit/s","0.3644","0.27 Mbit","0.2739","","0.0001","2,726 Mbit","2725.6522","0.76 Mbit/s","0.7572","100 %","0000009999"
"7/24/2025 10:00:00 PM - 11:00:00 PM","45862.6666666667","73 Mbit","73.4227","0.02 Mbit/s","0.0204","1,357 Mbit","1357.0804","0.38 Mbit/s","0.3770","1,357 Mbit","1357.0794","0.38 Mbit/s","0.3770","0.27 Mbit","0.2745","","0.0001","2,788 Mbit","2787.8570","0.77 Mbit/s","0.7745","100 %","0000009999"
"7/24/2025 11:00:00 PM - 12:00:00 AM","45862.7083333333","109 Mbit","109.1725","0.03 Mbit/s","0.0303","1,312 Mbit","1311.8629","0.36 Mbit/s","0.3644","1,312 Mbit","1311.8630","0.36 Mbit/s","0.3644","0.28 Mbit","0.2752","","0.0001","2,733 Mbit","2733.1736","0.76 Mbit/s","0.7593","100 %","0000009999"
"7/25/2025 12:00:00 AM - 1:00:00 AM","45862.7500000000","74 Mbit","73.9524","0.02 Mbit/s","0.0205","1,342 Mbit","1341.6405","0.37 Mbit/s","0.3727","1,342 Mbit","1341.8788","0.37 Mbit/s","0.3728","0.27 Mbit","0.2732","","0.0001","2,758 Mbit","2757.7450","0.77 Mbit/s","0.7661","100 %","0000009999"
"7/25/2025 1:00:00 AM - 2:00:00 AM","45862.7916666667","111 Mbit","111.1221","0.03 Mbit/s","0.0309","1,330 Mbit","1330.2911","0.37 Mbit/s","0.3696","1,330 Mbit","1330.0505","0.37 Mbit/s","0.3695","0.27 Mbit","0.2748","","0.0001","2,772 Mbit","2771.7384","0.77 Mbit/s","0.7700","100 %","0000009999"
"7/25/2025 2:00:00 AM - 3:00:00 AM","45862.8333333333","110 Mbit","110.1575","0.03 Mbit/s","0.0306","1,331 Mbit","1331.0968","0.37 Mbit/s","0.3698","1,331 Mbit","1331.2007","0.37 Mbit/s","0.3698","0.27 Mbit","0.2730","","0.0001","2,773 Mbit","2772.7281","0.77 Mbit/s","0.7703","100 %","0000009999"
"7/25/2025 3:00:00 AM - 4:00:00 AM","45862.8750000000","75 Mbit","74.7880","0.02 Mbit/s","0.0208","1,340 Mbit","1339.5815","0.37 Mbit/s","0.3721","1,339 Mbit","1339.4760","0.37 Mbit/s","0.3721","0.27 Mbit","0.2741","","0.0001","2,754 Mbit","2754.1197","0.77 Mbit/s","0.7651","100 %","0000009999"
"7/25/2025 4:00:00 AM - 5:00:00 AM","45862.9166666667","110 Mbit","109.7458","0.03 Mbit/s","0.0305","1,313 Mbit","1313.4145","0.36 Mbit/s","0.3649","1,314 Mbit","1313.5577","0.36 Mbit/s","0.3649","0.27 Mbit","0.2749","","0.0001","2,737 Mbit","2736.9929","0.76 Mbit/s","0.7603","100 %","0000009999"
"7/25/2025 5:00:00 AM - 6:00:00 AM","45862.9583333333","81 Mbit","80.9897","0.02 Mbit/s","0.0225","1,355 Mbit","1355.2868","0.38 Mbit/s","0.3765","1,355 Mbit","1355.1482","0.38 Mbit/s","0.3765","0.27 Mbit","0.2737","","0.0001","2,792 Mbit","2791.6984","0.78 Mbit/s","0.7755","100 %","0000009999"
"7/25/2025 6:00:00 AM - 7:00:00 AM","45863.0000000000","111 Mbit","110.9550","0.03 Mbit/s","0.0308","1,313 Mbit","1312.9360","0.36 Mbit/s","0.3647","1,313 Mbit","1312.9365","0.36 Mbit/s","0.3647","0.27 Mbit","0.2745","","0.0001","2,737 Mbit","2737.1020","0.76 Mbit/s","0.7604","100 %","0000009999"
"7/25/2025 7:00:00 AM - 8:00:00 AM","45863.0416666667","79 Mbit","79.2019","0.02 Mbit/s","0.0220","1,356 Mbit","1355.7639","0.38 Mbit/s","0.3766","1,356 Mbit","1355.7896","0.38 Mbit/s","0.3766","0.28 Mbit","0.2752","","0.0001","2,791 Mbit","2791.0305","0.78 Mbit/s","0.7753","100 %","0000009999"
"7/25/2025 8:00:00 AM - 9:00:00 AM","45863.0833333333","114 Mbit","113.7135","0.03 Mbit/s","0.0316","1,313 Mbit","1312.9536","0.36 Mbit/s","0.3647","1,313 Mbit","1312.9312","0.36 Mbit/s","0.3647","0.27 Mbit","0.2736","","0.0001","2,740 Mbit","2739.8720","0.76 Mbit/s","0.7611","100 %","0000009999"
"7/25/2025 9:00:00 AM - 10:00:00 AM","45863.1250000000","78 Mbit","78.3469","0.02 Mbit/s","0.0218","1,339 Mbit","1339.4436","0.37 Mbit/s","0.3721","1,340 Mbit","1339.6288","0.37 Mbit/s","0.3722","0.27 Mbit","0.2738","","0.0001","2,758 Mbit","2757.6932","0.77 Mbit/s","0.7661","100 %","0000009999"
"7/25/2025 10:00:00 AM - 11:00:00 AM","45863.1666666667","114 Mbit","113.8418","0.03 Mbit/s","0.0316","1,319 Mbit","1318.6359","0.37 Mbit/s","0.3663","1,318 Mbit","1318.4522","0.37 Mbit/s","0.3663","0.27 Mbit","0.2722","","0.0001","2,751 Mbit","2751.2021","0.76 Mbit/s","0.7643","100 %","0000009999"
"7/25/2025 11:00:00 AM - 12:00:00 PM","45863.2083333333","113 Mbit","113.4928","0.03 Mbit/s","0.0315","1,339 Mbit","1339.1437","0.37 Mbit/s","0.3720","1,339 Mbit","1339.3708","0.37 Mbit/s","0.3721","0.27 Mbit","0.2705","","0.0001","2,792 Mbit","2792.2778","0.78 Mbit/s","0.7757","100 %","0000009999"
"7/25/2025 12:00:00 PM - 1:00:00 PM","45863.2500000000","114 Mbit","114.4070","0.03 Mbit/s","0.0318","1,345 Mbit","1345.1647","0.37 Mbit/s","0.3737","1,345 Mbit","1344.9329","0.37 Mbit/s","0.3736","0.27 Mbit","0.2743","","0.0001","2,805 Mbit","2804.7789","0.78 Mbit/s","0.7792","100 %","0000009999"
"7/25/2025 1:00:00 PM - 2:00:00 PM","45863.2916666667","77 Mbit","76.9085","0.02 Mbit/s","0.0214","1,312 Mbit","1312.1941","0.36 Mbit/s","0.3645","1,312 Mbit","1312.2095","0.36 Mbit/s","0.3645","0.27 Mbit","0.2749","","0.0001","2,702 Mbit","2701.5871","0.75 Mbit/s","0.7505","100 %","0000009999"
"7/25/2025 2:00:00 PM - 3:00:00 PM","45863.3333333333","120 Mbit","120.2002","0.03 Mbit/s","0.0334","1,357 Mbit","1356.5706","0.38 Mbit/s","0.3769","1,357 Mbit","1356.5586","0.38 Mbit/s","0.3769","0.27 Mbit","0.2735","","0.0001","2,834 Mbit","2833.6029","0.79 Mbit/s","0.7872","100 %","0000009999"
"7/25/2025 3:00:00 PM - 4:00:00 PM","45863.3750000000","78 Mbit","77.7682","0.02 Mbit/s","0.0216","1,312 Mbit","1311.5571","0.36 Mbit/s","0.3643","1,312 Mbit","1311.5502","0.36 Mbit/s","0.3643","0.27 Mbit","0.2747","","0.0001","2,701 Mbit","2701.1503","0.75 Mbit/s","0.7504","100 %","0000009999"
