"Date Time","Date Time(RAW)","Traffic Total (volume)","Traffic Total (volume)(RAW)","Traffic Total (speed)","Traffic Total (speed)(RAW)","Traffic In (volume)","Traffic In (volume)(RAW)","Traffic In (speed)","Traffic In (speed)(RAW)","Traffic Out (volume)","Traffic Out (volume)(RAW)","Traffic Out (speed)","Traffic Out (speed)(RAW)","Downtime","Downtime(RAW)","Coverage","Coverage(RAW)"
"7/1/2025 10:00:00 AM - 11:00:00 AM","45839.1666666667","334,561 MByte","350813048903.3773","1,517 Mbit/s","189644051.6276","79,244 MByte","83092896085.7220","359 Mbit/s","44918721.0237","255,318 MByte","267720152817.6553","1,158 Mbit/s","144725330.6039","0 %","0.0000","51 %","0000005138"
"7/1/2025 11:00:00 AM - 12:00:00 PM","45839.2083333333","592,800 MByte","621596223656.5650","1,381 Mbit/s","172678568.5750","167,231 MByte","175354637556.5708","390 Mbit/s","48713275.0391","425,569 MByte","446241586099.9942","992 Mbit/s","123965293.5359","0 %","0.0000","100 %","0000009999"
"7/1/2025 12:00:00 PM - 1:00:00 PM","45839.2500000000","499,721 MByte","523995495569.5587","1,165 Mbit/s","145565626.0958","86,268 MByte","90458508655.3093","201 Mbit/s","25129318.0179","413,453 MByte","433536986914.2494","963 Mbit/s","120436308.0779","0 %","0.0000","100 %","0000009999"
"7/1/2025 1:00:00 PM - 2:00:00 PM","45839.2916666667","542,509 MByte","568861656846.8735","1,264 Mbit/s","158029418.0789","117,001 MByte","122684535306.9137","273 Mbit/s","34081688.3832","425,508 MByte","446177121539.9598","992 Mbit/s","123947729.6956","0 %","0.0000","100 %","0000009999"
"7/1/2025 2:00:00 PM - 3:00:00 PM","45839.3333333333","522,611 MByte","547997695630.1329","1,218 Mbit/s","152235114.1296","119,939 MByte","125765502480.2178","280 Mbit/s","34937967.3972","402,672 MByte","422232193149.9151","938 Mbit/s","117297146.7325","0 %","0.0000","100 %","0000009999"
"7/1/2025 3:00:00 PM - 4:00:00 PM","45839.3750000000","471,763 MByte","494679419484.7363","1,099 Mbit/s","137421256.4511","116,753 MByte","122424006445.7752","272 Mbit/s","34009219.1486","355,010 MByte","372255413038.9612","827 Mbit/s","103412037.3025","0 %","0.0000","100 %","0000009999"
"7/1/2025 4:00:00 PM - 5:00:00 PM","45839.4166666667","375,383 MByte","393617504522.9193","875 Mbit/s","109345485.3998","84,084 MByte","88168783174.6857","196 Mbit/s","24492961.5237","291,299 MByte","305448721348.2336","679 Mbit/s","84852523.8761","0 %","0.0000","100 %","0000009999"
"7/1/2025 5:00:00 PM - 6:00:00 PM","45839.4583333333","231,267 MByte","242501284808.5718","539 Mbit/s","67366894.7800","59,733 MByte","62634332023.3745","139 Mbit/s","17399827.2148","171,534 MByte","179866952785.1973","400 Mbit/s","49967067.5652","0 %","0.0000","100 %","0000009999"
"7/1/2025 6:00:00 PM - 7:00:00 PM","45839.5000000000","88,170 MByte","92453351777.1840","205 Mbit/s","25683484.2091","31,510 MByte","33040362026.5050","73 Mbit/s","9178592.2312","56,661 MByte","59412989750.6790","132 Mbit/s","16504891.9779","0 %","0.0000","100 %","0000009999"
"7/1/2025 7:00:00 PM - 8:00:00 PM","45839.5416666667","10,570 MByte","11082944154.8115","25 Mbit/s","3078809.4048","5,088 MByte","5334771616.6285","12 Mbit/s","1481983.9202","5,482 MByte","5748172538.1830","13 Mbit/s","1596825.4846","0 %","0.0000","100 %","0000009999"
"7/1/2025 8:00:00 PM - 9:00:00 PM","45839.5833333333","1,071 MByte","1123443449.2147","2.50 Mbit/s","312090.1646","570 MByte","597873410.5146","1.33 Mbit/s","166087.9426","501 MByte","525570038.7001","1.17 Mbit/s","146002.2220","0 %","0.0000","100 %","0000009999"
"7/1/2025 9:00:00 PM - 10:00:00 PM","45839.6250000000","1,120 MByte","1174214004.7233","2.61 Mbit/s","326198.6462","676 MByte","708505134.9721","1.57 Mbit/s","196823.9307","444 MByte","465708869.7512","1.03 Mbit/s","129374.7155","0 %","0.0000","100 %","0000009999"
"7/1/2025 10:00:00 PM - 11:00:00 PM","45839.6666666667","1,032 MByte","1082062967.1719","2.40 Mbit/s","300595.5911","686 MByte","719638853.2775","1.60 Mbit/s","199914.6751","346 MByte","362424113.8945","0.81 Mbit/s","100680.9160","0 %","0.0000","100 %","0000009999"
"7/1/2025 11:00:00 PM - 12:00:00 AM","45839.7083333333","800 MByte","838648917.5866","1.86 Mbit/s","232976.8002","469 MByte","491585109.4622","1.09 Mbit/s","136562.4202","331 MByte","347063808.1245","0.77 Mbit/s","96414.3801","0 %","0.0000","100 %","0000009999"
"7/2/2025 12:00:00 AM - 1:00:00 AM","45839.7500000000","807 MByte","846711407.6158","1.88 Mbit/s","235217.8681","480 MByte","503147492.5766","1.12 Mbit/s","139775.2286","328 MByte","343563915.0392","0.76 Mbit/s","95442.6395","0 %","0.0000","100 %","0000009999"
"7/2/2025 1:00:00 AM - 2:00:00 AM","45839.7916666667","894 MByte","937825145.4677","2.08 Mbit/s","260525.0769","494 MByte","518426307.3481","1.15 Mbit/s","144017.3088","400 MByte","419398838.1197","0.93 Mbit/s","116507.7681","0 %","0.0000","100 %","0000009999"
"7/2/2025 2:00:00 AM - 3:00:00 AM","45839.8333333333","1,337 MByte","1401508147.4779","3.11 Mbit/s","389338.1006","486 MByte","509595571.6587","1.13 Mbit/s","141565.3361","851 MByte","891912575.8192","1.98 Mbit/s","247772.7645","0 %","0.0000","100 %","0000009999"
"7/2/2025 3:00:00 AM - 4:00:00 AM","45839.8750000000","880 MByte","922533139.5300","2.05 Mbit/s","256279.1382","471 MByte","493580695.7785","1.10 Mbit/s","137116.4134","409 MByte","428952443.7515","0.95 Mbit/s","119162.7248","0 %","0.0000","100 %","0000009999"
"7/2/2025 4:00:00 AM - 5:00:00 AM","45839.9166666667","910 MByte","954380164.6864","2.12 Mbit/s","265127.6953","472 MByte","494998613.3374","1.10 Mbit/s","137511.0741","438 MByte","459381551.3490","1.02 Mbit/s","127616.6212","0 %","0.0000","100 %","0000009999"
"7/2/2025 5:00:00 AM - 6:00:00 AM","45839.9583333333","816 MByte","855218636.3161","1.90 Mbit/s","237578.5507","471 MByte","493707229.1390","1.10 Mbit/s","137151.1833","345 MByte","361511407.1771","0.80 Mbit/s","100427.3674","0 %","0.0000","100 %","0000009999"
"7/2/2025 6:00:00 AM - 7:00:00 AM","45840.0000000000","3,784 MByte","3967608966.6410","8.82 Mbit/s","1102199.3285","873 MByte","915484229.1200","2.03 Mbit/s","254320.9553","2,911 MByte","3052124737.5210","6.78 Mbit/s","847878.3732","0 %","0.0000","100 %","0000009999"
"7/2/2025 7:00:00 AM - 8:00:00 AM","45840.0416666667","19,335 MByte","20273915116.6984","45 Mbit/s","5632049.8471","3,317 MByte","3478182557.5214","7.73 Mbit/s","966231.6049","16,018 MByte","16795732559.1769","37 Mbit/s","4665818.2422","0 %","0.0000","100 %","0000009999"
"7/2/2025 8:00:00 AM - 9:00:00 AM","45840.0833333333","184,886 MByte","193867104972.2063","431 Mbit/s","53856012.8044","33,548 MByte","35177171505.1384","78 Mbit/s","9772169.4419","151,339 MByte","158689933467.0679","353 Mbit/s","44083843.3624","0 %","0.0000","100 %","0000009999"
"7/2/2025 9:00:00 AM - 10:00:00 AM","45840.1250000000","485,666 MByte","509257385096.1911","1,132 Mbit/s","141473353.1396","111,397 MByte","116808668339.4839","260 Mbit/s","32449826.8840","374,268 MByte","392448716756.7073","872 Mbit/s","109023526.2557","0 %","0.0000","100 %","0000009999"
"7/2/2025 10:00:00 AM - 11:00:00 AM","45840.1666666667","578,299 MByte","606390909978.6301","1,348 Mbit/s","168455957.4350","123,768 MByte","129780619329.6204","288 Mbit/s","36053176.4674","454,531 MByte","476610290649.0098","1,059 Mbit/s","132402780.9676","0 %","0.0000","100 %","0000009999"
"7/2/2025 11:00:00 AM - 12:00:00 PM","45840.2083333333","559,623 MByte","586807692668.5626","1,304 Mbit/s","163016174.3563","129,221 MByte","135498388151.8560","301 Mbit/s","37641682.5204","430,402 MByte","451309304516.7065","1,003 Mbit/s","125374491.8359","0 %","0.0000","100 %","0000009999"
"7/2/2025 12:00:00 PM - 1:00:00 PM","45840.2500000000","423,981 MByte","444576438927.1171","988 Mbit/s","123503404.1429","79,589 MByte","83455331024.4921","185 Mbit/s","23183903.9880","344,392 MByte","361121107902.6250","803 Mbit/s","100319500.1549","0 %","0.0000","100 %","0000009999"
"7/2/2025 1:00:00 PM - 2:00:00 PM","45840.2916666667","530,454 MByte","556221208578.0159","1,236 Mbit/s","154517480.0827","105,121 MByte","110227760618.3742","245 Mbit/s","30621118.9779","425,332 MByte","445993447959.6417","991 Mbit/s","123896361.1048","0 %","0.0000","100 %","0000009999"
"7/2/2025 2:00:00 PM - 3:00:00 PM","45840.3333333333","531,101 MByte","556899542264.2544","1,238 Mbit/s","154706350.0117","106,094 MByte","111247105562.7456","247 Mbit/s","30904377.4412","425,007 MByte","445652436701.5088","990 Mbit/s","123801972.5705","0 %","0.0000","100 %","0000009999"
"7/2/2025 3:00:00 PM - 4:00:00 PM","45840.3750000000","537,866 MByte","563993750585.6552","1,253 Mbit/s","156677551.9655","106,658 MByte","111839365726.0028","249 Mbit/s","31068993.2595","431,208 MByte","452154384859.6524","1,005 Mbit/s","125608558.7060","0 %","0.0000","100 %","0000009999"
"7/2/2025 4:00:00 PM - 5:00:00 PM","45840.4166666667","466,171 MByte","488815515670.2703","1,086 Mbit/s","135791894.8786","79,804 MByte","83680465354.1520","186 Mbit/s","23246252.6055","386,367 MByte","405135050316.1182","900 Mbit/s","112545642.2731","0 %","0.0000","100 %","0000009999"
"7/2/2025 5:00:00 PM - 6:00:00 PM","45840.4583333333","289,910 MByte","303992983333.9166","676 Mbit/s","84448829.0327","41,212 MByte","43213764149.9870","96 Mbit/s","12004723.7293","248,698 MByte","260779219183.9296","580 Mbit/s","72444105.3034","0 %","0.0000","100 %","0000009999"
"7/2/2025 6:00:00 PM - 7:00:00 PM","45840.5000000000","111,118 MByte","116515555705.6143","259 Mbit/s","32368129.4846","15,234 MByte","15974333885.3354","36 Mbit/s","4437684.7752","95,884 MByte","100541221820.2788","223 Mbit/s","27930444.7094","0 %","0.0000","100 %","0000009999"
"7/2/2025 7:00:00 PM - 8:00:00 PM","45840.5416666667","20,806 MByte","21817151379.1663","48 Mbit/s","6060757.5489","4,277 MByte","4484672340.9861","9.97 Mbit/s","1245832.2937","16,530 MByte","17332479038.1802","39 Mbit/s","4814925.2552","0 %","0.0000","100 %","0000009999"
"7/2/2025 8:00:00 PM - 9:00:00 PM","45840.5833333333","774 MByte","811460947.4043","1.80 Mbit/s","225420.2206","521 MByte","546557132.5005","1.21 Mbit/s","151831.1260","253 MByte","264903814.9038","0.59 Mbit/s","73589.0946","0 %","0.0000","100 %","0000009999"
"7/2/2025 9:00:00 PM - 10:00:00 PM","45840.6250000000","823 MByte","863441003.5519","1.92 Mbit/s","239862.0466","449 MByte","470462851.3431","1.05 Mbit/s","130693.5644","375 MByte","392978152.2089","0.87 Mbit/s","109168.4822","0 %","0.0000","100 %","0000009999"
"7/2/2025 10:00:00 PM - 11:00:00 PM","45840.6666666667","763 MByte","799794187.7639","1.78 Mbit/s","222181.0986","459 MByte","481590568.3391","1.07 Mbit/s","133784.8201","303 MByte","318203619.4248","0.71 Mbit/s","88396.2785","0 %","0.0000","100 %","0000009999"
"7/2/2025 11:00:00 PM - 12:00:00 AM","45840.7083333333","753 MByte","789767527.5490","1.76 Mbit/s","219395.7140","448 MByte","470185754.7406","1.04 Mbit/s","130616.5875","305 MByte","319581772.8084","0.71 Mbit/s","88779.1265","0 %","0.0000","100 %","0000009999"
"7/3/2025 12:00:00 AM - 1:00:00 AM","45840.7500000000","979 MByte","1026998852.1670","2.28 Mbit/s","285298.8563","474 MByte","497496881.3883","1.11 Mbit/s","138203.9435","505 MByte","529501970.7787","1.18 Mbit/s","147094.9129","0 %","0.0000","100 %","0000009999"
"7/3/2025 1:00:00 AM - 2:00:00 AM","45840.7916666667","773 MByte","810189568.1000","1.80 Mbit/s","225071.4138","437 MByte","458621602.0173","1.02 Mbit/s","127405.5066","335 MByte","351567966.0827","0.78 Mbit/s","97665.9072","0 %","0.0000","100 %","0000009999"
"7/3/2025 2:00:00 AM - 3:00:00 AM","45840.8333333333","808 MByte","846782960.6674","1.88 Mbit/s","235235.7852","451 MByte","473207373.4376","1.05 Mbit/s","131456.7170","356 MByte","373575587.2299","0.83 Mbit/s","103779.0682","0 %","0.0000","100 %","0000009999"
"7/3/2025 3:00:00 AM - 4:00:00 AM","45840.8750000000","1,238 MByte","1297629004.9261","2.88 Mbit/s","360481.5402","456 MByte","477953816.4301","1.06 Mbit/s","132775.6448","782 MByte","819675188.4959","1.82 Mbit/s","227705.8953","0 %","0.0000","100 %","0000009999"
"7/3/2025 4:00:00 AM - 5:00:00 AM","45840.9166666667","831 MByte","871641919.6060","1.94 Mbit/s","242142.2614","452 MByte","474146604.7410","1.05 Mbit/s","131718.0008","379 MByte","397495314.8650","0.88 Mbit/s","110424.2605","0 %","0.0000","100 %","0000009999"
"7/3/2025 5:00:00 AM - 6:00:00 AM","45840.9583333333","832 MByte","872694753.8080","1.94 Mbit/s","242432.0449","455 MByte","477318514.5523","1.06 Mbit/s","132597.6844","377 MByte","395376239.2557","0.88 Mbit/s","109834.3605","0 %","0.0000","100 %","0000009999"
"7/3/2025 6:00:00 AM - 7:00:00 AM","45841.0000000000","4,119 MByte","4318619112.8293","9.60 Mbit/s","1199709.7310","818 MByte","857436068.0943","1.91 Mbit/s","238195.2119","3,301 MByte","3461183044.7350","7.69 Mbit/s","961514.5191","0 %","0.0000","100 %","0000009999"
"7/3/2025 7:00:00 AM - 8:00:00 AM","45841.0416666667","19,857 MByte","20821310459.1083","46 Mbit/s","5784179.3647","3,005 MByte","3151281239.4629","7 Mbit/s","875428.8523","16,851 MByte","17670029219.6454","39 Mbit/s","4908750.5124","0 %","0.0000","100 %","0000009999"
"7/3/2025 8:00:00 AM - 9:00:00 AM","45841.0833333333","186,752 MByte","195823473626.9230","435 Mbit/s","54399035.9432","28,011 MByte","29372026522.8418","65 Mbit/s","8159440.2190","158,740 MByte","166451447104.0812","370 Mbit/s","46239595.7242","0 %","0.0000","100 %","0000009999"
"7/3/2025 9:00:00 AM - 10:00:00 AM","45841.1250000000","512,248 MByte","537131295654.6783","1,194 Mbit/s","149215572.3129","117,669 MByte","123385372590.6186","274 Mbit/s","34276570.9894","394,579 MByte","413745923064.0598","920 Mbit/s","114939001.3235","0 %","0.0000","100 %","0000009999"
"7/3/2025 10:00:00 AM - 11:00:00 AM","45841.1666666667","537,843 MByte","563969151728.2350","1,253 Mbit/s","156671588.8669","147,575 MByte","154743804469.6390","344 Mbit/s","42988091.8828","390,268 MByte","409225347258.5960","909 Mbit/s","113683496.9841","0 %","0.0000","100 %","0000009999"
"7/3/2025 11:00:00 AM - 12:00:00 PM","45841.2083333333","455,065 MByte","477170145756.4351","1,060 Mbit/s","132558309.2359","112,951 MByte","118437980428.0556","263 Mbit/s","32902180.8562","342,114 MByte","358732165328.3795","797 Mbit/s","99656128.3797","0 %","0.0000","100 %","0000009999"
"7/3/2025 12:00:00 PM - 1:00:00 PM","45841.2500000000","336,166 MByte","352495491470.2890","783 Mbit/s","97923574.5952","73,250 MByte","76808052943.6134","171 Mbit/s","21337348.3745","262,916 MByte","275687438526.6756","613 Mbit/s","76586226.2207","0 %","0.0000","100 %","0000009999"
"7/3/2025 1:00:00 PM - 2:00:00 PM","45841.2916666667","465,980 MByte","488614987517.3354","1,086 Mbit/s","135738451.0616","100,867 MByte","105766536865.0501","235 Mbit/s","29382205.3252","365,113 MByte","382848450652.2854","851 Mbit/s","106356245.7364","0 %","0.0000","100 %","0000009999"
"7/3/2025 2:00:00 PM - 3:00:00 PM","45841.3333333333","475,605 MByte","498708506927.9842","1,108 Mbit/s","138541685.9538","93,010 MByte","97527965076.7226","217 Mbit/s","27093359.1901","382,596 MByte","401180541851.2616","892 Mbit/s","111448326.7637","0 %","0.0000","100 %","0000009999"
"7/3/2025 3:00:00 PM - 4:00:00 PM","45841.3750000000","430,556 MByte","451471133373.4387","1,003 Mbit/s","125420493.4281","98,034 MByte","102796322506.6208","228 Mbit/s","28557231.1014","332,522 MByte","348674810866.8178","775 Mbit/s","96863262.3267","0 %","0.0000","100 %","0000009999"
"7/3/2025 4:00:00 PM - 5:00:00 PM","45841.4166666667","326,915 MByte","342794969939.5730","762 Mbit/s","95227967.0807","77,368 MByte","81125844709.5418","180 Mbit/s","22536647.1123","249,547 MByte","261669125230.0312","582 Mbit/s","72691319.9685","0 %","0.0000","100 %","0000009999"
"7/3/2025 5:00:00 PM - 6:00:00 PM","45841.4583333333","146,923 MByte","154059744850.3270","342 Mbit/s","42797821.1718","42,071 MByte","44114460158.9166","98 Mbit/s","12255003.9195","104,852 MByte","109945284691.4105","244 Mbit/s","30542817.2523","0 %","0.0000","100 %","0000009999"
"7/3/2025 6:00:00 PM - 7:00:00 PM","45841.5000000000","65,639 MByte","68827271003.7276","153 Mbit/s","19120120.3990","15,910 MByte","16683023178.6743","37 Mbit/s","4634520.6942","49,729 MByte","52144247825.0534","116 Mbit/s","14485599.7047","0 %","0.0000","100 %","0000009999"
"7/3/2025 7:00:00 PM - 8:00:00 PM","45841.5416666667","10,818 MByte","11343017521.3606","25 Mbit/s","3151127.0537","2,755 MByte","2888496367.7964","6.42 Mbit/s","802433.6586","8,063 MByte","8454521153.5642","19 Mbit/s","2348693.3951","0 %","0.0000","100 %","0000009999"
"7/3/2025 8:00:00 PM - 9:00:00 PM","45841.5833333333","811 MByte","850056709.2056","1.89 Mbit/s","236146.5425","484 MByte","507253053.5408","1.13 Mbit/s","140915.3689","327 MByte","342803655.6647","0.76 Mbit/s","95231.1736","0 %","0.0000","100 %","0000009999"
"7/3/2025 9:00:00 PM - 10:00:00 PM","45841.6250000000","909 MByte","953612735.8148","2.12 Mbit/s","264912.2950","491 MByte","514531380.1436","1.14 Mbit/s","142936.1036","419 MByte","439081355.6713","0.98 Mbit/s","121976.1915","0 %","0.0000","100 %","0000009999"
"7/3/2025 10:00:00 PM - 11:00:00 PM","45841.6666666667","754 MByte","790209299.6642","1.76 Mbit/s","219516.6079","451 MByte","472459464.2065","1.05 Mbit/s","131247.1253","303 MByte","317749835.4577","0.71 Mbit/s","88269.4826","0 %","0.0000","100 %","0000009999"
"7/3/2025 11:00:00 PM - 12:00:00 AM","45841.7083333333","786 MByte","824137476.3808","1.83 Mbit/s","228944.8836","453 MByte","475048075.1757","1.06 Mbit/s","131968.0628","333 MByte","349089401.2052","0.78 Mbit/s","96976.8208","0 %","0.0000","100 %","0000009999"
"7/4/2025 12:00:00 AM - 1:00:00 AM","45841.7500000000","828 MByte","868676141.0792","1.93 Mbit/s","241317.0269","461 MByte","483903922.2082","1.08 Mbit/s","134427.8383","367 MByte","384772218.8711","0.86 Mbit/s","106889.1886","0 %","0.0000","100 %","0000009999"
"7/4/2025 1:00:00 AM - 2:00:00 AM","45841.7916666667","758 MByte","795155202.6699","1.77 Mbit/s","220893.6258","476 MByte","498892167.9253","1.11 Mbit/s","138591.9371","283 MByte","296263034.7446","0.66 Mbit/s","82301.6887","0 %","0.0000","100 %","0000009999"
"7/4/2025 2:00:00 AM - 3:00:00 AM","45841.8333333333","723 MByte","758274701.8271","1.69 Mbit/s","210647.0750","449 MByte","470330015.3419","1.05 Mbit/s","130656.6628","275 MByte","287944686.4853","0.64 Mbit/s","79990.4122","0 %","0.0000","100 %","0000009999"
"7/4/2025 3:00:00 AM - 4:00:00 AM","45841.8750000000","831 MByte","871536974.8121","1.94 Mbit/s","242112.4351","460 MByte","482003197.8763","1.07 Mbit/s","133900.1916","371 MByte","389533776.9358","0.87 Mbit/s","108212.2434","0 %","0.0000","100 %","0000009999"
"7/4/2025 4:00:00 AM - 5:00:00 AM","45841.9166666667","898 MByte","941531729.6803","2.09 Mbit/s","261559.8413","444 MByte","465391639.8763","1.03 Mbit/s","129286.9477","454 MByte","476140089.8040","1.06 Mbit/s","132272.8936","0 %","0.0000","100 %","0000009999"
"7/4/2025 5:00:00 AM - 6:00:00 AM","45841.9583333333","783 MByte","820757895.4233","1.82 Mbit/s","228003.5045","441 MByte","461949642.6128","1.03 Mbit/s","128327.9004","342 MByte","358808252.8104","0.80 Mbit/s","99675.6042","0 %","0.0000","100 %","0000009999"
"7/4/2025 6:00:00 AM - 7:00:00 AM","45842.0000000000","2,717 MByte","2849274277.0945","6.33 Mbit/s","791531.0379","642 MByte","672823968.0825","1.50 Mbit/s","186911.1226","2,076 MByte","2176450309.0120","4.84 Mbit/s","604619.9153","0 %","0.0000","100 %","0000009999"
"7/4/2025 7:00:00 AM - 8:00:00 AM","45842.0416666667","17,219 MByte","18055207983.5482","40 Mbit/s","5015753.5304","2,277 MByte","2387941570.3243","5.31 Mbit/s","663372.3839","14,941 MByte","15667266413.2239","35 Mbit/s","4352381.1465","0 %","0.0000","100 %","0000009999"
"7/4/2025 8:00:00 AM - 9:00:00 AM","45842.0833333333","138,698 MByte","145435287700.8284","323 Mbit/s","40402170.1038","18,300 MByte","19188950652.9653","43 Mbit/s","5330723.1048","120,398 MByte","126246337047.8631","281 Mbit/s","35071446.9990","0 %","0.0000","100 %","0000009999"
"7/4/2025 9:00:00 AM - 10:00:00 AM","45842.1250000000","348,677 MByte","365614259191.5052","813 Mbit/s","101568544.7572","56,410 MByte","59150483201.3531","131 Mbit/s","16432150.4137","292,267 MByte","306463775990.1520","681 Mbit/s","85136394.3434","0 %","0.0000","100 %","0000009999"
"7/4/2025 10:00:00 AM - 11:00:00 AM","45842.1666666667","361,609 MByte","379174873266.0614","843 Mbit/s","105334546.3720","74,095 MByte","77693910870.3748","173 Mbit/s","21583320.6112","287,515 MByte","301480962395.6866","670 Mbit/s","83751225.7608","0 %","0.0000","100 %","0000009999"
"7/4/2025 11:00:00 AM - 12:00:00 PM","45842.2083333333","337,017 MByte","353388327402.5299","785 Mbit/s","98171059.8054","64,759 MByte","67904815792.0994","151 Mbit/s","18863916.0246","272,258 MByte","285483511610.4305","634 Mbit/s","79307143.7807","0 %","0.0000","100 %","0000009999"
"7/4/2025 12:00:00 PM - 1:00:00 PM","45842.2500000000","280,415 MByte","294035941598.4568","653 Mbit/s","81683684.3168","42,530 MByte","44595826184.8712","99 Mbit/s","12388796.3088","237,885 MByte","249440115413.5857","554 Mbit/s","69294888.0080","0 %","0.0000","100 %","0000009999"
"7/4/2025 1:00:00 PM - 2:00:00 PM","45842.2916666667","360,703 MByte","378224259356.6714","841 Mbit/s","105070758.2990","63,030 MByte","66091455860.4530","147 Mbit/s","18360216.7565","297,673 MByte","312132803496.2184","694 Mbit/s","86710541.5426","0 %","0.0000","100 %","0000009999"
"7/4/2025 2:00:00 PM - 3:00:00 PM","45842.3333333333","339,895 MByte","356405808190.3073","792 Mbit/s","99009039.0641","61,012 MByte","63975578944.6273","142 Mbit/s","17772327.0758","278,883 MByte","292430229245.6799","650 Mbit/s","81236711.9883","0 %","0.0000","100 %","0000009999"
"7/4/2025 3:00:00 PM - 4:00:00 PM","45842.3750000000","325,468 MByte","341277884870.3577","758 Mbit/s","94806786.3251","62,247 MByte","65270840719.0543","145 Mbit/s","18132199.3708","263,221 MByte","276007044151.3034","613 Mbit/s","76674586.9543","0 %","0.0000","100 %","0000009999"
"7/4/2025 4:00:00 PM - 5:00:00 PM","45842.4166666667","248,578 MByte","260652932019.2733","579 Mbit/s","72409626.3631","53,315 MByte","55904730227.0337","124 Mbit/s","15530385.9286","195,263 MByte","204748201792.2397","455 Mbit/s","56879240.4345","0 %","0.0000","100 %","0000009999"
"7/4/2025 5:00:00 PM - 6:00:00 PM","45842.4583333333","138,451 MByte","145176490285.7880","323 Mbit/s","40329379.4564","19,739 MByte","20698189795.8695","46 Mbit/s","5749864.5180","118,712 MByte","124478300489.9185","277 Mbit/s","34579514.9384","0 %","0.0000","100 %","0000009999"
"7/4/2025 6:00:00 PM - 7:00:00 PM","45842.5000000000","19,597 MByte","20549218265.4623","46 Mbit/s","5708576.0424","2,802 MByte","2937926058.7965","6.53 Mbit/s","816156.3178","16,795 MByte","17611292206.6658","39 Mbit/s","4892419.7246","0 %","0.0000","100 %","0000009999"
"7/4/2025 7:00:00 PM - 8:00:00 PM","45842.5416666667","5,601 MByte","5872906613.7576","13 Mbit/s","1631485.3097","2,604 MByte","2730112498.6354","6.07 Mbit/s","758421.4646","2,997 MByte","3142794115.1222","6.98 Mbit/s","873063.8451","0 %","0.0000","100 %","0000009999"
"7/4/2025 8:00:00 PM - 9:00:00 PM","45842.5833333333","737 MByte","772792637.3396","1.72 Mbit/s","214682.5117","435 MByte","456435430.3012","1.01 Mbit/s","126798.1860","302 MByte","316357207.0383","0.70 Mbit/s","87884.3256","0 %","0.0000","100 %","0000009999"
"7/4/2025 9:00:00 PM - 10:00:00 PM","45842.6250000000","704 MByte","738430981.0839","1.64 Mbit/s","205136.2418","441 MByte","462154671.0728","1.03 Mbit/s","128386.6398","263 MByte","276276310.0111","0.61 Mbit/s","76749.6021","0 %","0.0000","100 %","0000009999"
"7/4/2025 10:00:00 PM - 11:00:00 PM","45842.6666666667","683 MByte","716123179.5241","1.59 Mbit/s","198940.2364","430 MByte","450420310.5655","1 Mbit/s","125127.5278","253 MByte","265702868.9586","0.59 Mbit/s","73812.7086","0 %","0.0000","100 %","0000009999"
"7/4/2025 11:00:00 PM - 12:00:00 AM","45842.7083333333","737 MByte","772834348.5882","1.72 Mbit/s","214694.0991","445 MByte","466999338.7662","1.04 Mbit/s","129732.8496","292 MByte","305835009.8221","0.68 Mbit/s","84961.2495","0 %","0.0000","100 %","0000009999"
"7/5/2025 12:00:00 AM - 1:00:00 AM","45842.7500000000","774 MByte","811968922.1723","1.80 Mbit/s","225564.4667","444 MByte","465941621.2040","1.04 Mbit/s","129438.2955","330 MByte","346027300.9683","0.77 Mbit/s","96126.1712","0 %","0.0000","100 %","0000009999"
"7/5/2025 1:00:00 AM - 2:00:00 AM","45842.7916666667","959 MByte","1006107190.6006","2.24 Mbit/s","279500.6169","472 MByte","494514029.8086","1.10 Mbit/s","137377.9829","488 MByte","511593160.7920","1.14 Mbit/s","142122.6340","0 %","0.0000","100 %","0000009999"
"7/5/2025 2:00:00 AM - 3:00:00 AM","45842.8333333333","742 MByte","778446916.3998","1.73 Mbit/s","216251.4734","444 MByte","465751997.7866","1.04 Mbit/s","129385.2588","298 MByte","312694918.6131","0.69 Mbit/s","86866.2146","0 %","0.0000","100 %","0000009999"
"7/5/2025 3:00:00 AM - 4:00:00 AM","45842.8750000000","813 MByte","852398310.3468","1.89 Mbit/s","236795.0681","448 MByte","469398348.3439","1.04 Mbit/s","130398.2100","365 MByte","382999962.0029","0.85 Mbit/s","106396.8581","0 %","0.0000","100 %","0000009999"
"7/5/2025 4:00:00 AM - 5:00:00 AM","45842.9166666667","701 MByte","735205895.5559","1.63 Mbit/s","204241.4473","438 MByte","459194072.8068","1.02 Mbit/s","127564.8939","263 MByte","276011822.7491","0.61 Mbit/s","76676.5535","0 %","0.0000","100 %","0000009999"
"7/5/2025 5:00:00 AM - 6:00:00 AM","45842.9583333333","1,214 MByte","1273324276.7360","2.83 Mbit/s","353729.6829","448 MByte","469785801.9170","1.04 Mbit/s","130506.5691","766 MByte","803538474.8190","1.79 Mbit/s","223223.1138","0 %","0.0000","100 %","0000009999"
"7/5/2025 6:00:00 AM - 7:00:00 AM","45843.0000000000","1,073 MByte","1125593555.1230","2.50 Mbit/s","312688.3280","438 MByte","459281142.4050","1.02 Mbit/s","127587.6642","635 MByte","666312412.7180","1.48 Mbit/s","185100.6639","0 %","0.0000","100 %","0000009999"
